,Iteration,Time,Fitness,Population Size,Mutation Rate,max_iters
0,0,0.0224248,1835.375255525127,300,0.03,2048
1,1,0.0791546,1842.2776423742173,300,0.03,2048
2,2,0.15078039999999998,1842.2776423742173,300,0.03,2048
3,3,0.215715,1842.2776423742173,300,0.03,2048
4,4,0.2613042,1842.2776423742173,300,0.03,2048
5,5,0.3460438,1856.8133285334657,300,0.03,2048
6,6,0.3982196,1856.8133285334657,300,0.03,2048
7,7,0.4402868,1856.8133285334657,300,0.03,2048
8,8,0.4778647,1856.8133285334657,300,0.03,2048
9,9,0.5498628,1864.0446839598799,300,0.03,2048
10,10,0.5923626,1864.4269929950408,300,0.03,2048
11,11,0.6382913,1864.4269929950408,300,0.03,2048
12,12,0.6794074999999999,1874.9314118230786,300,0.03,2048
13,13,0.7192005,1874.9314118230786,300,0.03,2048
14,14,0.7546223,1874.9314118230786,300,0.03,2048
15,15,0.7897354,1874.9314118230786,300,0.03,2048
16,16,0.8315771,1874.9314118230786,300,0.03,2048
17,17,0.9010189,1874.9314118230786,300,0.03,2048
18,18,0.9416982,1874.9314118230786,300,0.03,2048
19,19,0.9809477,1874.9314118230786,300,0.03,2048
20,20,1.0208332,1874.9314118230786,300,0.03,2048
21,21,1.0594789,1876.5698099775846,300,0.03,2048
22,22,1.0977743000000002,1877.0388118532069,300,0.03,2048
23,23,1.1444660000000002,1877.0388118532069,300,0.03,2048
24,24,1.2038439,1877.0388118532069,300,0.03,2048
25,25,1.2588417,1877.0388118532069,300,0.03,2048
26,26,1.3106027,1877.0388118532069,300,0.03,2048
27,27,1.351992,1877.0388118532069,300,0.03,2048
28,28,1.3965443000000002,1877.0388118532069,300,0.03,2048
29,29,1.4347944000000001,1877.0388118532069,300,0.03,2048
30,30,1.474609,1877.0388118532069,300,0.03,2048
31,31,1.5121043,1877.0388118532069,300,0.03,2048
32,32,1.5527208000000001,1877.0388118532069,300,0.03,2048
33,33,1.6209888000000001,1877.0388118532069,300,0.03,2048
34,34,1.6624081000000002,1877.0388118532069,300,0.03,2048
35,35,1.7026244000000001,1877.0388118532069,300,0.03,2048
36,36,1.7417010000000002,1877.0388118532069,300,0.03,2048
37,37,1.780782,1877.0388118532069,300,0.03,2048
38,38,1.821385,1877.0388118532069,300,0.03,2048
39,39,1.8595691,1877.0388118532069,300,0.03,2048
40,40,1.899197,1877.0388118532069,300,0.03,2048
41,41,1.9400144000000001,1877.0388118532069,300,0.03,2048
42,42,1.9812542000000002,1877.0388118532069,300,0.03,2048
43,43,2.0280308000000002,1877.0388118532069,300,0.03,2048
44,44,2.0753258,1877.0388118532069,300,0.03,2048
45,45,2.1195887,1877.0388118532069,300,0.03,2048
46,46,2.1638006,1877.0388118532069,300,0.03,2048
47,47,2.2073499,1877.0388118532069,300,0.03,2048
48,48,2.2704617000000002,1877.0388118532069,300,0.03,2048
49,49,2.3233677,1877.0388118532069,300,0.03,2048
50,50,2.3657368,1877.0388118532069,300,0.03,2048
51,51,2.4128786,1877.0388118532069,300,0.03,2048
52,52,2.4575013,1877.0388118532069,300,0.03,2048
53,53,2.495975,1877.0388118532069,300,0.03,2048
54,54,2.5443517,1877.0388118532069,300,0.03,2048
55,55,2.5942160000000003,1877.0388118532069,300,0.03,2048
56,56,2.6464190000000003,1877.0388118532069,300,0.03,2048
57,57,2.6893856,1877.0388118532069,300,0.03,2048
58,58,2.7274673000000003,1877.0388118532069,300,0.03,2048
59,59,2.7675938,1877.0388118532069,300,0.03,2048
60,60,2.8092550000000003,1877.0388118532069,300,0.03,2048
61,61,2.8598647,1877.0388118532069,300,0.03,2048
62,62,2.8999084,1877.0388118532069,300,0.03,2048
63,63,2.9540931,1877.0388118532069,300,0.03,2048
64,64,2.9956,1877.0388118532069,300,0.03,2048
65,65,3.0639558,1877.0388118532069,300,0.03,2048
66,66,3.1029925,1877.0388118532069,300,0.03,2048
67,67,3.1706212000000003,1877.0388118532069,300,0.03,2048
68,68,3.2671308,1877.0388118532069,300,0.03,2048
69,69,3.3257423,1877.0388118532069,300,0.03,2048
70,70,3.3673372,1877.0388118532069,300,0.03,2048
71,71,3.4088895,1877.0388118532069,300,0.03,2048
72,72,3.4503275,1877.0388118532069,300,0.03,2048
73,73,3.4959996,1877.0388118532069,300,0.03,2048
74,74,3.5495675,1877.0388118532069,300,0.03,2048
75,75,3.6091423000000002,1877.0388118532069,300,0.03,2048
76,76,3.6814589,1877.0388118532069,300,0.03,2048
77,77,3.7503985,1877.0388118532069,300,0.03,2048
78,78,3.8041521,1877.0388118532069,300,0.03,2048
79,79,3.845968,1877.0388118532069,300,0.03,2048
80,80,3.8865115,1877.0388118532069,300,0.03,2048
81,81,3.9274071,1877.0388118532069,300,0.03,2048
82,82,3.9679404000000003,1877.0388118532069,300,0.03,2048
83,83,4.0107702,1877.0388118532069,300,0.03,2048
84,84,4.0617506,1877.0388118532069,300,0.03,2048
85,85,4.098619299999999,1877.0388118532069,300,0.03,2048
86,86,4.1414478,1877.0388118532069,300,0.03,2048
