,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,1438.2599923473188,0.0224248,"[6, 2, 5, 1, 8, 7, 9, 3, 0, 4]",300,0.03,2048
1,1,1835.375255525127,0.0791546,"[8, 3, 1, 5, 9, 0, 4, 2, 6, 7]",300,0.03,2048
2,2,1842.2776423742173,0.15078039999999998,"[0, 1, 5, 8, 2, 7, 6, 4, 3, 9]",300,0.03,2048
3,4,1842.2776423742173,0.2613042,"[0, 1, 5, 8, 2, 7, 6, 4, 3, 9]",300,0.03,2048
4,8,1856.8133285334657,0.4778647,"[7, 6, 2, 9, 0, 1, 5, 4, 3, 8]",300,0.03,2048
5,16,1874.9314118230786,0.8315771,"[8, 2, 6, 7, 4, 3, 9, 5, 1, 0]",300,0.03,2048
6,32,1877.0388118532069,1.5527208000000001,"[8, 2, 6, 7, 9, 3, 4, 0, 1, 5]",300,0.03,2048
7,64,1877.0388118532069,2.9956,"[8, 2, 6, 7, 9, 3, 4, 0, 1, 5]",300,0.03,2048
8,128,1877.0388118532069,6.1538829999999995,"[8, 2, 6, 7, 9, 3, 4, 0, 1, 5]",300,0.03,2048
9,256,1877.0388118532069,10.1964308,"[8, 2, 6, 7, 9, 3, 4, 0, 1, 5]",300,0.03,2048
10,512,1877.0388118532069,10.1964308,"[8, 2, 6, 7, 9, 3, 4, 0, 1, 5]",300,0.03,2048
11,1024,1877.0388118532069,10.1964308,"[8, 2, 6, 7, 9, 3, 4, 0, 1, 5]",300,0.03,2048
12,2048,1877.0388118532069,10.1964308,"[8, 2, 6, 7, 9, 3, 4, 0, 1, 5]",300,0.03,2048
