,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,2437.8575586495344,0.017303800000036063,"[2, 10, 14, 12, 15, 9, 1, 8, 5, 0, 6, 17, 3, 7, 18, 11, 16, 13, 4]",300,0.03,2048
1,1,3043.677658166421,0.06990930000006301,"[13, 2, 0, 6, 3, 14, 12, 1, 10, 9, 7, 18, 5, 11, 17, 16, 4, 15, 8]",300,0.03,2048
2,2,3145.9416539610984,0.1513055999998869,"[8, 6, 2, 10, 9, 7, 4, 3, 11, 16, 12, 14, 0, 18, 17, 15, 1, 13, 5]",300,0.03,2048
3,4,3180.618118094029,0.27276469999992514,"[8, 6, 2, 10, 9, 7, 4, 3, 11, 16, 12, 14, 13, 15, 1, 5, 0, 18, 17]",300,0.03,2048
4,8,3185.5861242891306,0.4877782000000934,"[1, 5, 14, 6, 8, 10, 18, 16, 3, 13, 9, 15, 7, 12, 4, 0, 11, 2, 17]",300,0.03,2048
5,16,3362.53740600266,0.9300771999999142,"[6, 1, 15, 11, 5, 16, 3, 0, 9, 17, 18, 13, 8, 10, 14, 2, 7, 12, 4]",300,0.03,2048
6,32,3388.924520623468,1.7687035999999807,"[8, 6, 1, 10, 14, 5, 16, 9, 15, 11, 12, 4, 13, 2, 7, 3, 17, 18, 0]",300,0.03,2048
7,64,3441.292288024163,3.4604340999999295,"[6, 1, 15, 11, 5, 4, 3, 16, 0, 9, 17, 8, 10, 14, 12, 7, 18, 13, 2]",300,0.03,2048
8,128,3471.2012565382793,6.8369506999999885,"[6, 1, 15, 11, 12, 4, 5, 16, 0, 9, 13, 8, 10, 14, 3, 7, 2, 17, 18]",300,0.03,2048
9,256,3474.354588848588,13.93542679999996,"[13, 1, 15, 11, 12, 4, 5, 16, 6, 9, 0, 8, 10, 14, 3, 7, 2, 17, 18]",300,0.03,2048
10,512,3474.354588848588,22.109636200000068,"[13, 1, 15, 11, 12, 4, 5, 16, 6, 9, 0, 8, 10, 14, 3, 7, 2, 17, 18]",300,0.03,2048
11,1024,3474.354588848588,22.109636200000068,"[13, 1, 15, 11, 12, 4, 5, 16, 6, 9, 0, 8, 10, 14, 3, 7, 2, 17, 18]",300,0.03,2048
12,2048,3474.354588848588,22.109636200000068,"[13, 1, 15, 11, 12, 4, 5, 16, 6, 9, 0, 8, 10, 14, 3, 7, 2, 17, 18]",300,0.03,2048
