,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,1824.7136682710156,0.014889400000015485,"[2, 12, 9, 8, 1, 5, 15, 6, 10, 3, 7, 16, 11, 0, 13, 14, 4]",300,0.03,2048
1,1,2791.2757030592,0.06414529999995011,"[4, 15, 5, 2, 7, 3, 14, 12, 1, 11, 6, 16, 0, 9, 10, 8, 13]",300,0.03,2048
2,2,2791.2757030592,0.12619929999993929,"[4, 15, 5, 2, 7, 3, 14, 12, 1, 11, 6, 16, 0, 9, 10, 8, 13]",300,0.03,2048
3,4,2839.7906977953326,0.2461178999999447,"[15, 9, 3, 8, 13, 14, 12, 4, 10, 16, 0, 1, 7, 5, 2, 6, 11]",300,0.03,2048
4,8,2902.885550340102,0.45820209999999406,"[13, 11, 9, 0, 1, 3, 2, 10, 16, 12, 4, 15, 14, 6, 5, 8, 7]",300,0.03,2048
5,16,2978.8082708581987,0.9131031999999095,"[5, 1, 10, 14, 15, 9, 0, 16, 12, 11, 3, 8, 13, 4, 6, 7, 2]",300,0.03,2048
6,32,3048.0180807537986,1.7600033999999596,"[8, 3, 11, 15, 9, 13, 14, 12, 4, 6, 7, 2, 5, 1, 10, 16, 0]",300,0.03,2048
7,64,3063.324499468404,3.413274599999909,"[8, 3, 9, 15, 11, 13, 4, 12, 14, 6, 7, 2, 5, 16, 10, 1, 0]",300,0.03,2048
8,128,3091.378622845807,6.639481699999919,"[8, 10, 1, 3, 9, 13, 11, 15, 4, 12, 14, 6, 7, 2, 5, 16, 0]",300,0.03,2048
9,256,3092.2475630174213,13.222032499999955,"[8, 10, 1, 3, 9, 13, 4, 15, 11, 12, 14, 6, 7, 16, 5, 2, 0]",300,0.03,2048
10,512,3092.2475630174213,20.100933599999962,"[8, 10, 1, 3, 9, 13, 4, 15, 11, 12, 14, 6, 7, 16, 5, 2, 0]",300,0.03,2048
11,1024,3092.2475630174213,20.100933599999962,"[8, 10, 1, 3, 9, 13, 4, 15, 11, 12, 14, 6, 7, 16, 5, 2, 0]",300,0.03,2048
12,2048,3092.2475630174213,20.100933599999962,"[8, 10, 1, 3, 9, 13, 4, 15, 11, 12, 14, 6, 7, 16, 5, 2, 0]",300,0.03,2048
