,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,2187.074325869182,0.014880199999993238,"[2, 10, 8, 5, 1, 11, 6, 9, 3, 7, 12, 0, 4]",300,0.03,2048
1,1,2402.244998354582,0.06034299999998893,"[9, 12, 8, 5, 2, 10, 0, 1, 6, 4, 7, 11, 3]",300,0.03,2048
2,2,2402.244998354582,0.1244965999999863,"[9, 12, 8, 5, 2, 10, 0, 1, 6, 4, 7, 11, 3]",300,0.03,2048
3,4,2454.935018405837,0.2421818999999914,"[9, 12, 8, 5, 2, 10, 0, 1, 7, 11, 3, 4, 6]",300,0.03,2048
4,8,2472.176405001853,0.44237859999998363,"[3, 9, 5, 11, 12, 4, 10, 2, 6, 8, 0, 1, 7]",300,0.03,2048
5,16,2495.809410225425,0.8147796000000085,"[6, 8, 10, 2, 12, 4, 3, 7, 1, 0, 11, 5, 9]",300,0.03,2048
6,32,2504.4093951149293,1.629460999999992,"[3, 9, 6, 8, 10, 2, 5, 11, 12, 4, 0, 1, 7]",300,0.03,2048
7,64,2515.06543698398,3.1925805000000196,"[12, 9, 6, 8, 10, 2, 5, 11, 3, 4, 0, 1, 7]",300,0.03,2048
8,128,2518.5434536654047,6.244932100000028,"[12, 8, 6, 9, 5, 2, 10, 11, 3, 4, 0, 1, 7]",300,0.03,2048
9,256,2518.543453665405,12.174562299999991,"[7, 12, 8, 6, 9, 5, 2, 10, 11, 3, 4, 0, 1]",300,0.03,2048
10,512,2518.543453665405,15.65608420000001,"[7, 12, 8, 6, 9, 5, 2, 10, 11, 3, 4, 0, 1]",300,0.03,2048
11,1024,2518.543453665405,15.65608420000001,"[7, 12, 8, 6, 9, 5, 2, 10, 11, 3, 4, 0, 1]",300,0.03,2048
12,2048,2518.543453665405,15.65608420000001,"[7, 12, 8, 6, 9, 5, 2, 10, 11, 3, 4, 0, 1]",300,0.03,2048
