,Iteration,Fitness,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,4451.630378551704,0.021958100000119884,"[10, 25, 12, 11, 26, 15, 1, 3, 18, 21, 9, 24, 5, 29, 2, 22, 14, 30, 28, 8, 17, 0, 6, 23, 19, 7, 20, 27, 16, 13, 4]",False,300,0.2,2048
1,1,4802.3931647178015,1.2303318000003856,"[5, 11, 22, 18, 13, 30, 21, 23, 1, 6, 26, 24, 29, 10, 3, 16, 14, 0, 9, 28, 4, 12, 8, 20, 7, 17, 19, 15, 25, 2, 27]",False,300,0.2,2048
2,2,4802.3931647178015,2.5950800999999046,"[5, 11, 22, 18, 13, 30, 21, 23, 1, 6, 26, 24, 29, 10, 3, 16, 14, 0, 9, 28, 4, 12, 8, 20, 7, 17, 19, 15, 25, 2, 27]",False,300,0.2,2048
3,4,4908.464774396614,4.976710699999785,"[13, 23, 24, 1, 17, 0, 8, 6, 10, 9, 27, 30, 18, 21, 2, 12, 26, 20, 3, 29, 25, 22, 7, 4, 15, 11, 28, 16, 14, 5, 19]",False,300,0.2,2048
4,8,4930.411619425383,9.318902699999853,"[13, 8, 24, 1, 17, 0, 14, 6, 10, 9, 27, 30, 29, 21, 2, 12, 26, 20, 3, 7, 25, 22, 18, 4, 15, 11, 28, 16, 23, 5, 19]",False,300,0.2,2048
5,16,4952.788607521111,17.070570300000327,"[13, 23, 24, 1, 17, 0, 8, 6, 10, 9, 27, 30, 29, 21, 2, 12, 26, 20, 3, 7, 25, 22, 18, 4, 15, 11, 28, 16, 14, 5, 19]",False,300,0.2,2048
6,32,4952.788607521111,32.59305450000011,"[13, 23, 24, 1, 17, 0, 8, 6, 10, 9, 27, 30, 29, 21, 2, 12, 26, 20, 3, 7, 25, 22, 18, 4, 15, 11, 28, 16, 14, 5, 19]",False,300,0.2,2048
7,64,4952.788607521111,64.92074779999984,"[13, 23, 24, 1, 17, 0, 8, 6, 10, 9, 27, 30, 29, 21, 2, 12, 26, 20, 3, 7, 25, 22, 18, 4, 15, 11, 28, 16, 14, 5, 19]",False,300,0.2,2048
8,128,4952.788607521111,128.8623630000002,"[13, 23, 24, 1, 17, 0, 8, 6, 10, 9, 27, 30, 29, 21, 2, 12, 26, 20, 3, 7, 25, 22, 18, 4, 15, 11, 28, 16, 14, 5, 19]",False,300,0.2,2048
9,256,4952.788607521111,212.0710310000004,"[13, 23, 24, 1, 17, 0, 8, 6, 10, 9, 27, 30, 29, 21, 2, 12, 26, 20, 3, 7, 25, 22, 18, 4, 15, 11, 28, 16, 14, 5, 19]",False,300,0.2,2048
10,512,4952.788607521111,212.0710310000004,"[13, 23, 24, 1, 17, 0, 8, 6, 10, 9, 27, 30, 29, 21, 2, 12, 26, 20, 3, 7, 25, 22, 18, 4, 15, 11, 28, 16, 14, 5, 19]",False,300,0.2,2048
11,1024,4952.788607521111,212.0710310000004,"[13, 23, 24, 1, 17, 0, 8, 6, 10, 9, 27, 30, 29, 21, 2, 12, 26, 20, 3, 7, 25, 22, 18, 4, 15, 11, 28, 16, 14, 5, 19]",False,300,0.2,2048
12,2048,4952.788607521111,212.0710310000004,"[13, 23, 24, 1, 17, 0, 8, 6, 10, 9, 27, 30, 29, 21, 2, 12, 26, 20, 3, 7, 25, 22, 18, 4, 15, 11, 28, 16, 14, 5, 19]",False,300,0.2,2048
