,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,2778.2551995469557,0.00019040000006498303,"[10, 9, 2, 11, 18, 19, 15, 14, 12, 8, 1, 5, 0, 6, 17, 3, 7, 16, 13, 4]",25,2048,0
1,1,2778.2551995469557,0.0012888999999631778,"[10, 9, 2, 11, 18, 19, 15, 14, 12, 8, 1, 5, 0, 6, 17, 3, 7, 16, 13, 4]",25,2048,0
2,2,2778.2551995469557,0.013126400000146532,"[10, 9, 2, 11, 18, 19, 15, 14, 12, 8, 1, 5, 0, 6, 17, 3, 7, 16, 13, 4]",25,2048,0
3,4,3106.4797807814057,0.022729400000116584,"[10, 9, 19, 11, 6, 2, 15, 14, 12, 8, 1, 5, 0, 18, 17, 3, 7, 16, 13, 4]",25,2048,0
4,8,3200.8313124669507,0.031701500000053784,"[10, 9, 19, 11, 6, 2, 15, 14, 12, 16, 1, 5, 0, 18, 17, 3, 7, 8, 13, 4]",25,2048,0
5,16,3302.134556140361,0.04206309999995028,"[10, 4, 19, 11, 6, 2, 15, 18, 12, 16, 1, 5, 0, 14, 17, 3, 7, 8, 13, 9]",25,2048,0
6,32,3361.1301901092197,0.05426830000010341,"[10, 1, 19, 2, 6, 8, 15, 18, 12, 16, 11, 5, 0, 14, 17, 3, 7, 4, 13, 9]",25,2048,0
7,64,3535.612634911609,0.06652389999999286,"[10, 1, 16, 17, 13, 8, 12, 18, 15, 14, 5, 4, 0, 19, 2, 3, 7, 9, 6, 11]",25,2048,0
8,128,3559.849209443845,0.08477579999998852,"[15, 8, 16, 17, 5, 1, 12, 18, 10, 14, 13, 4, 0, 19, 2, 6, 7, 9, 3, 11]",25,2048,0
9,256,3633.2386976307903,0.11080089999995835,"[13, 17, 16, 8, 5, 11, 12, 4, 3, 18, 15, 14, 0, 19, 2, 6, 7, 9, 10, 1]",25,2048,0
