,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,1854.293400714928,0.00013420000004771282,"[2, 9, 14, 16, 8, 1, 10, 5, 15, 6, 12, 3, 7, 17, 11, 0, 13, 4]",geometric,10,0.99,0.001,9.999986512458376,10,8192
1,1,1893.741208928403,0.001186100000040824,"[2, 9, 14, 16, 8, 1, 10, 12, 15, 6, 5, 3, 7, 17, 11, 0, 13, 4]",geometric,10,0.99,0.001,9.999880793676951,10,8192
2,2,1989.6094509847762,0.02186570000003485,"[2, 9, 14, 16, 8, 1, 10, 7, 15, 6, 5, 3, 12, 17, 11, 0, 13, 4]",geometric,10,0.99,0.001,9.997802665162666,10,8192
3,4,2213.888182176432,0.04105330000015783,"[2, 9, 14, 16, 17, 1, 10, 7, 15, 6, 4, 3, 12, 8, 11, 0, 13, 5]",geometric,10,0.99,0.001,9.995874856545527,10,8192
4,8,2414.6012112412336,0.06226050000009309,"[2, 9, 14, 16, 17, 1, 15, 7, 11, 10, 4, 3, 12, 8, 6, 0, 13, 5]",geometric,10,0.99,0.001,9.993744567983715,10,8192
5,16,2468.321974008898,0.0824096000001191,"[2, 9, 14, 10, 17, 1, 15, 7, 11, 16, 4, 3, 12, 8, 6, 0, 13, 5]",geometric,10,0.99,0.001,9.991720987419637,10,8192
6,32,2798.094284089675,0.10353500000019267,"[2, 3, 14, 9, 17, 11, 7, 15, 1, 10, 4, 0, 12, 8, 6, 16, 13, 5]",geometric,10,0.99,0.001,9.989599796738148,10,8192
7,64,2959.183721095869,0.12753640000005362,"[14, 3, 7, 9, 10, 1, 2, 5, 11, 15, 4, 0, 6, 8, 12, 16, 13, 17]",geometric,10,0.99,0.001,9.987190374802442,10,8192
8,128,3011.5393150422738,0.15674950000015997,"[8, 3, 0, 9, 17, 14, 13, 5, 11, 15, 4, 7, 6, 1, 12, 16, 2, 10]",geometric,10,0.99,0.001,9.984258551478826,10,8192
9,256,3049.505686360129,0.2048202000000856,"[8, 3, 16, 2, 15, 14, 13, 5, 9, 17, 4, 7, 6, 1, 10, 0, 11, 12]",geometric,10,0.99,0.001,9.979436054827662,10,8192
10,512,3052.788540345342,0.2884518000000753,"[1, 6, 7, 2, 12, 8, 13, 5, 11, 17, 4, 16, 3, 14, 10, 0, 9, 15]",geometric,10,0.99,0.001,9.971051606837255,10,8192
11,1024,3052.788540345342,0.3520426000000043,"[1, 6, 7, 2, 12, 8, 13, 5, 11, 17, 4, 16, 3, 14, 10, 0, 9, 15]",geometric,10,0.99,0.001,9.964681054995987,10,8192
12,2048,3052.788540345342,0.3520426000000043,"[1, 6, 7, 2, 12, 8, 13, 5, 11, 17, 4, 16, 3, 14, 10, 0, 9, 15]",geometric,10,0.99,0.001,9.964681054995987,10,8192
13,4096,3052.788540345342,0.3520426000000043,"[1, 6, 7, 2, 12, 8, 13, 5, 11, 17, 4, 16, 3, 14, 10, 0, 9, 15]",geometric,10,0.99,0.001,9.964681054995987,10,8192
14,8192,3052.788540345342,0.3520426000000043,"[1, 6, 7, 2, 12, 8, 13, 5, 11, 17, 4, 16, 3, 14, 10, 0, 9, 15]",geometric,10,0.99,0.001,9.964681054995987,10,8192
