,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,2258.985830962919,0.0001253000000360771,"[2, 10, 8, 5, 1, 12, 6, 9, 3, 7, 14, 11, 0, 13, 4]",geometric,10,0.99,0.001,9.999987406937102,10,8192
1,1,2258.985830962919,0.001404800000045725,"[2, 10, 8, 5, 1, 12, 6, 9, 3, 7, 14, 11, 0, 13, 4]",geometric,10,0.99,0.001,9.99985881387861,10,8192
2,2,2258.985830962919,0.020172799999954805,"[2, 10, 8, 5, 1, 12, 6, 9, 3, 7, 14, 11, 0, 13, 4]",geometric,10,0.99,0.001,9.997972771359523,10,8192
3,4,2258.985830962919,0.03863169999999627,"[2, 10, 8, 5, 1, 12, 6, 9, 3, 7, 14, 11, 0, 13, 4]",geometric,10,0.99,0.001,9.996118138041737,10,8192
4,8,2418.274906515965,0.056708599999979015,"[2, 6, 8, 5, 1, 12, 10, 9, 3, 7, 14, 11, 0, 13, 4]",geometric,10,0.99,0.001,9.994302219094399,10,8192
5,16,2547.3669017916395,0.07577349999996841,"[2, 6, 8, 5, 1, 12, 14, 9, 3, 7, 10, 11, 0, 13, 4]",geometric,10,0.99,0.001,9.992387407811421,10,8192
6,32,2559.469527393963,0.09832990000006703,"[6, 2, 8, 5, 1, 12, 14, 9, 3, 7, 10, 11, 0, 4, 13]",geometric,10,0.99,0.001,9.990122396373062,10,8192
7,64,2719.670725888461,0.12325169999996888,"[2, 6, 8, 13, 1, 12, 14, 9, 3, 7, 10, 11, 0, 4, 5]",geometric,10,0.99,0.001,9.987620459186276,10,8192
8,128,2792.6184022582065,0.1520633000000089,"[2, 12, 1, 13, 11, 6, 14, 7, 3, 9, 10, 4, 0, 8, 5]",geometric,10,0.99,0.001,9.984728800002463,10,8192
9,256,2838.649603930274,0.19171400000004724,"[2, 5, 4, 13, 8, 0, 14, 7, 10, 9, 3, 1, 6, 11, 12]",geometric,10,0.99,0.001,9.980750649805689,10,8192
10,512,2879.9986144679474,0.25356030000000374,"[11, 12, 4, 13, 8, 0, 14, 7, 10, 9, 3, 2, 5, 1, 6]",geometric,10,0.99,0.001,9.974548781544666,10,8192
11,1024,2889.9489569431594,0.31877080000003843,"[11, 6, 4, 13, 8, 0, 14, 7, 10, 9, 3, 2, 5, 1, 12]",geometric,10,0.99,0.001,9.968013729420885,10,8192
12,2048,2889.9489569431594,0.31877080000003843,"[11, 6, 4, 13, 8, 0, 14, 7, 10, 9, 3, 2, 5, 1, 12]",geometric,10,0.99,0.001,9.968013729420885,10,8192
13,4096,2889.9489569431594,0.31877080000003843,"[11, 6, 4, 13, 8, 0, 14, 7, 10, 9, 3, 2, 5, 1, 12]",geometric,10,0.99,0.001,9.968013729420885,10,8192
14,8192,2889.9489569431594,0.31877080000003843,"[11, 6, 4, 13, 8, 0, 14, 7, 10, 9, 3, 2, 5, 1, 12]",geometric,10,0.99,0.001,9.968013729420885,10,8192
