,Iteration,Time,Fitness,Population Size,Mutation Rate,max_iters
0,0,0.0159900999999536,2581.096498955173,300,0.03,2048
1,1,0.06112499999994725,2621.221162457799,300,0.03,2048
2,2,0.15434219999997367,2621.221162457799,300,0.03,2048
3,3,0.22014569999998912,2644.0394008662347,300,0.03,2048
4,4,0.27655270000002474,2679.349239418024,300,0.03,2048
5,5,0.34307960000001003,2704.6481256999386,300,0.03,2048
6,6,0.4083969999999226,2792.095239029345,300,0.03,2048
7,7,0.45533260000001974,2792.095239029345,300,0.03,2048
8,8,0.5067549999999983,2792.095239029345,300,0.03,2048
9,9,0.5915803000000324,2803.091558258652,300,0.03,2048
10,10,0.6560185999999248,2803.091558258652,300,0.03,2048
11,11,0.7125164000000268,2803.091558258652,300,0.03,2048
12,12,0.7639991999999438,2803.091558258652,300,0.03,2048
13,13,0.8094920999999431,2803.091558258652,300,0.03,2048
14,14,0.8566150000000334,2803.091558258652,300,0.03,2048
15,15,0.9050638999999592,2803.091558258652,300,0.03,2048
16,16,0.9520138999999972,2803.091558258652,300,0.03,2048
17,17,1.0230649999999741,2812.298701051951,300,0.03,2048
18,18,1.0718656999999894,2812.298701051951,300,0.03,2048
19,19,1.1200013999999783,2812.298701051951,300,0.03,2048
20,20,1.1815173999999615,2812.298701051951,300,0.03,2048
21,21,1.2264898999999332,2812.298701051951,300,0.03,2048
22,22,1.269227600000022,2812.298701051951,300,0.03,2048
23,23,1.3172172999999248,2812.298701051951,300,0.03,2048
24,24,1.36418029999993,2812.298701051951,300,0.03,2048
25,25,1.4057726999999431,2812.298701051951,300,0.03,2048
26,26,1.4514861999999766,2812.298701051951,300,0.03,2048
27,27,1.519121299999938,2812.298701051951,300,0.03,2048
28,28,1.5961403999999675,2812.298701051951,300,0.03,2048
29,29,1.694168999999988,2812.298701051951,300,0.03,2048
30,30,1.7609079000000065,2812.298701051951,300,0.03,2048
31,31,1.8126267000000098,2812.298701051951,300,0.03,2048
32,32,1.8604746999999406,2812.298701051951,300,0.03,2048
