,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,2258.985830962919,0.0159900999999536,"[2, 10, 8, 5, 1, 12, 6, 9, 3, 7, 14, 11, 0, 13, 4]",300,0.03,2048
1,1,2581.096498955173,0.06112499999994725,"[14, 3, 1, 5, 0, 8, 13, 10, 9, 12, 4, 6, 11, 7, 2]",300,0.03,2048
2,2,2621.221162457799,0.15434219999997367,"[14, 13, 2, 11, 5, 7, 3, 1, 0, 8, 10, 9, 12, 4, 6]",300,0.03,2048
3,4,2644.0394008662347,0.27655270000002474,"[10, 7, 3, 9, 6, 1, 5, 8, 0, 11, 13, 2, 4, 12, 14]",300,0.03,2048
4,8,2792.095239029345,0.5067549999999983,"[10, 7, 3, 9, 8, 0, 11, 6, 1, 5, 14, 13, 4, 12, 2]",300,0.03,2048
5,16,2803.091558258652,0.9520138999999972,"[10, 7, 11, 5, 1, 0, 4, 6, 14, 12, 8, 13, 2, 3, 9]",300,0.03,2048
6,32,2812.298701051951,1.8604746999999406,"[10, 7, 11, 5, 9, 3, 1, 6, 4, 13, 14, 0, 8, 12, 2]",300,0.03,2048
7,64,2820.4893713851106,3.6096546999999646,"[10, 7, 11, 12, 14, 0, 4, 5, 1, 6, 8, 13, 2, 3, 9]",300,0.03,2048
8,128,2882.7290893747745,6.904662599999938,"[10, 7, 14, 13, 11, 6, 8, 0, 4, 12, 1, 5, 2, 3, 9]",300,0.03,2048
9,256,2889.94895694316,13.379050000000007,"[9, 10, 7, 14, 0, 8, 13, 4, 6, 11, 12, 1, 5, 2, 3]",300,0.03,2048
10,512,2889.94895694316,23.06427759999997,"[9, 10, 7, 14, 0, 8, 13, 4, 6, 11, 12, 1, 5, 2, 3]",300,0.03,2048
11,1024,2889.94895694316,23.06427759999997,"[9, 10, 7, 14, 0, 8, 13, 4, 6, 11, 12, 1, 5, 2, 3]",300,0.03,2048
12,2048,2889.94895694316,23.06427759999997,"[9, 10, 7, 14, 0, 8, 13, 4, 6, 11, 12, 1, 5, 2, 3]",300,0.03,2048
