,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,2194.472124332899,0.00018089999991843797,"[2, 10, 8, 5, 1, 12, 6, 9, 3, 7, 15, 11, 0, 13, 14, 4]",geometric,10,0.99,0.001,9.999981818958975,10,8192
1,1,2197.978334913671,0.001243899999963105,"[2, 10, 8, 5, 1, 12, 6, 9, 3, 7, 15, 11, 14, 13, 0, 4]",geometric,10,0.99,0.001,9.99987498465377,10,8192
2,2,2197.978334913671,0.02191019999997934,"[2, 10, 8, 5, 1, 12, 6, 9, 3, 7, 15, 11, 14, 13, 0, 4]",geometric,10,0.99,0.001,9.997798193746954,10,8192
3,4,2231.240975149775,0.046079399999939596,"[2, 10, 8, 5, 1, 12, 6, 11, 3, 7, 15, 9, 14, 13, 0, 4]",geometric,10,0.99,0.001,9.995369937745522,10,8192
4,8,2290.70124383472,0.06583119999993414,"[2, 10, 6, 5, 1, 7, 12, 11, 3, 8, 15, 9, 14, 13, 0, 4]",geometric,10,0.99,0.001,9.99338593156362,10,8192
5,16,2496.5629588671222,0.08618249999994987,"[2, 10, 6, 9, 8, 7, 12, 14, 3, 11, 15, 5, 13, 1, 0, 4]",geometric,10,0.99,0.001,9.991342119412565,10,8192
6,32,2610.815626555215,0.1082534999999325,"[5, 10, 6, 9, 8, 7, 15, 14, 3, 11, 12, 13, 2, 1, 0, 4]",geometric,10,0.99,0.001,9.989126076077264,10,8192
7,64,2707.7042969170006,0.13138649999996233,"[5, 0, 6, 9, 8, 2, 12, 14, 3, 11, 13, 15, 7, 1, 10, 4]",geometric,10,0.99,0.001,9.986803929964365,10,8192
8,128,2865.0715022201775,0.15977049999992232,"[15, 9, 5, 10, 8, 2, 12, 14, 0, 11, 7, 6, 13, 1, 3, 4]",geometric,10,0.99,0.001,9.983955413377565,10,8192
9,256,2990.7685232483586,0.198672399999964,"[15, 9, 5, 7, 6, 2, 12, 4, 3, 1, 0, 11, 13, 8, 10, 14]",geometric,10,0.99,0.001,9.980052677831031,10,8192
10,512,2993.907421149721,0.2611621999999443,"[15, 9, 6, 7, 5, 2, 12, 4, 0, 1, 3, 11, 13, 8, 10, 14]",geometric,10,0.99,0.001,9.973786738689496,10,8192
11,1024,2993.907421149721,0.3349640999999792,"[15, 9, 6, 7, 5, 2, 12, 4, 0, 1, 3, 11, 13, 8, 10, 14]",geometric,10,0.99,0.001,9.966391586093957,10,8192
12,2048,2993.907421149721,0.3349640999999792,"[15, 9, 6, 7, 5, 2, 12, 4, 0, 1, 3, 11, 13, 8, 10, 14]",geometric,10,0.99,0.001,9.966391586093957,10,8192
13,4096,2993.907421149721,0.3349640999999792,"[15, 9, 6, 7, 5, 2, 12, 4, 0, 1, 3, 11, 13, 8, 10, 14]",geometric,10,0.99,0.001,9.966391586093957,10,8192
14,8192,2993.907421149721,0.3349640999999792,"[15, 9, 6, 7, 5, 2, 12, 4, 0, 1, 3, 11, 13, 8, 10, 14]",geometric,10,0.99,0.001,9.966391586093957,10,8192
