,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,4490.680427555874,0.018277799999850686,"[10, 25, 12, 11, 26, 15, 1, 3, 18, 21, 9, 24, 5, 28, 2, 22, 14, 29, 27, 8, 17, 0, 6, 23, 19, 7, 20, 16, 13, 4]",300,0.03,2048
1,1,4508.44008864964,0.07544079999979658,"[9, 1, 17, 15, 14, 24, 10, 2, 19, 5, 29, 27, 20, 16, 0, 26, 22, 8, 18, 3, 28, 7, 6, 25, 12, 23, 13, 11, 21, 4]",300,0.03,2048
2,2,4545.0849405385525,0.1580759999997099,"[17, 19, 14, 28, 24, 9, 1, 15, 10, 2, 5, 29, 27, 20, 16, 0, 26, 22, 8, 18, 3, 7, 6, 23, 12, 25, 21, 13, 4, 11]",300,0.03,2048
3,4,4662.2237114111795,0.28524319999996806,"[7, 16, 10, 19, 20, 25, 15, 8, 28, 23, 26, 2, 12, 24, 9, 1, 17, 14, 5, 29, 27, 0, 22, 18, 3, 6, 13, 11, 21, 4]",300,0.03,2048
4,8,4893.722272916332,0.5445365000000493,"[7, 16, 10, 19, 20, 25, 15, 8, 28, 23, 11, 13, 6, 3, 1, 12, 9, 0, 2, 21, 18, 24, 14, 27, 26, 5, 29, 22, 17, 4]",300,0.03,2048
5,16,4982.5437391410005,1.0104897999999594,"[21, 4, 24, 26, 15, 1, 28, 18, 20, 23, 17, 8, 12, 11, 7, 6, 16, 5, 2, 10, 19, 25, 22, 14, 0, 27, 29, 3, 9, 13]",300,0.03,2048
6,32,5298.53290008188,1.9716327000001002,"[7, 16, 10, 19, 21, 4, 24, 26, 15, 1, 28, 18, 5, 23, 17, 8, 12, 11, 6, 20, 2, 0, 25, 3, 14, 13, 9, 22, 29, 27]",300,0.03,2048
7,64,5376.902262905045,4.067538899999818,"[7, 16, 20, 18, 5, 2, 10, 19, 21, 9, 0, 4, 24, 26, 6, 1, 28, 23, 17, 8, 12, 11, 15, 25, 3, 29, 22, 14, 13, 27]",300,0.03,2048
8,128,5419.159650951856,8.07550349999974,"[7, 16, 20, 2, 17, 18, 10, 19, 21, 9, 0, 4, 28, 26, 6, 1, 24, 8, 5, 11, 12, 23, 3, 25, 15, 29, 22, 14, 13, 27]",300,0.03,2048
9,256,5447.316043586352,15.651353100000051,"[7, 27, 20, 9, 17, 19, 10, 18, 21, 2, 0, 4, 28, 26, 6, 1, 3, 14, 5, 11, 12, 23, 24, 25, 15, 29, 22, 8, 13, 16]",300,0.03,2048
10,512,5463.068813465808,30.654493699999875,"[7, 27, 20, 19, 17, 9, 10, 2, 21, 11, 0, 4, 3, 1, 6, 26, 15, 14, 5, 18, 12, 8, 24, 25, 22, 29, 28, 23, 13, 16]",300,0.03,2048
11,1024,5465.072086092477,46.019153899999765,"[7, 27, 20, 19, 17, 9, 21, 2, 10, 11, 0, 4, 3, 1, 6, 26, 15, 29, 5, 18, 12, 8, 24, 25, 22, 14, 28, 23, 13, 16]",300,0.03,2048
12,2048,5465.072086092477,46.019153899999765,"[7, 27, 20, 19, 17, 9, 21, 2, 10, 11, 0, 4, 3, 1, 6, 26, 15, 29, 5, 18, 12, 8, 24, 25, 22, 14, 28, 23, 13, 16]",300,0.03,2048
