,Iteration,Time,Fitness,Population Size,Mutation Rate,max_iters
0,0,0.019475700000384677,3757.511232194063,300,0.03,2048
1,1,0.07677009999997608,3757.511232194063,300,0.03,2048
2,2,0.14447740000014164,3792.387480826083,300,0.03,2048
3,3,0.21191490000001068,3865.4614661374553,300,0.03,2048
4,4,0.27060460000029707,3865.4614661374553,300,0.03,2048
5,5,0.3302287999999862,3865.4614661374553,300,0.03,2048
6,6,0.3811584000000039,4026.6765926036023,300,0.03,2048
7,7,0.4296497000000272,4026.6765926036023,300,0.03,2048
8,8,0.4793248000000858,4026.6765926036023,300,0.03,2048
9,9,0.5451150000003508,4026.6765926036023,300,0.03,2048
10,10,0.6165702000002966,4026.6765926036023,300,0.03,2048
11,11,0.6824279000002207,4026.6765926036023,300,0.03,2048
12,12,0.7385305000002518,4026.6765926036023,300,0.03,2048
13,13,0.7921579000003476,4026.6765926036023,300,0.03,2048
14,14,0.8469405000000734,4026.6765926036023,300,0.03,2048
15,15,0.8986442000000352,4026.6765926036023,300,0.03,2048
16,16,0.9502128000003722,4026.6765926036023,300,0.03,2048
17,17,1.0127550000001975,4071.2083524868967,300,0.03,2048
18,18,1.0626634000000195,4071.2083524868967,300,0.03,2048
19,19,1.1133545000002414,4109.022385001794,300,0.03,2048
20,20,1.164857000000211,4109.022385001794,300,0.03,2048
21,21,1.2160417000000052,4126.315242413193,300,0.03,2048
22,22,1.2694934999999532,4126.315242413193,300,0.03,2048
23,23,1.3219576000001325,4162.6448002260295,300,0.03,2048
24,24,1.3722923000000264,4162.6448002260295,300,0.03,2048
25,25,1.4232716000001346,4162.6448002260295,300,0.03,2048
26,26,1.4733733000002758,4162.6448002260295,300,0.03,2048
27,27,1.524913000000197,4162.6448002260295,300,0.03,2048
28,28,1.578385199999957,4162.6448002260295,300,0.03,2048
29,29,1.6275221000000784,4171.024788340726,300,0.03,2048
30,30,1.680143500000213,4171.024788340726,300,0.03,2048
31,31,1.731448100000307,4182.394320717104,300,0.03,2048
32,32,1.7837552999999389,4182.394320717104,300,0.03,2048
33,33,1.8460628000002544,4187.130636879472,300,0.03,2048
34,34,1.8969915000002402,4217.665539481621,300,0.03,2048
35,35,1.9552803999999924,4217.665539481621,300,0.03,2048
36,36,2.0076813000000584,4217.665539481621,300,0.03,2048
37,37,2.0591825999999855,4217.665539481621,300,0.03,2048
38,38,2.110606500000358,4229.554309195313,300,0.03,2048
39,39,2.162712300000294,4229.554309195313,300,0.03,2048
40,40,2.2152783999999883,4229.554309195313,300,0.03,2048
41,41,2.2674086000001807,4229.554309195313,300,0.03,2048
42,42,2.321523200000229,4236.997639961886,300,0.03,2048
43,43,2.3745364000001246,4236.997639961886,300,0.03,2048
44,44,2.4255152000000635,4236.997639961886,300,0.03,2048
45,45,2.4772612000001573,4241.727471073117,300,0.03,2048
46,46,2.5315856000001986,4241.727471073117,300,0.03,2048
47,47,2.5938547000000653,4241.727471073117,300,0.03,2048
48,48,2.6445102000002407,4241.727471073117,300,0.03,2048
49,49,2.6967852000002495,4241.727471073117,300,0.03,2048
50,50,2.7499028000002,4241.727471073117,300,0.03,2048
51,51,2.802744999999959,4241.727471073117,300,0.03,2048
52,52,2.854025999999976,4241.727471073117,300,0.03,2048
53,53,2.9051031000003604,4249.737132173242,300,0.03,2048
54,54,2.9553281000003153,4249.737132173242,300,0.03,2048
55,55,3.0061742000002596,4249.737132173242,300,0.03,2048
56,56,3.056913600000371,4249.737132173242,300,0.03,2048
57,57,3.1185732000003554,4249.737132173242,300,0.03,2048
58,58,3.180911500000093,4249.737132173242,300,0.03,2048
59,59,3.238176900000326,4249.737132173242,300,0.03,2048
60,60,3.3007870999999795,4249.737132173242,300,0.03,2048
61,61,3.3545461000003343,4252.877270940567,300,0.03,2048
62,62,3.4075574000003144,4252.877270940567,300,0.03,2048
63,63,3.4580549000002065,4252.877270940567,300,0.03,2048
