,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,2836.3766940062305,0.019475700000384677,"[9, 11, 22, 19, 12, 10, 15, 1, 21, 5, 2, 18, 14, 23, 3, 17, 8, 0, 6, 7, 20, 16, 13, 4]",300,0.03,2048
1,1,3757.511232194063,0.07677009999997608,"[15, 6, 23, 12, 13, 19, 8, 7, 1, 22, 18, 21, 16, 10, 9, 5, 17, 4, 2, 20, 14, 3, 11, 0]",300,0.03,2048
2,2,3757.511232194063,0.14447740000014164,"[15, 6, 23, 12, 13, 19, 8, 7, 1, 22, 18, 21, 16, 10, 9, 5, 17, 4, 2, 20, 14, 3, 11, 0]",300,0.03,2048
3,4,3865.4614661374553,0.27060460000029707,"[5, 16, 14, 10, 8, 7, 1, 22, 0, 21, 4, 13, 2, 19, 15, 18, 17, 11, 3, 20, 6, 23, 12, 9]",300,0.03,2048
4,8,4026.6765926036023,0.4793248000000858,"[5, 16, 14, 10, 23, 2, 17, 4, 15, 19, 22, 9, 3, 11, 7, 20, 21, 13, 12, 18, 6, 1, 0, 8]",300,0.03,2048
5,16,4026.6765926036023,0.9502128000003722,"[5, 16, 14, 10, 23, 2, 17, 4, 15, 19, 22, 9, 3, 11, 7, 20, 21, 13, 12, 18, 6, 1, 0, 8]",300,0.03,2048
6,32,4182.394320717104,1.7837552999999389,"[5, 16, 14, 10, 23, 20, 2, 13, 17, 4, 15, 19, 22, 9, 3, 11, 12, 7, 8, 6, 18, 21, 0, 1]",300,0.03,2048
7,64,4252.877270940567,3.5103965000002972,"[14, 5, 16, 10, 19, 20, 2, 13, 17, 4, 15, 23, 22, 9, 3, 11, 12, 18, 6, 8, 0, 1, 7, 21]",300,0.03,2048
8,128,4270.925699932387,7.184834500000306,"[9, 5, 16, 10, 14, 20, 2, 13, 17, 4, 15, 18, 22, 19, 3, 11, 12, 23, 6, 1, 0, 8, 7, 21]",300,0.03,2048
9,256,4345.719413234116,14.23561110000037,"[16, 5, 23, 10, 14, 0, 2, 13, 17, 4, 21, 18, 15, 19, 12, 11, 6, 9, 3, 1, 20, 8, 7, 22]",300,0.03,2048
10,512,4370.026660386122,27.687395800000104,"[23, 12, 19, 10, 8, 0, 2, 13, 17, 16, 22, 18, 15, 4, 21, 11, 6, 9, 3, 1, 20, 14, 7, 5]",300,0.03,2048
11,1024,4370.060722609196,42.29660839999997,"[23, 12, 19, 10, 8, 0, 2, 13, 17, 16, 22, 4, 15, 18, 21, 11, 6, 9, 3, 1, 20, 14, 7, 5]",300,0.03,2048
12,2048,4370.060722609196,42.29660839999997,"[23, 12, 19, 10, 8, 0, 2, 13, 17, 16, 22, 4, 15, 18, 21, 11, 6, 9, 3, 1, 20, 14, 7, 5]",300,0.03,2048
