,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,1824.7136682710156,0.00011940000001686712,"[2, 12, 9, 8, 1, 5, 15, 6, 10, 3, 7, 16, 11, 0, 13, 14, 4]",geometric,10,0.99,0.001,9.999987999906189,10,8192
1,1,1834.2744975747382,0.0010512999999718886,"[2, 12, 9, 8, 1, 5, 15, 6, 10, 3, 7, 16, 11, 4, 13, 14, 0]",geometric,10,0.99,0.001,9.999894341377367,10,8192
2,2,2029.1465232654114,0.02218920000007074,"[2, 12, 9, 8, 1, 5, 13, 6, 10, 3, 7, 16, 11, 4, 15, 14, 0]",geometric,10,0.99,0.001,9.997770159523178,10,8192
3,4,2159.620360040478,0.04252059999998892,"[2, 12, 9, 8, 4, 5, 13, 6, 10, 3, 7, 16, 11, 1, 15, 14, 0]",geometric,10,0.99,0.001,9.995727449887363,10,8192
4,8,2267.9691905567406,0.06367160000002059,"[2, 12, 9, 8, 4, 13, 10, 6, 5, 3, 7, 16, 11, 1, 15, 14, 0]",geometric,10,0.99,0.001,9.993602837414228,10,8192
5,16,2799.7498174537986,0.08488629999999375,"[1, 12, 11, 8, 4, 13, 7, 6, 14, 15, 10, 16, 5, 2, 3, 9, 0]",geometric,10,0.99,0.001,9.991472279925373,10,8192
6,32,2838.80559497538,0.10650989999999183,"[1, 15, 11, 8, 4, 13, 7, 6, 14, 12, 5, 16, 10, 2, 3, 9, 0]",geometric,10,0.99,0.001,9.989301124714858,10,8192
7,64,2955.071609327112,0.13183260000005248,"[1, 15, 11, 6, 4, 16, 7, 13, 14, 12, 0, 8, 10, 9, 3, 2, 5]",geometric,10,0.99,0.001,9.986759154680472,10,8192
8,128,2990.3151301991675,0.16196769999999105,"[1, 15, 14, 6, 4, 16, 7, 12, 11, 13, 5, 2, 0, 9, 3, 8, 10]",geometric,10,0.99,0.001,9.983734944138616,10,8192
9,256,3020.3215647624666,0.1996555000000626,"[8, 15, 11, 12, 14, 13, 7, 6, 4, 16, 5, 2, 0, 1, 3, 9, 10]",geometric,10,0.99,0.001,9.97995407055561,10,8192
10,512,3090.881211922797,0.2627868000000717,"[1, 13, 11, 15, 4, 12, 14, 6, 7, 16, 5, 2, 0, 8, 3, 9, 10]",geometric,10,0.99,0.001,9.973623890266936,10,8192
11,1024,3092.2475630174213,0.3601869000000306,"[9, 13, 4, 15, 11, 12, 14, 6, 7, 16, 5, 2, 0, 8, 10, 1, 3]",geometric,10,0.99,0.001,9.963865449833218,10,8192
12,2048,3092.2475630174213,0.3601869000000306,"[9, 13, 4, 15, 11, 12, 14, 6, 7, 16, 5, 2, 0, 8, 10, 1, 3]",geometric,10,0.99,0.001,9.963865449833218,10,8192
13,4096,3092.2475630174213,0.3601869000000306,"[9, 13, 4, 15, 11, 12, 14, 6, 7, 16, 5, 2, 0, 8, 10, 1, 3]",geometric,10,0.99,0.001,9.963865449833218,10,8192
14,8192,3092.2475630174213,0.3601869000000306,"[9, 13, 4, 15, 11, 12, 14, 6, 7, 16, 5, 2, 0, 8, 10, 1, 3]",geometric,10,0.99,0.001,9.963865449833218,10,8192
