,Iteration,Fitness,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,2772.691826042499,0.01785250000011729,"[9, 11, 23, 21, 12, 10, 15, 1, 22, 5, 2, 18, 14, 24, 3, 17, 8, 0, 6, 19, 7, 20, 16, 13, 4]",False,300,0.2,2048
1,1,3896.78483585879,0.7091540999999779,"[12, 14, 5, 11, 21, 2, 8, 10, 23, 22, 4, 24, 6, 13, 1, 15, 0, 18, 9, 3, 7, 20, 16, 17, 19]",False,300,0.2,2048
2,2,3978.9037581893067,1.448225999999977,"[12, 9, 5, 11, 21, 2, 8, 10, 23, 22, 4, 24, 6, 13, 1, 15, 0, 18, 7, 3, 14, 20, 16, 17, 19]",False,300,0.2,2048
3,4,4044.120203720605,2.8545994999999493,"[10, 4, 17, 16, 15, 1, 13, 12, 8, 3, 23, 5, 9, 24, 19, 21, 11, 18, 0, 6, 7, 20, 22, 2, 14]",False,300,0.2,2048
4,8,4073.5034088916605,5.7173861000001125,"[24, 18, 16, 19, 3, 1, 12, 13, 2, 0, 6, 14, 17, 7, 23, 5, 21, 11, 22, 20, 9, 10, 8, 15, 4]",False,300,0.2,2048
5,16,4073.5034088916605,11.364932699999827,"[24, 18, 16, 19, 3, 1, 12, 13, 2, 0, 6, 14, 17, 7, 23, 5, 21, 11, 22, 20, 9, 10, 8, 15, 4]",False,300,0.2,2048
6,32,4073.5034088916605,22.444043200000124,"[24, 18, 16, 19, 3, 1, 12, 13, 2, 0, 6, 14, 17, 7, 23, 5, 21, 11, 22, 20, 9, 10, 8, 15, 4]",False,300,0.2,2048
7,64,4073.5034088916605,44.27785240000003,"[24, 18, 16, 19, 3, 1, 12, 13, 2, 0, 6, 14, 17, 7, 23, 5, 21, 11, 22, 20, 9, 10, 8, 15, 4]",False,300,0.2,2048
8,128,4073.5034088916605,88.80358220000016,"[24, 18, 16, 19, 3, 1, 12, 13, 2, 0, 6, 14, 17, 7, 23, 5, 21, 11, 22, 20, 9, 10, 8, 15, 4]",False,300,0.2,2048
9,256,4073.5034088916605,144.0465303000001,"[24, 18, 16, 19, 3, 1, 12, 13, 2, 0, 6, 14, 17, 7, 23, 5, 21, 11, 22, 20, 9, 10, 8, 15, 4]",False,300,0.2,2048
10,512,4073.5034088916605,144.0465303000001,"[24, 18, 16, 19, 3, 1, 12, 13, 2, 0, 6, 14, 17, 7, 23, 5, 21, 11, 22, 20, 9, 10, 8, 15, 4]",False,300,0.2,2048
11,1024,4073.5034088916605,144.0465303000001,"[24, 18, 16, 19, 3, 1, 12, 13, 2, 0, 6, 14, 17, 7, 23, 5, 21, 11, 22, 20, 9, 10, 8, 15, 4]",False,300,0.2,2048
12,2048,4073.5034088916605,144.0465303000001,"[24, 18, 16, 19, 3, 1, 12, 13, 2, 0, 6, 14, 17, 7, 23, 5, 21, 11, 22, 20, 9, 10, 8, 15, 4]",False,300,0.2,2048
