,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,1846.9694471248808,0.00022669999998470303,"[2, 9, 8, 5, 1, 10, 6, 3, 7, 11, 0, 4]",geometric,10,0.99,0.001,9.999977215914576,10,8192
1,1,1846.9694471248808,0.0017855000000395194,"[2, 9, 8, 5, 1, 10, 6, 3, 7, 11, 0, 4]",geometric,10,0.99,0.001,9.999820552863415,10,8192
2,2,1846.9694471248808,0.02559910000002219,"[2, 9, 8, 5, 1, 10, 6, 3, 7, 11, 0, 4]",geometric,10,0.99,0.001,9.997427535409983,10,8192
3,4,1906.5931099889026,0.046584100000018225,"[2, 9, 11, 5, 1, 10, 6, 3, 7, 8, 0, 4]",geometric,10,0.99,0.001,9.995319237314597,10,8192
4,8,1917.9963926490077,0.06624550000003637,"[10, 9, 11, 5, 1, 2, 6, 3, 7, 8, 0, 4]",geometric,10,0.99,0.001,9.993344320648816,10,8192
5,16,1930.2599504405,0.08739840000004051,"[10, 9, 7, 0, 1, 2, 6, 3, 11, 8, 5, 4]",geometric,10,0.99,0.001,9.99122002392599,10,8192
6,32,2129.968134776991,0.1095213000000399,"[5, 9, 7, 0, 1, 6, 8, 3, 11, 10, 4, 2]",geometric,10,0.99,0.001,9.988998797283722,10,8192
7,64,2229.464629223141,0.13537360000003673,"[2, 9, 7, 3, 1, 6, 8, 5, 11, 10, 4, 0]",geometric,10,0.99,0.001,9.986403749830426,10,8192
8,128,2260.845890244706,0.1645260000000235,"[7, 9, 2, 10, 8, 6, 1, 5, 4, 3, 11, 0]",geometric,10,0.99,0.001,9.98347824789999,10,8192
9,256,2260.845890244706,0.20015310000002273,"[7, 9, 2, 10, 8, 6, 1, 5, 4, 3, 11, 0]",geometric,10,0.99,0.001,9.979904160459848,10,8192
10,512,2260.845890244706,0.23206350000003795,"[7, 9, 2, 10, 8, 6, 1, 5, 4, 3, 11, 0]",geometric,10,0.99,0.001,9.976704016216054,10,8192
11,1024,2260.845890244706,0.23206350000003795,"[7, 9, 2, 10, 8, 6, 1, 5, 4, 3, 11, 0]",geometric,10,0.99,0.001,9.976704016216054,10,8192
12,2048,2260.845890244706,0.23206350000003795,"[7, 9, 2, 10, 8, 6, 1, 5, 4, 3, 11, 0]",geometric,10,0.99,0.001,9.976704016216054,10,8192
13,4096,2260.845890244706,0.23206350000003795,"[7, 9, 2, 10, 8, 6, 1, 5, 4, 3, 11, 0]",geometric,10,0.99,0.001,9.976704016216054,10,8192
14,8192,2260.845890244706,0.23206350000003795,"[7, 9, 2, 10, 8, 6, 1, 5, 4, 3, 11, 0]",geometric,10,0.99,0.001,9.976704016216054,10,8192
