,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,3890.8835858914135,0.0001353999996354105,"[10, 24, 12, 11, 25, 15, 1, 3, 18, 21, 9, 23, 5, 27, 2, 22, 14, 28, 26, 8, 17, 0, 6, 19, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.99998639185455,10,8192
1,1,3935.5318328610847,0.001271599999654427,"[10, 24, 12, 11, 25, 15, 1, 22, 18, 21, 9, 23, 5, 27, 2, 3, 14, 28, 26, 8, 17, 0, 6, 19, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.99987220074596,10,8192
2,2,4022.1527413814,0.015271199999915552,"[10, 24, 12, 11, 25, 15, 1, 22, 18, 21, 9, 23, 5, 27, 14, 3, 2, 28, 26, 8, 17, 0, 6, 19, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.998465310886733,10,8192
3,4,4115.592784413143,0.024338799999895855,"[10, 24, 12, 11, 25, 15, 1, 22, 18, 9, 21, 23, 5, 27, 14, 3, 2, 28, 26, 8, 17, 0, 6, 19, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.997554168010783,10,8192
4,8,4158.574574154318,0.03569389999984196,"[10, 24, 12, 19, 25, 15, 1, 22, 7, 9, 21, 23, 5, 27, 14, 3, 2, 28, 26, 8, 17, 0, 6, 11, 18, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.996413286550318,10,8192
5,16,4450.006489985006,0.046507199999723525,"[10, 24, 19, 21, 25, 15, 1, 22, 7, 9, 12, 23, 5, 27, 4, 3, 2, 28, 26, 8, 17, 6, 0, 11, 18, 20, 16, 13, 14]",geometric,10,0.99,0.001,9.995326962408258,10,8192
6,32,4605.117447897627,0.05793809999977384,"[27, 24, 19, 21, 25, 15, 23, 22, 7, 14, 12, 1, 5, 0, 4, 3, 2, 28, 26, 8, 17, 6, 10, 11, 13, 20, 16, 18, 9]",geometric,10,0.99,0.001,9.994178721384966,10,8192
7,64,5011.514603886535,0.07224859999996625,"[24, 27, 23, 6, 25, 15, 19, 22, 17, 14, 12, 1, 16, 0, 4, 3, 18, 28, 26, 8, 7, 21, 11, 10, 13, 20, 2, 5, 9]",geometric,10,0.99,0.001,9.992741408683422,10,8192
8,128,5091.1709226722605,0.09056620000001203,"[24, 27, 23, 6, 25, 15, 16, 13, 17, 14, 12, 8, 19, 0, 4, 3, 1, 28, 26, 22, 7, 21, 11, 10, 18, 20, 2, 5, 9]",geometric,10,0.99,0.001,9.990901933982524,10,8192
9,256,5149.144189572627,0.11771980000003168,"[28, 27, 23, 6, 25, 15, 19, 13, 20, 8, 12, 14, 16, 5, 4, 3, 1, 0, 26, 22, 7, 21, 11, 10, 18, 17, 2, 24, 9]",geometric,10,0.99,0.001,9.98817576088095,10,8192
10,512,5290.04838240438,0.1661629999998695,"[20, 27, 19, 24, 25, 15, 23, 13, 17, 18, 12, 14, 16, 6, 26, 3, 1, 0, 9, 22, 7, 21, 4, 5, 11, 10, 8, 28, 2]",geometric,10,0.99,0.001,9.983313997075719,10,8192
11,1024,5297.153218401238,0.22954879999997502,"[20, 27, 23, 24, 25, 15, 19, 13, 17, 11, 12, 14, 16, 6, 26, 0, 1, 3, 9, 22, 7, 21, 4, 5, 18, 10, 8, 28, 2]",geometric,10,0.99,0.001,9.976956166425225,10,8192
12,2048,5297.153218401238,0.22954879999997502,"[20, 27, 23, 24, 25, 15, 19, 13, 17, 11, 12, 14, 16, 6, 26, 0, 1, 3, 9, 22, 7, 21, 4, 5, 18, 10, 8, 28, 2]",geometric,10,0.99,0.001,9.976956166425225,10,8192
13,4096,5297.153218401238,0.22954879999997502,"[20, 27, 23, 24, 25, 15, 19, 13, 17, 11, 12, 14, 16, 6, 26, 0, 1, 3, 9, 22, 7, 21, 4, 5, 18, 10, 8, 28, 2]",geometric,10,0.99,0.001,9.976956166425225,10,8192
14,8192,5297.153218401238,0.22954879999997502,"[20, 27, 23, 24, 25, 15, 19, 13, 17, 11, 12, 14, 16, 6, 26, 0, 1, 3, 9, 22, 7, 21, 4, 5, 18, 10, 8, 28, 2]",geometric,10,0.99,0.001,9.976956166425225,10,8192
