,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.020955299999968702,7531.190525644579,False,150,0.01,2048
1,1,1.5689209000001938,7531.190525644579,False,150,0.01,2048
2,2,3.2505513000000974,7531.190525644579,False,150,0.01,2048
3,3,4.80044050000015,7531.190525644579,False,150,0.01,2048
4,4,6.422994300000028,7531.190525644579,False,150,0.01,2048
5,5,7.960261000000173,7531.190525644579,False,150,0.01,2048
6,6,9.547742300000209,7531.190525644579,False,150,0.01,2048
7,7,11.073770800000148,7531.190525644579,False,150,0.01,2048
8,8,12.661557500000072,7531.190525644579,False,150,0.01,2048
9,9,14.202917499999785,7531.190525644579,False,150,0.01,2048
10,10,15.845288999999866,7531.190525644579,False,150,0.01,2048
11,11,17.365792600000077,7531.190525644579,False,150,0.01,2048
12,12,19.01161910000019,7531.190525644579,False,150,0.01,2048
13,13,20.476202400000147,7531.190525644579,False,150,0.01,2048
14,14,22.019233500000155,7531.190525644579,False,150,0.01,2048
15,15,23.493781000000126,7531.190525644579,False,150,0.01,2048
16,16,25.056685900000048,7531.190525644579,False,150,0.01,2048
17,17,26.620063700000173,7531.190525644579,False,150,0.01,2048
18,18,28.294996099999935,7531.190525644579,False,150,0.01,2048
19,19,29.81326880000006,7531.190525644579,False,150,0.01,2048
20,20,31.374087099999997,7531.190525644579,False,150,0.01,2048
21,21,32.902213400000164,7531.190525644579,False,150,0.01,2048
22,22,34.48103850000007,7531.190525644579,False,150,0.01,2048
23,23,36.06572469999992,7531.190525644579,False,150,0.01,2048
24,24,37.59620129999985,7531.190525644579,False,150,0.01,2048
25,25,39.11486009999999,7531.190525644579,False,150,0.01,2048
26,26,40.605210799999895,7531.190525644579,False,150,0.01,2048
27,27,42.071365499999956,7531.190525644579,False,150,0.01,2048
28,28,43.62722970000004,7531.190525644579,False,150,0.01,2048
29,29,45.14247870000008,7531.190525644579,False,150,0.01,2048
30,30,46.77655400000003,7531.190525644579,False,150,0.01,2048
31,31,48.293490999999904,7531.190525644579,False,150,0.01,2048
32,32,49.94518879999987,7531.190525644579,False,150,0.01,2048
33,33,51.46888459999991,7531.190525644579,False,150,0.01,2048
34,34,53.002851400000054,7531.190525644579,False,150,0.01,2048
35,35,54.54202619999978,7531.190525644579,False,150,0.01,2048
36,36,56.1090849000002,7531.190525644579,False,150,0.01,2048
37,37,57.6649467000002,7531.190525644579,False,150,0.01,2048
38,38,59.33606039999995,7531.190525644579,False,150,0.01,2048
39,39,60.838731499999994,7531.190525644579,False,150,0.01,2048
40,40,62.33667199999991,7531.190525644579,False,150,0.01,2048
41,41,63.866146599999865,7531.190525644579,False,150,0.01,2048
42,42,65.49391980000019,7531.190525644579,False,150,0.01,2048
43,43,67.04378210000004,7531.190525644579,False,150,0.01,2048
44,44,68.62223399999993,7531.190525644579,False,150,0.01,2048
45,45,70.23617169999989,7531.190525644579,False,150,0.01,2048
46,46,71.72267469999997,7531.190525644579,False,150,0.01,2048
47,47,73.2777658,7531.190525644579,False,150,0.01,2048
48,48,74.92054019999978,7531.190525644579,False,150,0.01,2048
49,49,76.46756079999977,7531.190525644579,False,150,0.01,2048
50,50,77.93762160000006,7531.190525644579,False,150,0.01,2048
51,51,79.52944590000016,7531.190525644579,False,150,0.01,2048
52,52,81.11230999999998,7531.190525644579,False,150,0.01,2048
53,53,83.56808799999999,7531.190525644579,False,150,0.01,2048
54,54,85.2899980000002,7531.190525644579,False,150,0.01,2048
55,55,87.09154189999981,7531.190525644579,False,150,0.01,2048
56,56,88.83687790000022,7531.190525644579,False,150,0.01,2048
57,57,91.17871439999999,7531.190525644579,False,150,0.01,2048
58,58,93.05625490000011,7531.190525644579,False,150,0.01,2048
59,59,94.76459609999984,7531.190525644579,False,150,0.01,2048
60,60,96.41574039999978,7531.190525644579,False,150,0.01,2048
61,61,98.1223845999998,7531.190525644579,False,150,0.01,2048
62,62,99.72732279999991,7531.190525644579,False,150,0.01,2048
63,63,101.36616109999977,7531.190525644579,False,150,0.01,2048
64,64,102.83876869999995,7531.190525644579,False,150,0.01,2048
65,65,104.63700870000002,7531.190525644579,False,150,0.01,2048
66,66,106.39596759999995,7531.190525644579,False,150,0.01,2048
67,67,108.0573945000001,7531.190525644579,False,150,0.01,2048
68,68,109.55286870000009,7531.190525644579,False,150,0.01,2048
69,69,111.22222959999999,7531.190525644579,False,150,0.01,2048
70,70,112.74436359999982,7531.190525644579,False,150,0.01,2048
71,71,114.29789389999996,7531.190525644579,False,150,0.01,2048
72,72,115.7797587,7531.190525644579,False,150,0.01,2048
73,73,117.3345331999999,7531.190525644579,False,150,0.01,2048
74,74,118.90771399999994,7531.190525644579,False,150,0.01,2048
75,75,120.52530350000006,7531.190525644579,False,150,0.01,2048
76,76,122.04989829999977,7531.190525644579,False,150,0.01,2048
77,77,123.5535103000002,7531.190525644579,False,150,0.01,2048
78,78,125.04764810000006,7531.190525644579,False,150,0.01,2048
79,79,126.6788676000001,7531.190525644579,False,150,0.01,2048
80,80,128.23654350000015,7531.190525644579,False,150,0.01,2048
81,81,129.72813459999998,7531.190525644579,False,150,0.01,2048
82,82,131.43504080000002,7531.190525644579,False,150,0.01,2048
83,83,132.9916333000001,7531.190525644579,False,150,0.01,2048
84,84,134.62148750000006,7531.190525644579,False,150,0.01,2048
85,85,136.13419269999986,7531.190525644579,False,150,0.01,2048
86,86,137.64119979999987,7531.190525644579,False,150,0.01,2048
87,87,139.12870740000017,7531.190525644579,False,150,0.01,2048
88,88,140.70220010000003,7531.190525644579,False,150,0.01,2048
89,89,142.2616277000002,7531.190525644579,False,150,0.01,2048
90,90,143.86272370000006,7531.190525644579,False,150,0.01,2048
91,91,145.40305790000002,7531.190525644579,False,150,0.01,2048
92,92,146.9124569999999,7531.190525644579,False,150,0.01,2048
93,93,148.52544529999977,7531.190525644579,False,150,0.01,2048
94,94,150.1203148999998,7531.190525644579,False,150,0.01,2048
95,95,151.61685579999994,7531.190525644579,False,150,0.01,2048
96,96,153.17369670000016,7531.190525644579,False,150,0.01,2048
97,97,154.65072939999982,7531.190525644579,False,150,0.01,2048
98,98,156.21233859999984,7531.190525644579,False,150,0.01,2048
99,99,157.72866190000013,7531.190525644579,False,150,0.01,2048
100,100,159.29096609999988,7531.190525644579,False,150,0.01,2048
101,101,160.77718950000008,7531.190525644579,False,150,0.01,2048
102,102,162.29920979999997,7531.190525644579,False,150,0.01,2048
103,103,163.8051144000001,7531.190525644579,False,150,0.01,2048
104,104,165.4025802000001,7531.190525644579,False,150,0.01,2048
105,105,167.05273129999978,7531.190525644579,False,150,0.01,2048
106,106,168.66335130000016,7531.190525644579,False,150,0.01,2048
107,107,170.19319730000007,7531.190525644579,False,150,0.01,2048
108,108,171.8620676999999,7531.190525644579,False,150,0.01,2048
109,109,173.55454689999988,7531.190525644579,False,150,0.01,2048
110,110,175.1388879000001,7531.190525644579,False,150,0.01,2048
111,111,176.70168479999984,7531.190525644579,False,150,0.01,2048
112,112,178.30406529999982,7531.190525644579,False,150,0.01,2048
113,113,179.85984710000002,7531.190525644579,False,150,0.01,2048
114,114,181.44734340000014,7531.190525644579,False,150,0.01,2048
115,115,182.9725709999998,7531.190525644579,False,150,0.01,2048
116,116,184.64303770000015,7531.190525644579,False,150,0.01,2048
117,117,186.20432269999992,7531.190525644579,False,150,0.01,2048
118,118,187.8556220999999,7531.190525644579,False,150,0.01,2048
119,119,189.3890363999999,7531.190525644579,False,150,0.01,2048
120,120,190.88768819999996,7531.190525644579,False,150,0.01,2048
121,121,192.43846949999988,7531.190525644579,False,150,0.01,2048
122,122,193.96129939999992,7531.190525644579,False,150,0.01,2048
123,123,195.61707960000012,7531.190525644579,False,150,0.01,2048
124,124,197.19527100000005,7531.190525644579,False,150,0.01,2048
125,125,198.72654150000017,7531.190525644579,False,150,0.01,2048
126,126,200.2878896000002,7531.190525644579,False,150,0.01,2048
127,127,201.86800459999995,7531.190525644579,False,150,0.01,2048
128,128,203.43878270000005,7531.190525644579,False,150,0.01,2048
129,129,205.0489809999999,7531.190525644579,False,150,0.01,2048
130,130,206.57185949999985,7531.190525644579,False,150,0.01,2048
131,131,208.08938810000018,7531.190525644579,False,150,0.01,2048
132,132,209.61185049999995,7531.190525644579,False,150,0.01,2048
133,133,211.21590430000015,7531.190525644579,False,150,0.01,2048
134,134,212.77833980000014,7531.190525644579,False,150,0.01,2048
135,135,214.3015574000001,7531.190525644579,False,150,0.01,2048
136,136,215.89250589999983,7531.190525644579,False,150,0.01,2048
137,137,217.5038595000001,7531.190525644579,False,150,0.01,2048
138,138,219.03576789999988,7531.190525644579,False,150,0.01,2048
139,139,220.6074533000001,7531.190525644579,False,150,0.01,2048
140,140,222.1413063,7531.190525644579,False,150,0.01,2048
