,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,4499.451565218857,0.019646699999611883,"[10, 25, 12, 11, 26, 15, 1, 3, 18, 21, 9, 24, 5, 29, 2, 22, 14, 31, 28, 8, 17, 0, 6, 23, 19, 7, 20, 27, 16, 13, 30, 4]",300,0.03,2048
1,1,4717.771855056504,0.07992599999943195,"[31, 28, 11, 25, 10, 29, 19, 7, 27, 30, 6, 16, 21, 4, 15, 2, 14, 22, 9, 5, 13, 18, 3, 26, 17, 1, 24, 8, 0, 20, 23, 12]",300,0.03,2048
2,2,4717.771855056504,0.15400619999945775,"[31, 28, 11, 25, 10, 29, 19, 7, 27, 30, 6, 16, 21, 4, 15, 2, 14, 22, 9, 5, 13, 18, 3, 26, 17, 1, 24, 8, 0, 20, 23, 12]",300,0.03,2048
3,4,4733.859364022019,0.28332749999935913,"[3, 17, 19, 13, 9, 0, 23, 2, 21, 29, 10, 12, 1, 24, 14, 4, 5, 16, 15, 8, 20, 22, 25, 18, 28, 6, 26, 31, 30, 7, 27, 11]",300,0.03,2048
4,8,4978.467729436714,0.57623650000005,"[18, 31, 1, 20, 11, 17, 19, 28, 25, 10, 29, 7, 27, 30, 6, 16, 21, 4, 15, 2, 14, 22, 9, 5, 13, 3, 26, 12, 8, 0, 23, 24]",300,0.03,2048
5,16,5110.392595711521,1.0984472999998616,"[6, 14, 28, 31, 11, 22, 16, 12, 2, 15, 29, 27, 21, 5, 4, 3, 9, 10, 25, 19, 7, 18, 0, 23, 20, 26, 30, 13, 24, 1, 17, 8]",300,0.03,2048
6,32,5255.477340633724,2.0772715999992215,"[18, 31, 1, 20, 11, 6, 14, 28, 25, 10, 29, 19, 7, 27, 30, 16, 21, 4, 15, 2, 22, 9, 5, 13, 3, 26, 24, 17, 8, 0, 23, 12]",300,0.03,2048
7,64,5426.314302900592,4.126702699999441,"[6, 18, 20, 1, 31, 11, 17, 19, 3, 14, 28, 25, 10, 29, 22, 30, 7, 27, 16, 12, 2, 15, 9, 24, 4, 5, 13, 26, 21, 23, 0, 8]",300,0.03,2048
8,128,5510.694133552019,8.275131999999758,"[6, 11, 21, 1, 31, 18, 17, 19, 20, 8, 7, 28, 25, 12, 29, 22, 30, 14, 5, 16, 10, 2, 15, 9, 24, 13, 27, 4, 3, 26, 0, 23]",300,0.03,2048
9,256,5582.163842933929,16.715384899999663,"[22, 1, 21, 11, 31, 18, 13, 8, 17, 19, 7, 24, 25, 12, 29, 6, 30, 20, 5, 16, 10, 9, 15, 2, 28, 14, 27, 4, 3, 26, 0, 23]",300,0.03,2048
10,512,5619.381038850259,32.295050299999275,"[22, 1, 21, 11, 0, 8, 13, 19, 17, 30, 7, 5, 16, 28, 9, 12, 29, 31, 18, 20, 24, 14, 10, 25, 27, 4, 15, 2, 3, 26, 6, 23]",300,0.03,2048
11,1024,5625.889872776326,66.34795940000004,"[6, 23, 21, 11, 0, 8, 13, 19, 17, 30, 7, 5, 16, 10, 25, 28, 4, 12, 1, 31, 18, 20, 24, 14, 27, 9, 15, 2, 3, 29, 22, 26]",300,0.03,2048
12,2048,5625.889872776326,75.27385539999977,"[6, 23, 21, 11, 0, 8, 13, 19, 17, 30, 7, 5, 16, 10, 25, 28, 4, 12, 1, 31, 18, 20, 24, 14, 27, 9, 15, 2, 3, 29, 22, 26]",300,0.03,2048
