,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,1824.7136682710156,0.00019159999999374122,"[2, 12, 9, 8, 1, 5, 15, 6, 10, 3, 7, 16, 11, 0, 13, 14, 4]",25,2048,0
1,1,1834.2744975747382,0.0015255999999226333,"[2, 12, 9, 8, 1, 5, 15, 6, 10, 3, 7, 16, 11, 4, 13, 14, 0]",25,2048,0
2,2,2029.1465232654114,0.023652199999901313,"[2, 12, 9, 8, 1, 5, 13, 6, 10, 3, 7, 16, 11, 4, 15, 14, 0]",25,2048,0
3,4,2029.1465232654114,0.04275859999995646,"[2, 12, 9, 8, 1, 5, 13, 6, 10, 3, 7, 16, 11, 4, 15, 14, 0]",25,2048,0
4,8,2284.8656103710255,0.06275129999994533,"[2, 12, 3, 8, 1, 7, 13, 6, 10, 9, 5, 16, 11, 4, 15, 14, 0]",25,2048,0
5,16,2439.804454431487,0.08270149999998466,"[4, 12, 3, 8, 9, 7, 13, 6, 10, 1, 5, 16, 11, 2, 15, 14, 0]",25,2048,0
6,32,2707.5972821439996,0.10577559999990171,"[4, 8, 11, 12, 9, 7, 6, 13, 10, 1, 5, 16, 3, 2, 15, 14, 0]",25,2048,0
7,64,2819.122613635087,0.13013969999997244,"[11, 16, 14, 15, 2, 7, 6, 13, 10, 1, 5, 8, 3, 9, 12, 4, 0]",25,2048,0
8,128,2881.9795965479943,0.1603652000000011,"[11, 16, 15, 14, 2, 7, 12, 4, 10, 1, 5, 8, 3, 9, 0, 13, 6]",25,2048,0
9,256,2981.1203566072563,0.1964515999999321,"[13, 4, 12, 14, 2, 7, 6, 16, 0, 1, 5, 8, 10, 9, 3, 11, 15]",25,2048,0
10,512,3007.1138846294225,0.26655539999990197,"[12, 11, 6, 7, 2, 14, 15, 16, 5, 8, 0, 1, 10, 9, 3, 13, 4]",25,2048,0
11,1024,3009.1793332804714,0.34184609999999793,"[12, 4, 6, 7, 2, 14, 15, 16, 5, 8, 0, 1, 10, 9, 3, 13, 11]",25,2048,0
12,2048,3009.1793332804714,0.34184609999999793,"[12, 4, 6, 7, 2, 14, 15, 16, 5, 8, 0, 1, 10, 9, 3, 13, 11]",25,2048,0
13,0,2084.639744152266,0.37065289999998186,"[14, 10, 6, 8, 1, 9, 16, 4, 3, 11, 12, 7, 0, 15, 2, 13, 5]",25,2048,1
14,1,2091.0241489893874,0.3716703000000052,"[15, 10, 6, 8, 1, 9, 16, 4, 3, 11, 12, 7, 0, 14, 2, 13, 5]",25,2048,1
15,2,2336.413680137624,0.39963829999999234,"[15, 10, 6, 0, 1, 9, 16, 4, 3, 11, 12, 7, 8, 14, 2, 13, 5]",25,2048,1
