,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,2732.9477865318754,0.03915740000002188,"[9, 11, 21, 19, 12, 10, 15, 1, 20, 5, 2, 18, 14, 22, 3, 17, 8, 0, 6, 7, 16, 13, 4]",300,0.03,2048
1,1,3538.6954088531775,0.09181069999999636,"[20, 4, 13, 8, 16, 12, 3, 14, 2, 17, 21, 18, 22, 19, 5, 9, 10, 7, 11, 0, 15, 1, 6]",300,0.03,2048
2,2,3573.526630833127,0.15417439999987437,"[8, 5, 6, 21, 9, 13, 19, 15, 18, 17, 7, 12, 11, 22, 0, 1, 16, 14, 3, 4, 10, 2, 20]",300,0.03,2048
3,4,3703.050083330154,0.265165899999829,"[20, 18, 5, 2, 10, 9, 0, 6, 1, 13, 4, 15, 17, 11, 7, 21, 16, 3, 14, 12, 19, 22, 8]",300,0.03,2048
4,8,3820.3006133772387,0.47804439999981696,"[6, 1, 13, 12, 11, 21, 18, 14, 2, 17, 4, 3, 19, 15, 20, 22, 9, 0, 8, 10, 7, 16, 5]",300,0.03,2048
5,16,3848.6185430519554,0.9128570000000309,"[20, 18, 5, 2, 10, 9, 17, 3, 16, 19, 21, 4, 22, 14, 7, 6, 1, 13, 12, 11, 15, 8, 0]",300,0.03,2048
6,32,3995.7585409549656,1.7890835999999126,"[20, 18, 5, 2, 10, 9, 0, 19, 6, 1, 3, 17, 16, 21, 4, 22, 14, 7, 15, 11, 12, 8, 13]",300,0.03,2048
7,64,4061.9545828586793,3.4283508999999412,"[20, 18, 5, 2, 10, 14, 0, 19, 6, 1, 3, 9, 17, 16, 21, 4, 22, 7, 15, 11, 12, 8, 13]",300,0.03,2048
8,128,4100.344158488655,6.774354499999845,"[21, 2, 5, 18, 10, 14, 0, 19, 6, 1, 3, 17, 16, 20, 9, 15, 4, 22, 8, 13, 7, 12, 11]",300,0.03,2048
9,256,4149.095786046559,13.55098299999986,"[21, 2, 5, 18, 10, 1, 6, 19, 3, 8, 0, 14, 13, 17, 16, 20, 9, 15, 4, 22, 7, 12, 11]",300,0.03,2048
10,512,4149.095786046559,23.793805099999872,"[21, 2, 5, 18, 10, 1, 6, 19, 3, 8, 0, 14, 13, 17, 16, 20, 9, 15, 4, 22, 7, 12, 11]",300,0.03,2048
11,1024,4149.095786046559,23.793805099999872,"[21, 2, 5, 18, 10, 1, 6, 19, 3, 8, 0, 14, 13, 17, 16, 20, 9, 15, 4, 22, 7, 12, 11]",300,0.03,2048
12,2048,4149.095786046559,23.793805099999872,"[21, 2, 5, 18, 10, 1, 6, 19, 3, 8, 0, 14, 13, 17, 16, 20, 9, 15, 4, 22, 7, 12, 11]",300,0.03,2048
