,Iteration,Time,Fitness,Restarts,max_iters,current_restart
0,0,0.00014669999995930993,1893.741208928403,25,2048,0
1,1,0.0014407999999548338,1989.6094509847762,25,2048,0
2,2,0.023389799999904426,2089.195972488292,25,2048,0
3,3,0.04304139999999279,2213.888182176432,25,2048,0
4,4,0.04321099999992839,2213.888182176432,25,2048,0
5,5,0.06403000000000247,2213.888182176432,25,2048,0
6,6,0.06426650000003065,2213.888182176432,25,2048,0
7,7,0.06441100000006372,2213.888182176432,25,2048,0
8,8,0.06455989999994927,2459.5792091297294,25,2048,0
9,9,0.08583969999995134,2459.5792091297294,25,2048,0
10,10,0.08596420000003491,2552.3614211261015,25,2048,0
11,11,0.08612879999986944,2680.470008126507,25,2048,0
12,12,0.08628399999997782,2680.470008126507,25,2048,0
13,13,0.08638679999990018,2680.470008126507,25,2048,0
14,14,0.08649560000003476,2680.470008126507,25,2048,0
15,15,0.08659629999988283,2680.470008126507,25,2048,0
16,16,0.08669499999996333,2680.470008126507,25,2048,0
17,17,0.10607230000005075,2745.225247840413,25,2048,0
18,18,0.10624910000001364,2745.225247840413,25,2048,0
19,19,0.10636410000006435,2745.225247840413,25,2048,0
20,20,0.10646799999994982,2745.225247840413,25,2048,0
21,21,0.10656939999989845,2745.225247840413,25,2048,0
22,22,0.10666900000001078,2771.2252535782277,25,2048,0
23,23,0.10683909999988828,2771.2252535782277,25,2048,0
24,24,0.10693049999986215,2771.2252535782277,25,2048,0
25,25,0.10702909999986332,2771.2252535782277,25,2048,0
26,26,0.1071655999999166,2771.2252535782277,25,2048,0
27,27,0.10726410000006581,2771.2252535782277,25,2048,0
28,28,0.1073610999999346,2771.2252535782277,25,2048,0
29,29,0.10745689999998831,2771.2252535782277,25,2048,0
30,30,0.10756040000001121,2771.2252535782277,25,2048,0
31,31,0.1076560999999856,2771.2252535782277,25,2048,0
32,32,0.10777519999987817,2794.7663740410353,25,2048,0
33,33,0.12886639999987892,2794.7663740410353,25,2048,0
34,34,0.1289907000000312,2877.1320201579033,25,2048,0
35,35,0.12914249999994354,2877.1320201579033,25,2048,0
36,36,0.1292479999999614,2877.1320201579033,25,2048,0
37,37,0.12937190000002374,2877.1320201579033,25,2048,0
38,38,0.12954889999991792,2877.1320201579033,25,2048,0
39,39,0.12966839999990043,2877.1320201579033,25,2048,0
40,40,0.12983889999986786,2877.1320201579033,25,2048,0
41,41,0.12994239999989077,2877.1320201579033,25,2048,0
42,42,0.1300416999999925,2877.1320201579033,25,2048,0
43,43,0.13015459999996892,2877.1320201579033,25,2048,0
44,44,0.13025629999992816,2877.1320201579033,25,2048,0
45,45,0.13035769999987679,2877.1320201579033,25,2048,0
46,46,0.13045929999998407,2877.1320201579033,25,2048,0
47,47,0.13056039999992208,2877.1320201579033,25,2048,0
48,48,0.1306614999998601,2877.1320201579033,25,2048,0
49,49,0.13080779999995684,2877.1320201579033,25,2048,0
50,50,0.13092439999991257,2877.708645239615,25,2048,0
51,51,0.13110809999989215,2877.708645239615,25,2048,0
52,52,0.13122900000007576,2877.708645239615,25,2048,0
53,53,0.13132900000005066,2877.708645239615,25,2048,0
54,54,0.1314462000000276,2877.708645239615,25,2048,0
55,55,0.13154609999992317,2877.708645239615,25,2048,0
56,56,0.13164400000005116,2877.708645239615,25,2048,0
57,57,0.13179489999993166,2915.949779530765,25,2048,0
58,58,0.13195059999998193,2915.949779530765,25,2048,0
59,59,0.1320527000000311,2925.408815479831,25,2048,0
60,60,0.13224309999986872,2925.408815479831,25,2048,0
61,61,0.13240489999998317,2925.408815479831,25,2048,0
62,62,0.13250349999998434,2925.408815479831,25,2048,0
63,63,0.13259919999995873,2925.408815479831,25,2048,0
64,64,0.1328244999999697,2940.4267080530944,25,2048,0
65,65,0.15371860000004745,2940.4267080530944,25,2048,0
66,66,0.15388259999986076,2940.4267080530944,25,2048,0
67,67,0.15399999999999636,2940.4267080530944,25,2048,0
68,68,0.1541091999999935,2940.4267080530944,25,2048,0
69,69,0.15421479999986332,2940.4267080530944,25,2048,0
70,70,0.1543243999999504,2940.4267080530944,25,2048,0
71,71,0.15442719999987276,2940.4267080530944,25,2048,0
72,72,0.15452189999996335,2940.4267080530944,25,2048,0
73,73,0.1546430999999302,2941.183568287656,25,2048,0
74,74,0.15481039999986024,2941.183568287656,25,2048,0
75,75,0.15490460000000894,2941.183568287656,25,2048,0
76,76,0.15501419999986865,2941.183568287656,25,2048,0
77,77,0.155115399999886,2941.183568287656,25,2048,0
78,78,0.15521560000001955,2941.183568287656,25,2048,0
79,79,0.15531480000004194,2942.0765891764518,25,2048,0
80,80,0.15546419999986938,2942.0765891764518,25,2048,0
81,81,0.1555706999999984,2942.0765891764518,25,2048,0
82,82,0.15567129999999452,2942.0765891764518,25,2048,0
83,83,0.15579619999994065,2942.0765891764518,25,2048,0
84,84,0.1559674999998606,2942.0765891764518,25,2048,0
85,85,0.15618719999997666,2942.0765891764518,25,2048,0
86,86,0.15641699999991943,2942.0765891764518,25,2048,0
87,87,0.15661950000003344,2942.0765891764518,25,2048,0
88,88,0.15676170000006096,2942.0765891764518,25,2048,0
89,89,0.15697030000001178,2942.0765891764518,25,2048,0
90,90,0.1571177999999236,2942.0765891764518,25,2048,0
91,91,0.15725240000006124,2942.0765891764518,25,2048,0
92,92,0.15739370000005692,2942.0765891764518,25,2048,0
93,93,0.15753509999990456,2942.0765891764518,25,2048,0
94,94,0.15765029999988656,2942.0765891764518,25,2048,0
95,95,0.15776809999988473,2942.0765891764518,25,2048,0
96,96,0.1579397999998946,2942.0765891764518,25,2048,0
97,97,0.15804409999987,2942.0765891764518,25,2048,0
98,98,0.15814669999986108,2942.0765891764518,25,2048,0
99,99,0.1582496999999421,2942.0765891764518,25,2048,0
100,100,0.15835259999994378,2942.0765891764518,25,2048,0
101,101,0.15844689999994443,2942.0765891764518,25,2048,0
102,102,0.15854009999998198,3028.50785655154,25,2048,0
103,103,0.15868430000000444,3028.50785655154,25,2048,0
104,104,0.15882910000004813,3028.50785655154,25,2048,0
105,105,0.1589828999999554,3028.50785655154,25,2048,0
106,106,0.15912219999995614,3028.50785655154,25,2048,0
107,107,0.15922509999995782,3028.50785655154,25,2048,0
108,108,0.15933079999990696,3028.50785655154,25,2048,0
109,109,0.1594351999999617,3028.50785655154,25,2048,0
110,110,0.15954080000005888,3028.50785655154,25,2048,0
111,111,0.1596454000000449,3028.50785655154,25,2048,0
112,112,0.15975379999986217,3028.50785655154,25,2048,0
113,113,0.15985810000006495,3028.50785655154,25,2048,0
114,114,0.15996249999989232,3028.50785655154,25,2048,0
115,115,0.16006599999991522,3028.50785655154,25,2048,0
116,116,0.16017059999990124,3035.3489703575724,25,2048,0
117,117,0.16033259999994698,3035.3489703575724,25,2048,0
118,118,0.16045680000001994,3035.3489703575724,25,2048,0
119,119,0.16055409999989934,3035.3489703575724,25,2048,0
120,120,0.160650300000043,3035.3489703575724,25,2048,0
121,121,0.16075260000002345,3035.3489703575724,25,2048,0
122,122,0.16084860000000845,3035.3489703575724,25,2048,0
123,123,0.1609438999998929,3035.3489703575724,25,2048,0
124,124,0.1610388999999941,3035.3489703575724,25,2048,0
125,125,0.16113419999987855,3035.3489703575724,25,2048,0
126,126,0.1612299000000803,3035.3489703575724,25,2048,0
127,127,0.16132709999988037,3035.3489703575724,25,2048,0
128,128,0.1614239999998972,3035.3489703575724,25,2048,0
129,129,0.1838806000000659,3035.3489703575724,25,2048,0
130,130,0.18404209999994237,3035.3489703575724,25,2048,0
131,131,0.18427919999999176,3035.3489703575724,25,2048,0
132,132,0.1844200999998975,3035.3489703575724,25,2048,0
133,133,0.18455700000004072,3035.3489703575724,25,2048,0
134,134,0.18475499999999556,3035.3489703575724,25,2048,0
135,135,0.18494140000007064,3035.3489703575724,25,2048,0
136,136,0.1850658000000749,3035.3489703575724,25,2048,0
137,137,0.18520420000004378,3035.3489703575724,25,2048,0
138,138,0.1853739000000587,3035.3489703575724,25,2048,0
139,139,0.18548469999996087,3035.3489703575724,25,2048,0
140,140,0.18559249999998428,3035.3489703575724,25,2048,0
141,141,0.185703999999987,3035.3489703575724,25,2048,0
142,142,0.1858310000000074,3047.0375530462375,25,2048,0
143,143,0.18598440000005212,3047.0375530462375,25,2048,0
144,144,0.18609220000007554,3047.0375530462375,25,2048,0
145,145,0.18619999999987158,3047.0375530462375,25,2048,0
146,146,0.18631460000005973,3047.0375530462375,25,2048,0
147,147,0.1864224999999351,3047.0375530462375,25,2048,0
148,148,0.18652909999991607,3047.0375530462375,25,2048,0
149,149,0.186637699999892,3047.0375530462375,25,2048,0
150,150,0.18677839999986645,3064.304276825119,25,2048,0
151,151,0.1869237000000794,3074.793053881795,25,2048,0
152,152,0.18707629999994424,3074.793053881795,25,2048,0
153,153,0.18718420000004699,3074.793053881795,25,2048,0
154,154,0.18729259999986425,3074.793053881795,25,2048,0
155,155,0.1874000000000251,3074.793053881795,25,2048,0
156,156,0.1875135999998747,3074.793053881795,25,2048,0
157,157,0.18762119999996685,3074.793053881795,25,2048,0
158,158,0.1877570999999989,3074.793053881795,25,2048,0
159,159,0.18787589999988086,3074.793053881795,25,2048,0
160,160,0.18798440000000483,3074.793053881795,25,2048,0
161,161,0.18809209999994891,3074.793053881795,25,2048,0
162,162,0.18819110000004002,3074.793053881795,25,2048,0
163,163,0.18828929999995125,3074.793053881795,25,2048,0
164,164,0.18838709999999992,3074.793053881795,25,2048,0
165,165,0.18848619999994298,3074.793053881795,25,2048,0
166,166,0.18858419999992293,3080.120073316243,25,2048,0
167,167,0.18875849999994898,3080.120073316243,25,2048,0
168,168,0.188901499999929,3080.120073316243,25,2048,0
169,169,0.18904010000005655,3080.120073316243,25,2048,0
170,170,0.18915279999987433,3080.120073316243,25,2048,0
171,171,0.18926809999993566,3080.120073316243,25,2048,0
172,172,0.18937720000008085,3080.120073316243,25,2048,0
173,173,0.18948619999991934,3080.120073316243,25,2048,0
174,174,0.18960249999986445,3080.120073316243,25,2048,0
175,175,0.18973430000005465,3080.120073316243,25,2048,0
176,176,0.18985750000001644,3080.8602759634737,25,2048,0
177,177,0.19001049999997122,3080.8602759634737,25,2048,0
178,178,0.19012789999987945,3080.8602759634737,25,2048,0
179,179,0.19023719999995592,3080.8602759634737,25,2048,0
