,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,1854.293400714928,0.00014669999995930993,"[2, 9, 14, 16, 8, 1, 10, 5, 15, 6, 12, 3, 7, 17, 11, 0, 13, 4]",25,2048,0
1,1,1893.741208928403,0.0014407999999548338,"[2, 9, 14, 16, 8, 1, 10, 12, 15, 6, 5, 3, 7, 17, 11, 0, 13, 4]",25,2048,0
2,2,1989.6094509847762,0.023389799999904426,"[2, 9, 14, 16, 8, 1, 10, 7, 15, 6, 5, 3, 12, 17, 11, 0, 13, 4]",25,2048,0
3,4,2213.888182176432,0.04321099999992839,"[2, 9, 14, 16, 17, 1, 10, 7, 15, 6, 4, 3, 12, 8, 11, 0, 13, 5]",25,2048,0
4,8,2213.888182176432,0.06455989999994927,"[2, 9, 14, 16, 17, 1, 10, 7, 15, 6, 4, 3, 12, 8, 11, 0, 13, 5]",25,2048,0
5,16,2680.470008126507,0.08669499999996333,"[2, 0, 14, 4, 17, 1, 10, 7, 15, 6, 16, 3, 11, 8, 12, 9, 13, 5]",25,2048,0
6,32,2771.2252535782277,0.10777519999987817,"[2, 0, 14, 4, 17, 9, 10, 7, 15, 6, 11, 3, 16, 8, 12, 1, 13, 5]",25,2048,0
7,64,2925.408815479831,0.1328244999999697,"[9, 5, 14, 4, 17, 8, 3, 11, 15, 6, 7, 10, 16, 2, 12, 1, 13, 0]",25,2048,0
8,128,3035.3489703575724,0.1614239999998972,"[4, 5, 1, 6, 17, 8, 10, 11, 15, 9, 7, 3, 14, 2, 12, 16, 13, 0]",25,2048,0
9,256,3094.4064004062907,0.20001920000004247,"[4, 7, 3, 8, 12, 1, 10, 11, 15, 9, 5, 17, 2, 16, 6, 14, 13, 0]",25,2048,0
10,512,3182.497883908846,0.25826630000005935,"[4, 7, 3, 14, 10, 1, 12, 11, 15, 9, 5, 2, 17, 8, 6, 16, 13, 0]",25,2048,0
11,1024,3184.164835316656,0.3327758000000358,"[4, 7, 10, 8, 6, 1, 12, 11, 15, 2, 5, 9, 17, 14, 3, 16, 13, 0]",25,2048,0
12,2048,3184.164835316656,0.3327758000000358,"[4, 7, 10, 8, 6, 1, 12, 11, 15, 2, 5, 9, 17, 14, 3, 16, 13, 0]",25,2048,0
13,0,2369.145227451826,0.36359010000001035,"[11, 8, 6, 7, 2, 10, 17, 0, 13, 3, 15, 14, 5, 9, 16, 1, 4, 12]",25,2048,1
14,1,2483.2577585180493,0.3650800000000345,"[11, 8, 6, 7, 2, 10, 17, 0, 13, 5, 15, 14, 3, 9, 16, 1, 4, 12]",25,2048,1
15,2,2483.2577585180493,0.39550439999993614,"[11, 8, 6, 7, 2, 10, 17, 0, 13, 5, 15, 14, 3, 9, 16, 1, 4, 12]",25,2048,1
