,Iteration,Fitness,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,2836.3766940062305,0.017172800000025745,"[9, 11, 22, 19, 12, 10, 15, 1, 21, 5, 2, 18, 14, 23, 3, 17, 8, 0, 6, 7, 20, 16, 13, 4]",False,300,0.2,2048
1,1,3778.1967045427577,0.7108376000001044,"[8, 7, 1, 10, 0, 12, 14, 16, 4, 5, 13, 2, 19, 15, 18, 6, 23, 21, 9, 22, 11, 20, 3, 17]",False,300,0.2,2048
2,2,3866.979138459448,1.4218513999999232,"[22, 20, 0, 23, 12, 14, 3, 8, 7, 19, 10, 9, 13, 2, 17, 4, 15, 18, 1, 6, 21, 16, 5, 11]",False,300,0.2,2048
3,4,3927.9603059065785,2.7587508999999955,"[8, 7, 1, 10, 13, 12, 14, 21, 4, 22, 2, 0, 19, 15, 18, 6, 23, 20, 11, 16, 5, 9, 3, 17]",False,300,0.2,2048
4,8,3940.860333548807,5.516778499999873,"[8, 4, 5, 1, 0, 19, 22, 23, 20, 7, 21, 14, 15, 18, 6, 11, 3, 2, 16, 17, 10, 13, 9, 12]",False,300,0.2,2048
5,16,3940.860333548807,10.898527299999841,"[8, 4, 5, 1, 0, 19, 22, 23, 20, 7, 21, 14, 15, 18, 6, 11, 3, 2, 16, 17, 10, 13, 9, 12]",False,300,0.2,2048
6,32,3940.860333548807,21.21474790000002,"[8, 4, 5, 1, 0, 19, 22, 23, 20, 7, 21, 14, 15, 18, 6, 11, 3, 2, 16, 17, 10, 13, 9, 12]",False,300,0.2,2048
7,64,3940.860333548807,43.12357179999981,"[8, 4, 5, 1, 0, 19, 22, 23, 20, 7, 21, 14, 15, 18, 6, 11, 3, 2, 16, 17, 10, 13, 9, 12]",False,300,0.2,2048
8,128,3940.860333548807,85.08452869999974,"[8, 4, 5, 1, 0, 19, 22, 23, 20, 7, 21, 14, 15, 18, 6, 11, 3, 2, 16, 17, 10, 13, 9, 12]",False,300,0.2,2048
9,256,3940.860333548807,135.26173100000005,"[8, 4, 5, 1, 0, 19, 22, 23, 20, 7, 21, 14, 15, 18, 6, 11, 3, 2, 16, 17, 10, 13, 9, 12]",False,300,0.2,2048
10,512,3940.860333548807,135.26173100000005,"[8, 4, 5, 1, 0, 19, 22, 23, 20, 7, 21, 14, 15, 18, 6, 11, 3, 2, 16, 17, 10, 13, 9, 12]",False,300,0.2,2048
11,1024,3940.860333548807,135.26173100000005,"[8, 4, 5, 1, 0, 19, 22, 23, 20, 7, 21, 14, 15, 18, 6, 11, 3, 2, 16, 17, 10, 13, 9, 12]",False,300,0.2,2048
12,2048,3940.860333548807,135.26173100000005,"[8, 4, 5, 1, 0, 19, 22, 23, 20, 7, 21, 14, 15, 18, 6, 11, 3, 2, 16, 17, 10, 13, 9, 12]",False,300,0.2,2048
