,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,2681.9393902824845,0.000191800000038711,"[12, 15, 9, 14, 11, 2, 17, 18, 10, 21, 3, 19, 8, 1, 20, 5, 0, 6, 7, 16, 13, 4]",geometric,10,0.99,0.001,9.999980723474408,10,8192
1,1,2681.9393902824845,0.0015653000000384054,"[12, 15, 9, 14, 11, 2, 17, 18, 10, 21, 3, 19, 8, 1, 20, 5, 0, 6, 7, 16, 13, 4]",geometric,10,0.99,0.001,9.999842683330321,10,8192
2,2,2724.7758094480023,0.014941399999997884,"[12, 15, 9, 14, 11, 2, 17, 18, 10, 21, 16, 19, 8, 1, 20, 5, 0, 6, 7, 3, 13, 4]",geometric,10,0.99,0.001,9.998498451862412,10,8192
3,4,2724.7758094480023,0.02600140000004103,"[12, 15, 9, 14, 11, 2, 17, 18, 10, 21, 16, 19, 8, 1, 20, 5, 0, 6, 7, 3, 13, 4]",geometric,10,0.99,0.001,9.99738711339168,10,8192
4,8,2872.139191416392,0.03639759999987291,"[12, 15, 21, 6, 11, 2, 17, 18, 10, 9, 16, 19, 8, 1, 20, 5, 0, 14, 7, 3, 13, 4]",geometric,10,0.99,0.001,9.996342587953666,10,8192
5,16,3201.296367972755,0.046520800000052986,"[12, 0, 7, 6, 11, 2, 17, 18, 10, 21, 16, 19, 8, 1, 15, 5, 20, 14, 9, 3, 13, 4]",geometric,10,0.99,0.001,9.995325596201376,10,8192
6,32,3466.5005931128226,0.06118909999986499,"[12, 0, 7, 4, 3, 2, 17, 20, 10, 21, 16, 19, 6, 1, 15, 14, 18, 5, 9, 8, 13, 11]",geometric,10,0.99,0.001,9.993852180503401,10,8192
7,64,3610.5246627049014,0.07629249999990861,"[7, 20, 12, 4, 3, 2, 17, 0, 11, 10, 16, 8, 6, 1, 21, 14, 9, 5, 18, 19, 13, 15]",geometric,10,0.99,0.001,9.99233528641251,10,8192
8,128,3779.9612240554206,0.09573389999991377,"[7, 9, 12, 4, 5, 2, 17, 0, 11, 10, 16, 8, 21, 1, 6, 14, 18, 3, 20, 13, 19, 15]",geometric,10,0.99,0.001,9.990383048778803,10,8192
9,256,3928.816819632442,0.12354899999991176,"[7, 2, 12, 11, 10, 20, 14, 0, 19, 5, 16, 8, 21, 1, 6, 17, 9, 3, 18, 13, 4, 15]",geometric,10,0.99,0.001,9.987590616572007,10,8192
10,512,3959.5208032702644,0.16971310000008089,"[16, 2, 10, 11, 13, 0, 19, 15, 14, 20, 17, 8, 21, 1, 5, 7, 9, 3, 18, 12, 4, 6]",geometric,10,0.99,0.001,9.982957801808602,10,8192
11,1024,3960.9491498795805,0.2248563999999078,"[16, 2, 10, 11, 13, 0, 19, 15, 14, 20, 17, 8, 21, 1, 6, 7, 9, 3, 18, 12, 4, 5]",geometric,10,0.99,0.001,9.977426692728084,10,8192
12,2048,3960.9491498795805,0.2248563999999078,"[16, 2, 10, 11, 13, 0, 19, 15, 14, 20, 17, 8, 21, 1, 6, 7, 9, 3, 18, 12, 4, 5]",geometric,10,0.99,0.001,9.977426692728084,10,8192
13,4096,3960.9491498795805,0.2248563999999078,"[16, 2, 10, 11, 13, 0, 19, 15, 14, 20, 17, 8, 21, 1, 6, 7, 9, 3, 18, 12, 4, 5]",geometric,10,0.99,0.001,9.977426692728084,10,8192
14,8192,3960.9491498795805,0.2248563999999078,"[16, 2, 10, 11, 13, 0, 19, 15, 14, 20, 17, 8, 21, 1, 6, 7, 9, 3, 18, 12, 4, 5]",geometric,10,0.99,0.001,9.977426692728084,10,8192
