,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,2772.691826042499,0.01719490000004953,"[9, 11, 23, 21, 12, 10, 15, 1, 22, 5, 2, 18, 14, 24, 3, 17, 8, 0, 6, 19, 7, 20, 16, 13, 4]",300,0.03,2048
1,1,3766.7419735747776,0.07038969999985056,"[12, 13, 20, 1, 15, 24, 18, 21, 16, 8, 3, 2, 14, 6, 9, 19, 10, 4, 7, 0, 17, 11, 22, 23, 5]",300,0.03,2048
2,2,3824.2310473285056,0.13490839999985837,"[21, 14, 2, 22, 1, 5, 10, 8, 12, 7, 3, 23, 6, 9, 13, 16, 19, 15, 4, 0, 17, 24, 18, 11, 20]",300,0.03,2048
3,4,3924.718919044321,0.2514704000000165,"[21, 14, 2, 22, 1, 5, 10, 8, 12, 7, 3, 23, 6, 9, 13, 16, 19, 15, 4, 0, 17, 11, 24, 20, 18]",300,0.03,2048
4,8,3978.9799005475065,0.4870961999999963,"[21, 14, 2, 22, 1, 5, 10, 8, 12, 7, 3, 23, 6, 9, 13, 16, 19, 15, 4, 0, 18, 24, 17, 20, 11]",300,0.03,2048
5,16,4160.399605078017,1.0286654000001363,"[2, 20, 12, 11, 8, 6, 4, 21, 18, 22, 1, 10, 0, 23, 3, 14, 15, 9, 5, 7, 17, 16, 13, 19, 24]",300,0.03,2048
6,32,4287.230463200205,1.980721800000083,"[2, 13, 23, 10, 14, 6, 9, 22, 1, 5, 7, 12, 20, 8, 21, 19, 24, 11, 15, 16, 17, 4, 3, 18, 0]",300,0.03,2048
7,64,4358.69234647457,3.725255599999855,"[2, 13, 14, 6, 1, 10, 18, 24, 8, 5, 20, 19, 21, 9, 22, 23, 12, 11, 15, 16, 17, 7, 3, 4, 0]",300,0.03,2048
8,128,4384.242525276104,7.1960361999999805,"[19, 13, 11, 6, 23, 10, 18, 24, 8, 5, 20, 2, 21, 9, 22, 1, 12, 14, 3, 16, 17, 7, 15, 4, 0]",300,0.03,2048
9,256,4424.626346299637,14.113812499999767,"[18, 13, 11, 22, 1, 21, 19, 24, 2, 20, 6, 9, 10, 8, 5, 23, 3, 14, 12, 16, 17, 7, 15, 4, 0]",300,0.03,2048
10,512,4455.555998518295,27.797636599999805,"[19, 0, 9, 10, 8, 21, 18, 24, 2, 20, 6, 11, 5, 1, 22, 23, 3, 14, 12, 16, 17, 7, 15, 4, 13]",300,0.03,2048
11,1024,4456.219970829385,40.52877099999978,"[19, 0, 9, 10, 8, 21, 18, 24, 2, 20, 6, 23, 22, 1, 5, 11, 3, 14, 12, 16, 17, 7, 15, 4, 13]",300,0.03,2048
12,2048,4456.219970829385,40.52877099999978,"[19, 0, 9, 10, 8, 21, 18, 24, 2, 20, 6, 23, 22, 1, 5, 11, 3, 14, 12, 16, 17, 7, 15, 4, 13]",300,0.03,2048
