,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,2778.2551995469557,0.00013639999997394625,"[10, 9, 2, 11, 18, 19, 15, 14, 12, 8, 1, 5, 0, 6, 17, 3, 7, 16, 13, 4]",geometric,10,0.99,0.001,9.999986291351295,10,8192
1,1,2778.2551995469557,0.0011097999999947206,"[10, 9, 2, 11, 18, 19, 15, 14, 12, 8, 1, 5, 0, 6, 17, 3, 7, 16, 13, 4]",geometric,10,0.99,0.001,9.99988846199474,10,8192
2,2,2850.3029480947716,0.014463100000057239,"[10, 9, 2, 11, 18, 19, 15, 14, 12, 8, 16, 5, 0, 6, 17, 3, 7, 1, 13, 4]",geometric,10,0.99,0.001,9.99854651551626,10,8192
3,4,2997.313834675719,0.024079700000129378,"[10, 9, 2, 11, 17, 19, 15, 14, 12, 8, 16, 5, 0, 6, 18, 3, 7, 1, 13, 4]",geometric,10,0.99,0.001,9.997580202095804,10,8192
4,8,3025.1273076424277,0.034499600000117425,"[10, 9, 2, 11, 17, 19, 15, 14, 13, 16, 8, 5, 0, 6, 18, 3, 7, 4, 12, 1]",geometric,10,0.99,0.001,9.996533275379768,10,8192
5,16,3288.7929127416182,0.04682630000002064,"[10, 14, 2, 6, 17, 19, 15, 9, 13, 16, 8, 5, 0, 11, 18, 3, 7, 4, 12, 1]",geometric,10,0.99,0.001,9.995294906824645,10,8192
6,32,3288.7929127416182,0.057075899999972535,"[10, 14, 2, 6, 17, 19, 15, 9, 13, 16, 8, 5, 0, 11, 18, 3, 7, 4, 12, 1]",geometric,10,0.99,0.001,9.994265325312199,10,8192
7,64,3394.094213495548,0.07251380000002428,"[10, 14, 8, 6, 1, 19, 13, 18, 15, 16, 2, 5, 0, 17, 9, 7, 3, 4, 12, 11]",geometric,10,0.99,0.001,9.992714774574907,10,8192
8,128,3421.6610603589206,0.09050400000000991,"[10, 19, 17, 6, 1, 14, 15, 18, 13, 16, 2, 9, 5, 11, 0, 8, 3, 4, 12, 7]",geometric,10,0.99,0.001,9.990908179605896,10,8192
9,256,3568.6081528104787,0.11839630000008583,"[0, 19, 17, 5, 2, 16, 10, 9, 7, 13, 14, 8, 6, 4, 15, 18, 3, 1, 12, 11]",geometric,10,0.99,0.001,9.988107850983376,10,8192
10,512,3673.4084643997844,0.1680556000001161,"[10, 14, 17, 13, 2, 16, 7, 19, 0, 9, 15, 4, 6, 18, 12, 11, 3, 1, 5, 8]",geometric,10,0.99,0.001,9.983124103614236,10,8192
11,1024,3722.725614218655,0.26583080000000336,"[10, 14, 17, 16, 2, 13, 7, 19, 0, 9, 15, 4, 3, 8, 5, 1, 6, 11, 12, 18]",geometric,10,0.99,0.001,9.973318769641088,10,8192
12,2048,3722.7403472175715,0.3230542000001151,"[10, 14, 17, 16, 2, 13, 7, 19, 0, 9, 15, 4, 6, 8, 5, 1, 3, 11, 12, 18]",geometric,10,0.99,0.001,9.967584619567928,10,8192
13,4096,3722.7403472175715,0.3230542000001151,"[10, 14, 17, 16, 2, 13, 7, 19, 0, 9, 15, 4, 6, 8, 5, 1, 3, 11, 12, 18]",geometric,10,0.99,0.001,9.967584619567928,10,8192
14,8192,3722.7403472175715,0.3230542000001151,"[10, 14, 17, 16, 2, 13, 7, 19, 0, 9, 15, 4, 6, 8, 5, 1, 3, 11, 12, 18]",geometric,10,0.99,0.001,9.967584619567928,10,8192
