,Iteration,Time,Fitness,Population Size,Mutation Rate,max_iters
0,0,0.015636999999969703,2458.8171445033245,300,0.03,2048
1,1,0.06137619999998378,2458.8171445033245,300,0.03,2048
2,2,0.1289003999999636,2466.1705498390206,300,0.03,2048
3,3,0.19321509999997488,2466.1705498390206,300,0.03,2048
4,4,0.23919489999997268,2466.1705498390206,300,0.03,2048
5,5,0.30625659999998334,2472.7982538390356,300,0.03,2048
6,6,0.351805899999988,2504.6341868489258,300,0.03,2048
7,7,0.39793299999996634,2504.6341868489258,300,0.03,2048
8,8,0.443173599999966,2554.964635447637,300,0.03,2048
9,9,0.5073156999999924,2557.476681810397,300,0.03,2048
10,10,0.5510602999999605,2560.6446049805277,300,0.03,2048
11,11,0.5991341999999804,2560.6446049805277,300,0.03,2048
12,12,0.6479094999999688,2588.757800302051,300,0.03,2048
13,13,0.6979073999999628,2588.757800302051,300,0.03,2048
14,14,0.7609635999999682,2588.757800302051,300,0.03,2048
15,15,0.8074551999999926,2604.95921494918,300,0.03,2048
16,16,0.8514683999999875,2604.95921494918,300,0.03,2048
17,17,0.9163290999999845,2604.95921494918,300,0.03,2048
18,18,0.9623664999999733,2604.95921494918,300,0.03,2048
19,19,1.0074293999999782,2604.95921494918,300,0.03,2048
20,20,1.0546965999999998,2604.95921494918,300,0.03,2048
21,21,1.0971174999999675,2604.95921494918,300,0.03,2048
22,22,1.135819099999992,2604.95921494918,300,0.03,2048
23,23,1.1798253999999702,2637.047528945646,300,0.03,2048
24,24,1.2258380000000102,2637.047528945646,300,0.03,2048
25,25,1.2693487999999888,2637.047528945646,300,0.03,2048
26,26,1.317257600000005,2637.047528945646,300,0.03,2048
27,27,1.3626883999999677,2637.047528945646,300,0.03,2048
28,28,1.4082866999999624,2637.047528945646,300,0.03,2048
29,29,1.4571290999999746,2637.047528945646,300,0.03,2048
30,30,1.5041282999999908,2637.047528945646,300,0.03,2048
31,31,1.5532681999999909,2637.047528945646,300,0.03,2048
32,32,1.6040691000000038,2637.047528945646,300,0.03,2048
33,33,1.6754732999999646,2637.047528945646,300,0.03,2048
34,34,1.7288178000000016,2637.047528945646,300,0.03,2048
35,35,1.7753207999999745,2637.047528945646,300,0.03,2048
36,36,1.825327399999992,2637.047528945646,300,0.03,2048
37,37,1.8752690999999686,2637.047528945646,300,0.03,2048
38,38,1.9220609999999851,2637.047528945646,300,0.03,2048
39,39,1.9738734000000022,2637.047528945646,300,0.03,2048
40,40,2.021259100000009,2637.047528945646,300,0.03,2048
41,41,2.070261999999957,2637.047528945646,300,0.03,2048
42,42,2.1170879000000014,2637.047528945646,300,0.03,2048
43,43,2.165024599999981,2637.047528945646,300,0.03,2048
44,44,2.2126248999999802,2637.047528945646,300,0.03,2048
45,45,2.273751799999957,2637.047528945646,300,0.03,2048
46,46,2.3399463000000083,2637.047528945646,300,0.03,2048
47,47,2.3873046999999588,2637.047528945646,300,0.03,2048
