,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,3736.606873890741,0.00014309999960460118,"[26, 22, 23, 10, 11, 1, 15, 12, 24, 9, 18, 5, 2, 21, 14, 3, 27, 25, 8, 17, 0, 6, 19, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.999985617979775,10,8192
1,1,3784.3957677840403,0.0011283999997431238,"[26, 22, 23, 10, 11, 1, 15, 0, 24, 9, 18, 5, 2, 21, 14, 3, 27, 25, 8, 17, 12, 6, 19, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.99988659265332,10,8192
2,2,3784.3957677840403,0.013787299999876268,"[26, 22, 23, 10, 11, 1, 15, 0, 24, 9, 18, 5, 2, 21, 14, 3, 27, 25, 8, 17, 12, 6, 19, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.99861442604451,10,8192
3,4,3784.3957677840403,0.023161899999649904,"[26, 22, 23, 10, 11, 1, 15, 0, 24, 9, 18, 5, 2, 21, 14, 3, 27, 25, 8, 17, 12, 6, 19, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.997672422182948,10,8192
4,8,4189.206367127409,0.033107299999755924,"[26, 22, 23, 10, 11, 15, 1, 0, 24, 9, 18, 5, 2, 21, 14, 3, 27, 25, 19, 17, 12, 20, 8, 7, 6, 16, 13, 4]",geometric,10,0.99,0.001,9.996673158674426,10,8192
5,16,4247.315660623826,0.043860899999799585,"[26, 22, 23, 10, 8, 15, 11, 0, 24, 9, 18, 5, 2, 21, 14, 3, 27, 25, 19, 17, 12, 20, 7, 1, 6, 16, 13, 4]",geometric,10,0.99,0.001,9.995592803696052,10,8192
6,32,4368.271338491747,0.054601999999704276,"[26, 22, 23, 10, 8, 15, 11, 0, 24, 9, 18, 5, 2, 21, 14, 7, 27, 25, 19, 17, 12, 20, 3, 1, 6, 16, 13, 4]",geometric,10,0.99,0.001,9.9945138210759,10,8192
7,64,4651.330566824609,0.06881999999995969,"[22, 2, 12, 27, 1, 15, 11, 3, 13, 9, 7, 5, 23, 21, 14, 18, 10, 25, 16, 17, 26, 20, 0, 8, 6, 19, 24, 4]",geometric,10,0.99,0.001,9.993085750310463,10,8192
8,128,4743.819356295577,0.08642329999975118,"[22, 26, 10, 27, 1, 15, 18, 3, 20, 9, 7, 21, 23, 5, 14, 8, 12, 11, 0, 17, 2, 13, 16, 25, 6, 19, 24, 4]",geometric,10,0.99,0.001,9.991317939186226,10,8192
9,256,4776.416125542368,0.1132884999997259,"[10, 26, 22, 27, 1, 15, 8, 3, 20, 9, 21, 14, 7, 5, 2, 18, 12, 11, 16, 17, 23, 13, 0, 25, 6, 19, 24, 4]",geometric,10,0.99,0.001,9.988620604714434,10,8192
10,512,4823.451169311241,0.16019679999999425,"[7, 18, 22, 27, 26, 15, 11, 3, 20, 9, 21, 14, 24, 2, 10, 25, 12, 8, 16, 17, 23, 13, 0, 4, 6, 19, 5, 1]",geometric,10,0.99,0.001,9.98391263762981,10,8192
11,1024,4877.23227112939,0.256979599999795,"[22, 18, 0, 7, 4, 15, 11, 3, 20, 9, 17, 14, 24, 2, 5, 25, 12, 8, 16, 21, 23, 13, 27, 26, 6, 19, 10, 1]",geometric,10,0.99,0.001,9.974206010934564,10,8192
12,2048,4892.769167612881,0.48242649999974674,"[22, 18, 12, 7, 4, 15, 11, 3, 20, 23, 17, 14, 21, 19, 6, 26, 27, 8, 16, 24, 9, 13, 0, 25, 10, 2, 5, 1]",geometric,10,0.99,0.001,9.951631868869747,10,8192
13,4096,4892.769167612881,0.48242649999974674,"[22, 18, 12, 7, 4, 15, 11, 3, 20, 23, 17, 14, 21, 19, 6, 26, 27, 8, 16, 24, 9, 13, 0, 25, 10, 2, 5, 1]",geometric,10,0.99,0.001,9.951631868869747,10,8192
14,8192,4892.769167612881,0.48242649999974674,"[22, 18, 12, 7, 4, 15, 11, 3, 20, 23, 17, 14, 21, 19, 6, 26, 27, 8, 16, 24, 9, 13, 0, 25, 10, 2, 5, 1]",geometric,10,0.99,0.001,9.951631868869747,10,8192
