,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,2258.985830962919,0.00020159999996849365,"[2, 10, 8, 5, 1, 12, 6, 9, 3, 7, 14, 11, 0, 13, 4]",25,2048,0
1,1,2258.985830962919,0.0011640000000170403,"[2, 10, 8, 5, 1, 12, 6, 9, 3, 7, 14, 11, 0, 13, 4]",25,2048,0
2,2,2258.985830962919,0.02473079999992933,"[2, 10, 8, 5, 1, 12, 6, 9, 3, 7, 14, 11, 0, 13, 4]",25,2048,0
3,4,2260.0010580128005,0.04972249999991618,"[2, 10, 8, 5, 1, 0, 6, 9, 3, 7, 14, 11, 12, 13, 4]",25,2048,0
4,8,2367.9872898080325,0.0714289000000008,"[2, 10, 6, 5, 1, 0, 8, 9, 3, 7, 14, 11, 12, 13, 4]",25,2048,0
5,16,2367.9872898080325,0.09332419999998365,"[2, 10, 6, 5, 1, 0, 8, 9, 3, 7, 14, 11, 12, 13, 4]",25,2048,0
6,32,2514.9540806635246,0.11638929999992342,"[6, 10, 2, 5, 1, 0, 8, 9, 3, 7, 14, 11, 12, 13, 4]",25,2048,0
7,64,2621.6624002480053,0.14266679999991538,"[6, 14, 2, 5, 1, 0, 8, 9, 3, 7, 10, 11, 12, 13, 4]",25,2048,0
8,128,2690.777080493531,0.18352549999997336,"[6, 8, 7, 5, 11, 0, 14, 2, 3, 9, 10, 1, 12, 13, 4]",25,2048,0
9,256,2730.880524483113,0.22578909999992902,"[6, 4, 7, 5, 11, 0, 14, 13, 3, 9, 10, 1, 12, 2, 8]",25,2048,0
10,512,2750.1915899266382,0.29359169999997903,"[0, 8, 7, 10, 11, 6, 4, 13, 3, 9, 5, 1, 12, 2, 14]",25,2048,0
11,1024,2750.1915899266382,0.29359169999997903,"[0, 8, 7, 10, 11, 6, 4, 13, 3, 9, 5, 1, 12, 2, 14]",25,2048,0
12,2048,2750.1915899266382,0.29359169999997903,"[0, 8, 7, 10, 11, 6, 4, 13, 3, 9, 5, 1, 12, 2, 14]",25,2048,0
13,0,1849.6249053852096,0.3203391999999212,"[4, 1, 0, 5, 12, 3, 14, 6, 8, 11, 2, 7, 13, 10, 9]",25,2048,1
