,Iteration,Fitness,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,3890.8835858914135,0.020966600000065228,"[10, 24, 12, 11, 25, 15, 1, 3, 18, 21, 9, 23, 5, 27, 2, 22, 14, 28, 26, 8, 17, 0, 6, 19, 7, 20, 16, 13, 4]",False,300,0.2,2048
1,1,4651.086955530202,0.8520771000003151,"[25, 27, 4, 6, 11, 12, 14, 3, 0, 18, 10, 26, 22, 16, 21, 7, 19, 8, 23, 13, 24, 5, 2, 17, 9, 28, 1, 15, 20]",False,300,0.2,2048
2,2,4651.086955530202,1.7349975000001905,"[25, 27, 4, 6, 11, 12, 14, 3, 0, 18, 10, 26, 22, 16, 21, 7, 19, 8, 23, 13, 24, 5, 2, 17, 9, 28, 1, 15, 20]",False,300,0.2,2048
3,4,4838.539081494142,3.4238494000001083,"[3, 14, 21, 19, 10, 11, 5, 2, 7, 24, 16, 27, 28, 1, 13, 12, 18, 17, 4, 6, 20, 25, 22, 23, 15, 8, 9, 0, 26]",False,300,0.2,2048
4,8,4854.457780569232,6.815025600000354,"[6, 16, 13, 4, 0, 11, 28, 27, 24, 14, 9, 17, 15, 25, 5, 18, 10, 1, 3, 21, 26, 12, 2, 20, 8, 19, 7, 22, 23]",False,300,0.2,2048
5,16,4854.457780569232,13.63919420000002,"[6, 16, 13, 4, 0, 11, 28, 27, 24, 14, 9, 17, 15, 25, 5, 18, 10, 1, 3, 21, 26, 12, 2, 20, 8, 19, 7, 22, 23]",False,300,0.2,2048
6,32,4854.457780569232,26.96125350000011,"[6, 16, 13, 4, 0, 11, 28, 27, 24, 14, 9, 17, 15, 25, 5, 18, 10, 1, 3, 21, 26, 12, 2, 20, 8, 19, 7, 22, 23]",False,300,0.2,2048
7,64,4854.457780569232,53.35126130000026,"[6, 16, 13, 4, 0, 11, 28, 27, 24, 14, 9, 17, 15, 25, 5, 18, 10, 1, 3, 21, 26, 12, 2, 20, 8, 19, 7, 22, 23]",False,300,0.2,2048
8,128,4854.457780569232,106.69397019999997,"[6, 16, 13, 4, 0, 11, 28, 27, 24, 14, 9, 17, 15, 25, 5, 18, 10, 1, 3, 21, 26, 12, 2, 20, 8, 19, 7, 22, 23]",False,300,0.2,2048
9,256,4854.457780569232,171.94550240000035,"[6, 16, 13, 4, 0, 11, 28, 27, 24, 14, 9, 17, 15, 25, 5, 18, 10, 1, 3, 21, 26, 12, 2, 20, 8, 19, 7, 22, 23]",False,300,0.2,2048
10,512,4854.457780569232,171.94550240000035,"[6, 16, 13, 4, 0, 11, 28, 27, 24, 14, 9, 17, 15, 25, 5, 18, 10, 1, 3, 21, 26, 12, 2, 20, 8, 19, 7, 22, 23]",False,300,0.2,2048
11,1024,4854.457780569232,171.94550240000035,"[6, 16, 13, 4, 0, 11, 28, 27, 24, 14, 9, 17, 15, 25, 5, 18, 10, 1, 3, 21, 26, 12, 2, 20, 8, 19, 7, 22, 23]",False,300,0.2,2048
12,2048,4854.457780569232,171.94550240000035,"[6, 16, 13, 4, 0, 11, 28, 27, 24, 14, 9, 17, 15, 25, 5, 18, 10, 1, 3, 21, 26, 12, 2, 20, 8, 19, 7, 22, 23]",False,300,0.2,2048
