,Iteration,Fitness,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,15.0,0.007644899999998955,"[0, 2, 1, 0, 3, 0, 3, 3, 3, 2, 0, 1, 1, 1, 0, 0, 3, 3, 0, 3]",False,150,0.01,2048
1,1,5.0,0.2026022999999988,"[0.0, 2.0, 2.0, 3.0, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 3.0, 0.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.01,2048
2,2,5.0,0.4343375000000016,"[0.0, 2.0, 2.0, 3.0, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 3.0, 0.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.01,2048
3,4,5.0,0.8810940999999985,"[0.0, 2.0, 2.0, 3.0, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 3.0, 0.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.01,2048
4,8,5.0,1.8641596000000007,"[0.0, 2.0, 2.0, 3.0, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 3.0, 0.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.01,2048
5,16,5.0,3.5926537999999972,"[0.0, 2.0, 2.0, 3.0, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 3.0, 0.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.01,2048
6,32,5.0,7.0440772,"[0.0, 2.0, 2.0, 3.0, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 3.0, 0.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.01,2048
7,64,5.0,14.413138900000003,"[0.0, 2.0, 2.0, 3.0, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 3.0, 0.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.01,2048
8,128,5.0,30.1585275,"[0.0, 2.0, 2.0, 3.0, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 3.0, 0.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.01,2048
9,256,5.0,46.42748809999999,"[0.0, 2.0, 2.0, 3.0, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 3.0, 0.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.01,2048
10,512,5.0,46.42748809999999,"[0.0, 2.0, 2.0, 3.0, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 3.0, 0.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.01,2048
11,1024,5.0,46.42748809999999,"[0.0, 2.0, 2.0, 3.0, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 3.0, 0.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.01,2048
12,2048,5.0,46.42748809999999,"[0.0, 2.0, 2.0, 3.0, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 3.0, 0.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.01,2048
13,0,15.0,0.016032000000009816,"[0, 2, 1, 0, 3, 0, 3, 3, 3, 2, 0, 1, 1, 1, 0, 0, 3, 3, 0, 3]",False,150,0.02,2048
14,1,4.0,0.2601633000000021,"[0.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 2.0, 3.0, 3.0, 3.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.02,2048
15,2,4.0,0.5022275999999977,"[0.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 2.0, 3.0, 3.0, 3.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.02,2048
16,4,4.0,1.002149799999998,"[0.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 2.0, 3.0, 3.0, 3.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.02,2048
17,8,4.0,2.0817049999999995,"[0.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 2.0, 3.0, 3.0, 3.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.02,2048
18,16,4.0,3.8358876000000066,"[0.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 2.0, 3.0, 3.0, 3.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.02,2048
19,32,4.0,7.048746899999998,"[0.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 2.0, 3.0, 3.0, 3.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.02,2048
20,64,4.0,13.816735000000008,"[0.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 2.0, 3.0, 3.0, 3.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.02,2048
21,128,4.0,27.626252000000008,"[0.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 2.0, 3.0, 3.0, 3.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.02,2048
22,256,4.0,42.246885500000005,"[0.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 2.0, 3.0, 3.0, 3.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0]",False,150,0.02,2048
