,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,3039.471522733014,0.00014299999975264654,"[9, 11, 25, 22, 12, 10, 21, 1, 18, 5, 2, 23, 14, 26, 3, 15, 24, 8, 17, 0, 6, 19, 7, 20, 16, 13, 4]",25,2048,0
1,1,3045.7505049164574,0.001177799999823037,"[9, 11, 25, 22, 12, 10, 21, 1, 2, 5, 18, 23, 14, 26, 3, 15, 24, 8, 17, 0, 6, 19, 7, 20, 16, 13, 4]",25,2048,0
2,2,3322.3671290980924,0.017116799999712384,"[9, 11, 25, 22, 13, 10, 21, 1, 2, 5, 18, 23, 14, 26, 3, 15, 24, 8, 17, 0, 6, 19, 7, 20, 16, 12, 4]",25,2048,0
3,4,3466.679657938195,0.027208900000005087,"[9, 11, 25, 22, 13, 18, 21, 1, 2, 5, 10, 23, 14, 26, 3, 15, 24, 8, 17, 0, 6, 19, 7, 20, 16, 12, 4]",25,2048,0
4,8,3570.1175242491418,0.03729079999993701,"[7, 11, 25, 22, 13, 18, 21, 1, 2, 5, 10, 23, 12, 26, 3, 15, 24, 8, 17, 0, 6, 19, 9, 20, 16, 14, 4]",25,2048,0
5,16,3797.803047460987,0.048231099999611615,"[7, 11, 22, 25, 13, 18, 21, 1, 2, 5, 10, 23, 12, 26, 3, 15, 17, 8, 24, 0, 6, 19, 9, 20, 16, 14, 4]",25,2048,0
6,32,4135.952148940491,0.05966020000005301,"[24, 11, 22, 25, 13, 18, 15, 1, 2, 5, 10, 23, 12, 26, 3, 9, 17, 8, 7, 0, 19, 6, 21, 20, 16, 14, 4]",25,2048,0
7,64,4296.935964815903,0.07442959999980303,"[24, 11, 22, 25, 13, 18, 17, 10, 2, 1, 5, 26, 12, 23, 3, 9, 15, 8, 7, 0, 19, 6, 21, 20, 4, 14, 16]",25,2048,0
8,128,4535.114446657325,0.09479019999980665,"[10, 11, 6, 25, 24, 18, 17, 1, 2, 13, 5, 26, 21, 23, 22, 9, 15, 8, 7, 0, 14, 4, 12, 20, 3, 19, 16]",25,2048,0
9,256,4556.724617355672,0.12557509999987815,"[16, 11, 6, 25, 24, 19, 3, 1, 2, 13, 5, 26, 22, 4, 21, 9, 15, 8, 7, 0, 14, 23, 12, 20, 17, 18, 10]",25,2048,0
10,512,4723.138556852427,0.19624649999968824,"[26, 16, 3, 18, 24, 19, 15, 11, 5, 0, 14, 20, 12, 4, 21, 25, 17, 8, 2, 13, 7, 23, 22, 1, 6, 9, 10]",25,2048,0
11,1024,4853.470701736488,0.31732119999969655,"[9, 17, 16, 2, 24, 19, 0, 11, 5, 20, 14, 13, 7, 23, 21, 8, 3, 26, 10, 18, 6, 1, 12, 4, 22, 25, 15]",25,2048,0
12,2048,4853.470701736488,0.37289549999968585,"[9, 17, 16, 2, 24, 19, 0, 11, 5, 20, 14, 13, 7, 23, 21, 8, 3, 26, 10, 18, 6, 1, 12, 4, 22, 25, 15]",25,2048,0
13,0,3652.8672156435805,0.3963587999996889,"[13, 12, 17, 10, 0, 9, 5, 11, 8, 25, 3, 14, 7, 16, 23, 19, 21, 2, 4, 20, 22, 18, 15, 24, 1, 6, 26]",25,2048,1
14,1,3774.961566465117,0.3978060999997979,"[13, 12, 17, 10, 0, 9, 5, 11, 8, 25, 3, 1, 7, 16, 23, 19, 21, 2, 4, 20, 22, 18, 15, 24, 14, 6, 26]",25,2048,1
15,2,3774.961566465117,0.41866479999998774,"[13, 12, 17, 10, 0, 9, 5, 11, 8, 25, 3, 1, 7, 16, 23, 19, 21, 2, 4, 20, 22, 18, 15, 24, 14, 6, 26]",25,2048,1
16,4,3897.1977888608612,0.4407329999999092,"[13, 12, 17, 5, 0, 9, 10, 11, 8, 25, 3, 1, 7, 16, 23, 19, 21, 2, 4, 20, 22, 18, 15, 24, 14, 6, 26]",25,2048,1
17,8,3897.1977888608612,0.4624832999998034,"[13, 12, 17, 5, 0, 9, 10, 11, 8, 25, 3, 1, 7, 16, 23, 19, 21, 2, 4, 20, 22, 18, 15, 24, 14, 6, 26]",25,2048,1
18,16,3924.4936729401334,0.48922640000000683,"[13, 12, 17, 5, 0, 9, 10, 11, 8, 25, 3, 1, 7, 20, 23, 19, 21, 2, 4, 16, 22, 18, 15, 24, 14, 6, 26]",25,2048,1
