,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,3736.606873890741,0.00014730000020790612,"[26, 22, 23, 10, 11, 1, 15, 12, 24, 9, 18, 5, 2, 21, 14, 3, 27, 25, 8, 17, 0, 6, 19, 7, 20, 16, 13, 4]",25,2048,0
1,1,3784.3957677840403,0.0012697000001935521,"[26, 22, 23, 10, 11, 1, 15, 0, 24, 9, 18, 5, 2, 21, 14, 3, 27, 25, 8, 17, 12, 6, 19, 7, 20, 16, 13, 4]",25,2048,0
2,2,3784.3957677840403,0.01490940000030605,"[26, 22, 23, 10, 11, 1, 15, 0, 24, 9, 18, 5, 2, 21, 14, 3, 27, 25, 8, 17, 12, 6, 19, 7, 20, 16, 13, 4]",25,2048,0
3,4,3825.113372886504,0.02503160000014759,"[26, 22, 23, 10, 11, 1, 15, 0, 24, 9, 18, 5, 4, 21, 14, 3, 27, 25, 8, 17, 12, 6, 19, 7, 20, 16, 13, 2]",25,2048,0
4,8,4251.99065928581,0.03602530000034676,"[26, 22, 23, 10, 11, 15, 1, 0, 24, 9, 18, 5, 4, 21, 14, 2, 27, 25, 8, 17, 12, 7, 19, 6, 20, 16, 13, 3]",25,2048,0
5,16,4251.99065928581,0.046821100000215665,"[26, 22, 23, 10, 11, 15, 1, 0, 24, 9, 18, 5, 4, 21, 14, 2, 27, 25, 8, 17, 12, 7, 19, 6, 20, 16, 13, 3]",25,2048,0
6,32,4362.330644244611,0.05901170000015554,"[18, 22, 23, 10, 11, 15, 8, 0, 24, 9, 26, 5, 4, 21, 14, 2, 27, 12, 1, 17, 25, 7, 19, 6, 20, 16, 13, 3]",25,2048,0
7,64,4462.213538246112,0.07386110000015833,"[18, 7, 23, 10, 11, 15, 8, 0, 9, 24, 26, 5, 4, 21, 14, 2, 27, 12, 1, 17, 25, 6, 19, 22, 20, 16, 13, 3]",25,2048,0
8,128,4629.064541693389,0.09202670000013313,"[8, 7, 4, 10, 11, 0, 25, 15, 1, 22, 26, 5, 23, 21, 14, 13, 27, 12, 9, 17, 2, 6, 19, 24, 20, 16, 18, 3]",25,2048,0
9,256,4778.319267090343,0.1203072000002976,"[11, 22, 4, 10, 25, 0, 8, 15, 16, 13, 14, 5, 23, 17, 9, 21, 7, 1, 2, 27, 26, 6, 19, 24, 20, 12, 18, 3]",25,2048,0
10,512,4920.82939100665,0.16783470000018497,"[11, 22, 8, 15, 25, 27, 4, 5, 2, 21, 14, 13, 23, 17, 9, 20, 3, 1, 16, 6, 26, 10, 19, 24, 7, 0, 18, 12]",25,2048,0
11,1024,4964.998762666407,0.26855410000007396,"[11, 22, 8, 3, 18, 12, 1, 5, 16, 21, 9, 17, 14, 13, 23, 20, 0, 7, 19, 6, 26, 10, 2, 24, 25, 15, 4, 27]",25,2048,0
12,2048,4964.998762666407,0.3157466000002387,"[11, 22, 8, 3, 18, 12, 1, 5, 16, 21, 9, 17, 14, 13, 23, 20, 0, 7, 19, 6, 26, 10, 2, 24, 25, 15, 4, 27]",25,2048,0
13,0,3737.4584814915133,0.3382110000002285,"[20, 13, 7, 16, 21, 15, 6, 26, 24, 22, 3, 25, 9, 8, 19, 27, 11, 0, 4, 12, 14, 2, 10, 23, 5, 1, 17, 18]",25,2048,1
14,1,3737.4584814915133,0.3391143000003467,"[20, 13, 7, 16, 21, 15, 6, 26, 24, 22, 3, 25, 9, 8, 19, 27, 11, 0, 4, 12, 14, 2, 10, 23, 5, 1, 17, 18]",25,2048,1
15,2,3737.4584814915133,0.3591995000001589,"[20, 13, 7, 16, 21, 15, 6, 26, 24, 22, 3, 25, 9, 8, 19, 27, 11, 0, 4, 12, 14, 2, 10, 23, 5, 1, 17, 18]",25,2048,1
16,4,3832.0349869267334,0.3789197000000968,"[20, 6, 7, 16, 21, 15, 13, 26, 24, 22, 3, 25, 9, 8, 19, 27, 11, 0, 4, 12, 14, 2, 10, 23, 5, 1, 17, 18]",25,2048,1
17,8,4038.821487916055,0.4007086999999956,"[14, 6, 7, 16, 21, 15, 13, 26, 24, 22, 3, 25, 9, 8, 19, 27, 11, 0, 4, 12, 20, 2, 10, 23, 5, 1, 17, 18]",25,2048,1
18,16,4098.665163490395,0.42255980000027193,"[14, 6, 15, 16, 21, 7, 13, 26, 24, 20, 3, 25, 9, 8, 19, 27, 11, 0, 4, 12, 22, 2, 10, 23, 5, 1, 17, 18]",25,2048,1
19,32,4236.569887967862,0.44690440000022136,"[14, 6, 22, 16, 21, 7, 13, 2, 24, 11, 3, 25, 9, 8, 19, 27, 20, 0, 4, 12, 15, 26, 10, 23, 5, 1, 17, 18]",25,2048,1
