,Iteration,Fitness,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,2194.472124332899,0.015103599999974904,"[2, 10, 8, 5, 1, 12, 6, 9, 3, 7, 15, 11, 0, 13, 14, 4]",False,300,0.2,2048
1,1,2705.85805016935,0.4189956999999822,"[9, 1, 3, 8, 15, 14, 0, 2, 5, 7, 11, 13, 6, 10, 4, 12]",False,300,0.2,2048
2,2,2788.574321302731,0.8563512000000628,"[3, 11, 15, 9, 4, 13, 6, 7, 12, 2, 5, 1, 0, 14, 10, 8]",False,300,0.2,2048
3,4,2847.462978804907,1.792378900000017,"[13, 1, 15, 9, 6, 14, 3, 7, 12, 2, 5, 4, 0, 8, 10, 11]",False,300,0.2,2048
4,8,2921.068339604758,3.4703439999999546,"[13, 4, 15, 11, 3, 14, 6, 7, 12, 2, 5, 9, 0, 1, 10, 8]",False,300,0.2,2048
5,16,2921.068339604758,6.853199600000039,"[13, 4, 15, 11, 3, 14, 6, 7, 12, 2, 5, 9, 0, 1, 10, 8]",False,300,0.2,2048
6,32,2921.068339604758,13.567965299999969,"[13, 4, 15, 11, 3, 14, 6, 7, 12, 2, 5, 9, 0, 1, 10, 8]",False,300,0.2,2048
7,64,2921.068339604758,26.80318109999996,"[13, 4, 15, 11, 3, 14, 6, 7, 12, 2, 5, 9, 0, 1, 10, 8]",False,300,0.2,2048
8,128,2921.068339604758,53.52611300000001,"[13, 4, 15, 11, 3, 14, 6, 7, 12, 2, 5, 9, 0, 1, 10, 8]",False,300,0.2,2048
9,256,2921.068339604758,85.26055629999996,"[13, 4, 15, 11, 3, 14, 6, 7, 12, 2, 5, 9, 0, 1, 10, 8]",False,300,0.2,2048
10,512,2921.068339604758,85.26055629999996,"[13, 4, 15, 11, 3, 14, 6, 7, 12, 2, 5, 9, 0, 1, 10, 8]",False,300,0.2,2048
11,1024,2921.068339604758,85.26055629999996,"[13, 4, 15, 11, 3, 14, 6, 7, 12, 2, 5, 9, 0, 1, 10, 8]",False,300,0.2,2048
12,2048,2921.068339604758,85.26055629999996,"[13, 4, 15, 11, 3, 14, 6, 7, 12, 2, 5, 9, 0, 1, 10, 8]",False,300,0.2,2048
