,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,2194.472124332899,0.00014150000004065078,"[2, 10, 8, 5, 1, 12, 6, 9, 3, 7, 15, 11, 0, 13, 14, 4]",25,2048,0
1,1,2197.978334913671,0.001073799999971925,"[2, 10, 8, 5, 1, 12, 6, 9, 3, 7, 15, 11, 14, 13, 0, 4]",25,2048,0
2,2,2197.978334913671,0.022131300000069132,"[2, 10, 8, 5, 1, 12, 6, 9, 3, 7, 15, 11, 14, 13, 0, 4]",25,2048,0
3,4,2197.978334913671,0.041006499999980406,"[2, 10, 8, 5, 1, 12, 6, 9, 3, 7, 15, 11, 14, 13, 0, 4]",25,2048,0
4,8,2410.776583853728,0.06420969999999215,"[2, 8, 10, 5, 1, 12, 6, 9, 3, 7, 15, 11, 13, 14, 0, 4]",25,2048,0
5,16,2537.3761139735475,0.08565210000006118,"[15, 8, 10, 5, 1, 12, 2, 7, 3, 9, 6, 11, 13, 14, 0, 4]",25,2048,0
6,32,2631.7607463209883,0.1081047000000126,"[15, 8, 10, 5, 14, 12, 4, 7, 3, 9, 6, 11, 13, 1, 0, 2]",25,2048,0
7,64,2718.490780385856,0.13206509999997706,"[15, 8, 7, 5, 14, 6, 10, 4, 3, 9, 12, 2, 13, 1, 0, 11]",25,2048,0
8,128,2816.604452347766,0.15998590000003787,"[3, 1, 10, 5, 14, 15, 7, 8, 13, 9, 6, 2, 0, 4, 12, 11]",25,2048,0
9,256,2905.933943428571,0.19831540000006953,"[13, 8, 10, 5, 9, 6, 7, 4, 12, 2, 15, 14, 0, 11, 3, 1]",25,2048,0
10,512,2960.044601663128,0.2513602000000219,"[10, 8, 7, 6, 9, 5, 13, 14, 15, 2, 12, 4, 0, 1, 3, 11]",25,2048,0
11,1024,2960.044601663128,0.29582170000003316,"[10, 8, 7, 6, 9, 5, 13, 14, 15, 2, 12, 4, 0, 1, 3, 11]",25,2048,0
12,2048,2960.044601663128,0.29582170000003316,"[10, 8, 7, 6, 9, 5, 13, 14, 15, 2, 12, 4, 0, 1, 3, 11]",25,2048,0
13,0,2083.090524420616,0.3252753000000439,"[5, 8, 11, 2, 10, 4, 0, 14, 7, 6, 9, 1, 15, 13, 3, 12]",25,2048,1
14,1,2083.090524420616,0.326748000000066,"[5, 8, 11, 2, 10, 4, 0, 14, 7, 6, 9, 1, 15, 13, 3, 12]",25,2048,1
15,2,2085.3909481027345,0.3525164999999788,"[5, 8, 11, 7, 10, 4, 0, 14, 2, 6, 9, 1, 15, 13, 3, 12]",25,2048,1
16,4,2346.8610605737085,0.382849100000044,"[7, 8, 11, 5, 3, 4, 0, 14, 2, 6, 9, 1, 15, 13, 10, 12]",25,2048,1
17,8,2346.8610605737085,0.4106284000000642,"[7, 8, 11, 5, 3, 4, 0, 14, 2, 6, 9, 1, 15, 13, 10, 12]",25,2048,1
18,16,2369.6003734585415,0.44134040000005825,"[7, 8, 12, 5, 3, 4, 0, 14, 2, 6, 9, 1, 15, 13, 10, 11]",25,2048,1
19,32,2606.188165144489,0.4744649000000436,"[7, 12, 0, 1, 3, 4, 8, 15, 2, 6, 9, 5, 14, 13, 10, 11]",25,2048,1
20,64,2731.05390077331,0.5127178000000185,"[0, 5, 7, 1, 3, 8, 9, 15, 4, 6, 2, 12, 14, 10, 13, 11]",25,2048,1
21,128,2831.3578184205235,0.553329500000018,"[10, 5, 7, 1, 3, 8, 14, 0, 4, 12, 2, 15, 9, 6, 13, 11]",25,2048,1
22,256,2838.481480005774,0.615380899999991,"[10, 5, 7, 1, 3, 8, 14, 0, 4, 12, 9, 15, 2, 6, 13, 11]",25,2048,1
23,512,2966.201260811846,0.6980550000000676,"[3, 11, 10, 8, 7, 12, 14, 0, 4, 15, 9, 6, 2, 5, 13, 1]",25,2048,1
24,1024,2966.201260811846,0.7538129000000708,"[3, 11, 10, 8, 7, 12, 14, 0, 4, 15, 9, 6, 2, 5, 13, 1]",25,2048,1
25,2048,2966.201260811846,0.7538129000000708,"[3, 11, 10, 8, 7, 12, 14, 0, 4, 15, 9, 6, 2, 5, 13, 1]",25,2048,1
26,0,2162.91699087045,0.7887812999999824,"[2, 10, 5, 9, 13, 1, 14, 0, 6, 11, 8, 7, 15, 12, 4, 3]",25,2048,2
27,1,2162.91699087045,0.7899138000000221,"[2, 10, 5, 9, 13, 1, 14, 0, 6, 11, 8, 7, 15, 12, 4, 3]",25,2048,2
28,2,2162.91699087045,0.8255678000000444,"[2, 10, 5, 9, 13, 1, 14, 0, 6, 11, 8, 7, 15, 12, 4, 3]",25,2048,2
29,4,2176.2638295708366,0.8610066999999617,"[2, 10, 5, 9, 13, 1, 14, 3, 6, 11, 8, 7, 15, 12, 4, 0]",25,2048,2
30,8,2265.3205715038266,0.8970142000000578,"[8, 10, 5, 9, 13, 11, 14, 3, 6, 1, 2, 7, 15, 12, 4, 0]",25,2048,2
31,16,2596.8962943686615,0.9435044000000516,"[8, 10, 5, 9, 13, 11, 7, 3, 6, 1, 15, 14, 2, 12, 4, 0]",25,2048,2
32,32,2622.99785500697,0.9858381999999892,"[8, 10, 5, 9, 13, 11, 7, 3, 6, 14, 15, 1, 2, 12, 4, 0]",25,2048,2
33,64,2654.0686189193593,1.0307082000000491,"[8, 10, 12, 4, 13, 11, 7, 2, 6, 14, 15, 1, 3, 5, 9, 0]",25,2048,2
34,128,2874.9352773806986,1.0988064000000577,"[4, 15, 7, 8, 13, 11, 0, 2, 6, 14, 3, 1, 10, 5, 9, 12]",25,2048,2
35,256,2907.073064294126,1.1894558000000188,"[14, 15, 7, 8, 10, 11, 0, 2, 6, 4, 3, 1, 13, 5, 9, 12]",25,2048,2
36,512,2968.938271313411,1.3224953999999798,"[9, 6, 7, 8, 10, 11, 3, 14, 15, 4, 0, 1, 13, 5, 2, 12]",25,2048,2
37,1024,2968.938271313411,1.3988342000000102,"[9, 6, 7, 8, 10, 11, 3, 14, 15, 4, 0, 1, 13, 5, 2, 12]",25,2048,2
38,2048,2968.938271313411,1.3988342000000102,"[9, 6, 7, 8, 10, 11, 3, 14, 15, 4, 0, 1, 13, 5, 2, 12]",25,2048,2
39,0,2235.6452253643934,1.440177100000028,"[2, 6, 1, 12, 4, 5, 11, 9, 7, 15, 14, 8, 0, 10, 13, 3]",25,2048,3
40,1,2337.0151600352056,1.4419748000000254,"[2, 10, 1, 12, 4, 5, 11, 9, 7, 15, 14, 8, 0, 6, 13, 3]",25,2048,3
41,2,2472.2890180263325,1.4842224000000215,"[2, 10, 1, 12, 4, 5, 11, 9, 7, 15, 13, 8, 0, 6, 14, 3]",25,2048,3
42,4,2518.0147148750643,1.5267023000000108,"[2, 10, 1, 12, 4, 5, 11, 9, 15, 7, 13, 8, 0, 6, 14, 3]",25,2048,3
43,8,2544.801532644007,1.5697169999999687,"[2, 10, 1, 12, 4, 5, 11, 0, 15, 7, 13, 8, 9, 6, 14, 3]",25,2048,3
44,16,2586.6081263892897,1.6153140999999778,"[2, 10, 1, 12, 4, 5, 0, 11, 15, 7, 13, 8, 9, 6, 14, 3]",25,2048,3
45,32,2726.6611884055455,1.6609594000000243,"[2, 10, 1, 12, 14, 5, 0, 11, 7, 8, 13, 15, 9, 3, 4, 6]",25,2048,3
46,64,2787.186665205813,1.7132493000000295,"[2, 12, 1, 10, 14, 5, 0, 11, 7, 8, 13, 15, 9, 3, 4, 6]",25,2048,3
47,128,2874.233124845249,1.770292799999993,"[2, 12, 1, 10, 5, 9, 0, 11, 13, 8, 7, 6, 14, 3, 4, 15]",25,2048,3
48,256,2906.733964370026,1.8471236999999974,"[9, 12, 1, 13, 5, 2, 0, 11, 10, 8, 7, 6, 14, 3, 4, 15]",25,2048,3
49,512,2913.9098966930287,1.9633350999999948,"[9, 0, 11, 13, 5, 2, 12, 1, 10, 8, 7, 6, 14, 3, 4, 15]",25,2048,3
50,1024,2913.9098966930287,2.0378143000000364,"[9, 0, 11, 13, 5, 2, 12, 1, 10, 8, 7, 6, 14, 3, 4, 15]",25,2048,3
51,2048,2913.9098966930287,2.0378143000000364,"[9, 0, 11, 13, 5, 2, 12, 1, 10, 8, 7, 6, 14, 3, 4, 15]",25,2048,3
52,0,2037.5496076227573,2.088010199999985,"[9, 7, 0, 14, 1, 3, 11, 10, 4, 2, 5, 8, 12, 15, 6, 13]",25,2048,4
53,1,2054.366601271108,2.08964160000005,"[9, 1, 0, 14, 7, 3, 11, 10, 4, 2, 5, 8, 12, 15, 6, 13]",25,2048,4
54,2,2054.366601271108,2.140566799999988,"[9, 1, 0, 14, 7, 3, 11, 10, 4, 2, 5, 8, 12, 15, 6, 13]",25,2048,4
55,4,2054.366601271108,2.1978162999999995,"[9, 1, 0, 14, 7, 3, 11, 10, 4, 2, 5, 8, 12, 15, 6, 13]",25,2048,4
56,8,2467.432097286708,2.254533400000014,"[9, 8, 15, 14, 7, 3, 11, 10, 4, 2, 5, 0, 6, 1, 12, 13]",25,2048,4
57,16,2527.161611002613,2.313617499999964,"[9, 8, 15, 14, 7, 3, 11, 10, 4, 2, 5, 13, 6, 1, 12, 0]",25,2048,4
58,32,2651.8364385129184,2.3796372000000474,"[0, 9, 15, 14, 7, 3, 11, 10, 4, 2, 5, 13, 6, 1, 12, 8]",25,2048,4
