,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,13.33196301460266,0.9995439376310242,0.012998342514038086,0.0028297395446145,tanh,"(10, 10, 10)","{'activation': 'tanh', 'hidden_layer_sizes': (10, 10, 10)}",0.6558952566573286,0.6525339122718052,0.65198726821422,0.651394277986186,0.6550237956487956,0.6533669021556671,0.0017678450501485577,1,0.6595559767010705,0.6624149007234327,0.6612024447893774,0.6642274199341418,0.6625670792317302,0.6619935642759505,0.0015533356453360876
