,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,3039.471522733014,0.000136099999963335,"[9, 11, 25, 22, 12, 10, 21, 1, 18, 5, 2, 23, 14, 26, 3, 15, 24, 8, 17, 0, 6, 19, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.999986321502263,10,8192
1,1,3045.7505049164574,0.0012577000002238492,"[9, 11, 25, 22, 12, 10, 21, 1, 2, 5, 18, 23, 14, 26, 3, 15, 24, 8, 17, 0, 6, 19, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.99987359772483,10,8192
2,2,3322.3671290980924,0.016299200000048586,"[9, 11, 25, 22, 13, 10, 21, 1, 2, 5, 18, 23, 14, 26, 3, 15, 24, 8, 17, 0, 6, 19, 7, 20, 16, 12, 4]",geometric,10,0.99,0.001,9.998362009823804,10,8192
3,4,3466.679657938195,0.028813200000058714,"[9, 11, 25, 22, 13, 18, 21, 1, 2, 5, 10, 23, 14, 26, 3, 15, 24, 8, 17, 0, 6, 19, 7, 20, 16, 12, 4]",geometric,10,0.99,0.001,9.997104595879033,10,8192
4,8,3521.6471377553426,0.040819700000156445,"[9, 11, 25, 22, 13, 18, 21, 1, 2, 5, 10, 23, 12, 26, 3, 15, 24, 8, 17, 0, 6, 19, 7, 20, 16, 14, 4]",geometric,10,0.99,0.001,9.995898324472789,10,8192
5,16,3867.4081857056954,0.05410470000015266,"[5, 1, 25, 22, 13, 18, 24, 11, 2, 9, 10, 23, 12, 26, 3, 15, 21, 8, 17, 0, 6, 19, 7, 20, 16, 14, 4]",geometric,10,0.99,0.001,9.99456377410079,10,8192
6,32,4344.504985777621,0.06763880000016798,"[5, 1, 25, 22, 20, 18, 17, 11, 24, 9, 10, 23, 12, 26, 3, 13, 21, 8, 2, 0, 19, 6, 7, 15, 16, 14, 4]",geometric,10,0.99,0.001,9.993204383499501,10,8192
7,64,4531.198011354835,0.08240320000004431,"[12, 1, 25, 22, 20, 19, 17, 18, 24, 9, 10, 26, 5, 23, 3, 16, 21, 8, 2, 0, 11, 6, 15, 7, 13, 14, 4]",geometric,10,0.99,0.001,9.991721630108636,10,8192
8,128,4630.523666108401,0.10200230000009469,"[12, 16, 0, 22, 20, 19, 17, 26, 24, 9, 10, 2, 5, 4, 21, 1, 3, 11, 15, 25, 8, 6, 18, 7, 13, 14, 23]",geometric,10,0.99,0.001,9.989753679214706,10,8192
9,256,4807.655105990737,0.13178070000003572,"[6, 8, 0, 19, 16, 12, 20, 2, 24, 9, 10, 26, 21, 4, 5, 25, 3, 11, 15, 18, 17, 22, 1, 7, 13, 14, 23]",geometric,10,0.99,0.001,9.986764363899551,10,8192
10,512,4823.575240577264,0.20234560000017154,"[6, 25, 0, 9, 20, 12, 23, 14, 24, 19, 10, 26, 21, 4, 5, 8, 3, 11, 15, 18, 17, 22, 1, 7, 13, 2, 16]",geometric,10,0.99,0.001,9.97968425208822,10,8192
11,1024,4825.386721812281,0.27732879999985016,"[6, 25, 0, 9, 20, 12, 23, 14, 24, 2, 10, 26, 21, 1, 5, 8, 3, 11, 15, 18, 17, 22, 4, 7, 13, 19, 16]",geometric,10,0.99,0.001,9.972166331863031,10,8192
12,2048,4825.386721812281,0.27732879999985016,"[6, 25, 0, 9, 20, 12, 23, 14, 24, 2, 10, 26, 21, 1, 5, 8, 3, 11, 15, 18, 17, 22, 4, 7, 13, 19, 16]",geometric,10,0.99,0.001,9.972166331863031,10,8192
13,4096,4825.386721812281,0.27732879999985016,"[6, 25, 0, 9, 20, 12, 23, 14, 24, 2, 10, 26, 21, 1, 5, 8, 3, 11, 15, 18, 17, 22, 4, 7, 13, 19, 16]",geometric,10,0.99,0.001,9.972166331863031,10,8192
14,8192,4825.386721812281,0.27732879999985016,"[6, 25, 0, 9, 20, 12, 23, 14, 24, 2, 10, 26, 21, 1, 5, 8, 3, 11, 15, 18, 17, 22, 4, 7, 13, 19, 16]",geometric,10,0.99,0.001,9.972166331863031,10,8192
