,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,2437.8575586495344,0.00012799999990420474,"[2, 10, 14, 12, 15, 9, 1, 8, 5, 0, 6, 17, 3, 7, 18, 11, 16, 13, 4]",geometric,10,0.99,0.001,9.999987135578392,10,8192
1,1,2448.4501911098,0.0010399000000234082,"[2, 10, 14, 12, 15, 9, 1, 8, 5, 0, 6, 17, 11, 7, 18, 3, 16, 13, 4]",geometric,10,0.99,0.001,9.999895487103608,10,8192
2,2,2602.7247551968117,0.0137158999998519,"[2, 10, 14, 12, 15, 9, 1, 8, 6, 0, 5, 17, 11, 7, 18, 3, 16, 13, 4]",geometric,10,0.99,0.001,9.998621600992607,10,8192
3,4,2844.876964247645,0.02267359999996188,"[2, 10, 14, 12, 1, 9, 15, 8, 6, 0, 5, 17, 11, 7, 18, 3, 16, 13, 4]",geometric,10,0.99,0.001,9.99772148667051,10,8192
4,8,2937.9425687066464,0.03228839999997035,"[2, 10, 14, 12, 1, 9, 15, 8, 4, 0, 5, 17, 11, 7, 18, 16, 3, 13, 6]",geometric,10,0.99,0.001,9.996755433832643,10,8192
5,16,2989.660436871651,0.04227979999996023,"[2, 10, 14, 12, 1, 9, 15, 8, 4, 0, 5, 17, 11, 13, 18, 16, 7, 3, 6]",geometric,10,0.99,0.001,9.995751640785286,10,8192
6,32,3177.4750737222485,0.05503720000001522,"[2, 10, 14, 12, 1, 3, 15, 9, 0, 4, 5, 17, 11, 13, 18, 16, 6, 8, 7]",geometric,10,0.99,0.001,9.994470106105869,10,8192
7,64,3231.6832951628767,0.06894629999987956,"[11, 10, 4, 5, 1, 7, 0, 9, 15, 14, 3, 13, 2, 17, 18, 16, 6, 8, 12]",geometric,10,0.99,0.001,9.993073065520994,10,8192
8,128,3335.538796559802,0.08601539999995111,"[1, 12, 4, 5, 11, 15, 7, 8, 6, 14, 3, 13, 18, 17, 2, 16, 0, 9, 10]",geometric,10,0.99,0.001,9.991358898997724,10,8192
9,256,3372.590941061345,0.11190129999999954,"[1, 12, 4, 15, 11, 5, 7, 9, 10, 14, 3, 13, 18, 17, 2, 16, 0, 8, 6]",geometric,10,0.99,0.001,9.988759865294588,10,8192
10,512,3381.5413496284636,0.15986369999995986,"[1, 12, 11, 15, 4, 3, 13, 8, 10, 14, 5, 7, 18, 17, 2, 16, 0, 9, 6]",geometric,10,0.99,0.001,9.983946061497752,10,8192
11,1024,3427.276827409519,0.2575047000000268,"[1, 15, 11, 12, 4, 5, 13, 8, 10, 14, 3, 7, 18, 17, 2, 16, 0, 9, 6]",geometric,10,0.99,0.001,9.974153372885878,10,8192
12,2048,3427.276827409519,0.2821555000000444,"[1, 15, 11, 12, 4, 5, 13, 8, 10, 14, 3, 7, 18, 17, 2, 16, 0, 9, 6]",geometric,10,0.99,0.001,9.971682594245529,10,8192
13,4096,3427.276827409519,0.2821555000000444,"[1, 15, 11, 12, 4, 5, 13, 8, 10, 14, 3, 7, 18, 17, 2, 16, 0, 9, 6]",geometric,10,0.99,0.001,9.971682594245529,10,8192
14,8192,3427.276827409519,0.2821555000000444,"[1, 15, 11, 12, 4, 5, 13, 8, 10, 14, 3, 7, 18, 17, 2, 16, 0, 9, 6]",geometric,10,0.99,0.001,9.971682594245529,10,8192
