,Iteration,Time,Fitness,Restarts,max_iters,current_restart
0,0,0.00018049999994218524,2618.694981745689,25,2048,0
1,1,0.0011443999999301013,2768.847531537516,25,2048,0
2,2,0.06481479999979456,2786.5493988766166,25,2048,0
3,3,0.07361759999980677,2786.5493988766166,25,2048,0
4,4,0.0737416999998004,2913.238162664673,25,2048,0
5,5,0.08292409999990014,2913.238162664673,25,2048,0
6,6,0.08303149999983361,2913.238162664673,25,2048,0
7,7,0.08312799999998788,2913.238162664673,25,2048,0
8,8,0.08322169999996731,2926.8644317911326,25,2048,0
9,9,0.09303369999997813,2926.8644317911326,25,2048,0
10,10,0.09314139999992221,2926.8644317911326,25,2048,0
11,11,0.09323959999983344,2926.8644317911326,25,2048,0
12,12,0.09333399999991343,2953.8660878091255,25,2048,0
13,13,0.09347079999997732,2953.8660878091255,25,2048,0
14,14,0.09359719999997651,2953.8660878091255,25,2048,0
15,15,0.09368949999998222,2953.8660878091255,25,2048,0
16,16,0.09377969999991365,2953.8660878091255,25,2048,0
17,17,0.10246029999984785,2953.8660878091255,25,2048,0
18,18,0.10258319999979904,2953.8660878091255,25,2048,0
19,19,0.10275830000000497,3070.519622605733,25,2048,0
20,20,0.10296499999981279,3070.519622605733,25,2048,0
21,21,0.10305889999995088,3119.120904306806,25,2048,0
22,22,0.10319289999983994,3119.120904306806,25,2048,0
23,23,0.10328519999984564,3256.122899346748,25,2048,0
24,24,0.10341799999991963,3256.122899346748,25,2048,0
25,25,0.10351869999999508,3256.122899346748,25,2048,0
26,26,0.10367299999984425,3355.603426716468,25,2048,0
27,27,0.1038048999998864,3355.603426716468,25,2048,0
28,28,0.10389509999981783,3355.603426716468,25,2048,0
29,29,0.10398419999978614,3355.603426716468,25,2048,0
30,30,0.10407209999993938,3355.603426716468,25,2048,0
31,31,0.10415999999986525,3355.603426716468,25,2048,0
32,32,0.10424789999979112,3355.603426716468,25,2048,0
33,33,0.11414989999980207,3355.603426716468,25,2048,0
34,34,0.11426129999995283,3355.603426716468,25,2048,0
35,35,0.11436269999990145,3355.603426716468,25,2048,0
36,36,0.1144601999999395,3424.8399928183244,25,2048,0
37,37,0.11459839999997712,3462.4998808361293,25,2048,0
38,38,0.1147828999999092,3462.4998808361293,25,2048,0
39,39,0.11490899999989779,3462.4998808361293,25,2048,0
40,40,0.1150007999999616,3462.4998808361293,25,2048,0
41,41,0.11509229999978743,3462.4998808361293,25,2048,0
42,42,0.1151815999999144,3462.4998808361293,25,2048,0
43,43,0.11527099999989332,3462.4998808361293,25,2048,0
44,44,0.11535979999985102,3462.4998808361293,25,2048,0
45,45,0.11544869999988805,3462.4998808361293,25,2048,0
46,46,0.1155373999999938,3462.4998808361293,25,2048,0
47,47,0.115626999999904,3478.4130713145446,25,2048,0
48,48,0.11576629999990473,3478.4130713145446,25,2048,0
