random_hill_climb,simulated_annealing,gradient_descent,genetic_alg
0.9194959349830756,0.9194964775848666,-0.9195076575729338,1.8565236348810843
0.9194934826953025,0.9195059419649576,-2.954601586970062,1.8093612157321375
0.9194847489350759,0.9195082510614103,-1.981283694196183,1.7423331975238465
0.9194216803939448,0.9195052745368693,-13.757758043673848,1.6028752356456268
0.9194216803939448,0.9195142688177602,-0.6931471805599454,1.6028752356456268
0.9193634643984127,0.9195142256675866,-13.864162485913369,1.39207593894521
0.9193634643984127,0.919519265632003,-15.500715022899291,1.2711849697330042
0.9192606646761371,0.9195230823067121,-15.500715022899291,1.2711849697330042
0.9191541481273727,0.9195155287018298,-15.500715022899291,1.2711849697330042
0.9191514893989585,0.919506061456355,-15.500715022899291,1.2711849697330042
0.9191514893989585,0.9195004671803344,-15.500715022899291,1.2711849697330042
0.9191514893989585,0.919405965093055,-15.500715022899291,1.2711849697330042
0.9191514893989585,0.9194794941670988,-15.500715022899291,1.2711849697330042
0.9191514893989585,0.9195013988244446,-15.500715022899291,1.2459820283957301
0.9191514893989585,0.9194885892774928,-15.500715022899291,1.2459820283957301
0.9191433528613756,0.919487177944151,-15.500715022899291,1.144578262897649
0.9191433528613756,0.9194830348354497,-15.500715022899291,1.144578262897649
0.9191390373532684,0.9194982709732887,-15.500715022899291,0.9975269281350704
0.9191390373532684,0.9195651005696182,-15.500715022899291,0.9975269281350704
0.9190690905872658,0.9195762751336635,-15.500715022899291,0.9975269281350704
0.9190690905872658,0.919573867305885,-15.500715022899291,0.9975269281350704
0.9190690905872658,0.9195672636621026,-15.500715022899291,0.9975269281350704
0.9190690905872658,0.9195745709768962,-15.500715022899291,0.9975269281350704
0.9190690905872658,0.9195715311870657,-15.500715022899291,0.9975269281350704
0.9190217891332594,0.9195685979834046,-15.500715022899291,0.9975269281350704
0.9190217891332594,0.9195689204770979,-15.500715022899291,0.9975269281350704
0.9190217891332594,0.9195811569953715,-15.500715022899291,0.9279599733960571
0.9190217891332594,0.9195478635853753,-15.500715022899291,0.9279599733960571
0.9190217891332594,0.9196065104435499,-15.500715022899291,0.9279599733960571
0.9190217891332594,0.9195977560144805,-15.500715022899291,0.9107468595104474
0.9190013429286209,0.919597300621674,-15.500715022899291,0.9107468595104474
0.9190013429286209,0.9195908760004413,-15.500715022899291,0.9107468595104474
0.9189938355196258,0.9195736645282622,-15.500715022899291,0.8964533180274535
0.9189938355196258,0.9196116713876344,-15.500715022899291,0.878991812431355
0.9188462711028872,0.9195913182333973,-15.500715022899291,0.878991812431355
0.9188462711028872,0.9195509240104118,-15.500715022899291,0.878991812431355
0.9188462711028872,0.9195887851620125,-15.500715022899291,0.878991812431355
0.9188442005895225,0.9195956377491789,-15.500715022899291,0.878991812431355
0.9188442005895225,0.9195928869564541,-15.500715022899291,0.878991812431355
0.9188442005895225,0.9195897006755452,-15.500715022899291,0.878991812431355
0.9188388348274857,0.919615033732508,-15.500715022899291,0.878991812431355
0.9188048535707048,0.9196148297741065,-15.500715022899291,0.8633657751649924
0.9188048193781964,0.9196164961809711,-15.500715022899291,0.8633657751649924
0.9187963386325161,0.9196194199588875,-15.500715022899291,0.8633657751649924
0.9187817766168851,0.919643148089107,-15.500715022899291,0.8633657751649924
0.9187817766168851,0.9196341068553563,-15.500715022899291,0.841247219324356
0.9187397135326296,0.9196333374300814,-15.500715022899291,0.841247219324356
0.9187355758954193,0.9196265115527229,-15.500715022899291,0.841247219324356
0.9187270483368717,0.91962941955731,-15.500715022899291,0.7939956207619367
0.9187270483368717,0.9196206533102754,-15.500715022899291,0.7939956207619367
