,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,1846.9694471248808,0.00014779999997927007,"[2, 9, 8, 5, 1, 10, 6, 3, 7, 11, 0, 4]",25,2048,0
1,1,1846.9694471248808,0.0012330999999790038,"[2, 9, 8, 5, 1, 10, 6, 3, 7, 11, 0, 4]",25,2048,0
2,2,2078.482695387098,0.01408019999996668,"[6, 9, 8, 5, 1, 10, 2, 3, 7, 11, 0, 4]",25,2048,0
3,4,2093.5095296078366,0.025183999999967455,"[6, 9, 8, 5, 1, 10, 2, 7, 0, 11, 3, 4]",25,2048,0
4,8,2154.2243260902856,0.036609199999986686,"[6, 9, 8, 5, 2, 10, 1, 7, 0, 11, 3, 4]",25,2048,0
5,16,2166.7579019063664,0.048727999999982785,"[6, 9, 4, 5, 2, 10, 1, 7, 0, 11, 3, 8]",25,2048,0
6,32,2166.7579019063664,0.06266709999999875,"[6, 9, 4, 5, 2, 10, 1, 7, 0, 11, 3, 8]",25,2048,0
7,64,2183.4281918346137,0.07814369999999826,"[6, 9, 11, 10, 2, 5, 8, 7, 0, 4, 3, 1]",25,2048,0
8,128,2224.9044680395364,0.09793959999996105,"[6, 9, 2, 10, 11, 5, 8, 7, 0, 4, 3, 1]",25,2048,0
9,256,2247.619537974187,0.1232255999999552,"[6, 9, 2, 10, 4, 5, 1, 7, 0, 11, 3, 8]",25,2048,0
10,512,2247.619537974187,0.15370839999997088,"[6, 9, 2, 10, 4, 5, 1, 7, 0, 11, 3, 8]",25,2048,0
11,1024,2247.619537974187,0.15370839999997088,"[6, 9, 2, 10, 4, 5, 1, 7, 0, 11, 3, 8]",25,2048,0
12,2048,2247.619537974187,0.15370839999997088,"[6, 9, 2, 10, 4, 5, 1, 7, 0, 11, 3, 8]",25,2048,0
13,0,1499.0625256104959,0.16912009999998645,"[0, 6, 4, 11, 5, 2, 7, 1, 3, 10, 8, 9]",25,2048,1
14,1,1499.0625256104959,0.1698948999999743,"[0, 6, 4, 11, 5, 2, 7, 1, 3, 10, 8, 9]",25,2048,1
15,2,1499.0625256104959,0.18360049999995454,"[0, 6, 4, 11, 5, 2, 7, 1, 3, 10, 8, 9]",25,2048,1
16,4,1500.565616244613,0.19807759999997643,"[0, 6, 4, 11, 5, 2, 7, 1, 3, 10, 9, 8]",25,2048,1
17,8,1926.1001183577957,0.21440289999998186,"[0, 8, 3, 11, 5, 2, 7, 1, 4, 10, 9, 6]",25,2048,1
18,16,2017.8022598147215,0.22919809999996232,"[0, 8, 3, 11, 5, 2, 1, 7, 4, 10, 9, 6]",25,2048,1
19,32,2135.545381410261,0.24612559999997075,"[0, 8, 10, 11, 3, 2, 1, 5, 4, 7, 9, 6]",25,2048,1
20,64,2207.635412683093,0.26408969999999954,"[0, 8, 10, 11, 3, 2, 1, 5, 4, 6, 9, 7]",25,2048,1
21,128,2250.4082673936123,0.28736909999997806,"[0, 11, 10, 4, 3, 2, 8, 5, 1, 6, 9, 7]",25,2048,1
22,256,2250.4082673936123,0.3183854999999767,"[0, 11, 10, 4, 3, 2, 8, 5, 1, 6, 9, 7]",25,2048,1
23,512,2250.4082673936123,0.34586769999998523,"[0, 11, 10, 4, 3, 2, 8, 5, 1, 6, 9, 7]",25,2048,1
24,1024,2250.4082673936123,0.34586769999998523,"[0, 11, 10, 4, 3, 2, 8, 5, 1, 6, 9, 7]",25,2048,1
25,2048,2250.4082673936123,0.34586769999998523,"[0, 11, 10, 4, 3, 2, 8, 5, 1, 6, 9, 7]",25,2048,1
26,0,1883.6114444595833,0.3638366999999789,"[4, 5, 3, 1, 0, 6, 11, 8, 7, 9, 2, 10]",25,2048,2
27,1,1883.6114444595833,0.3647518999999875,"[4, 5, 3, 1, 0, 6, 11, 8, 7, 9, 2, 10]",25,2048,2
28,2,1883.6114444595833,0.3805600999999683,"[4, 5, 3, 1, 0, 6, 11, 8, 7, 9, 2, 10]",25,2048,2
