,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,2618.694981745689,0.016006199999992532,"[17, 14, 11, 12, 10, 2, 18, 9, 20, 3, 15, 8, 1, 19, 5, 0, 6, 7, 16, 13, 4]",300,0.03,2048
1,1,3366.5329080695838,0.0641089999999167,"[1, 20, 16, 18, 10, 2, 17, 11, 19, 7, 8, 5, 9, 6, 14, 13, 0, 4, 12, 3, 15]",300,0.03,2048
2,2,3491.122493736576,0.12406929999997374,"[2, 1, 0, 8, 3, 20, 7, 18, 13, 14, 19, 17, 16, 5, 11, 15, 6, 9, 12, 4, 10]",300,0.03,2048
3,4,3540.0778028097225,0.23414429999979802,"[8, 19, 5, 1, 12, 16, 2, 7, 11, 3, 18, 15, 9, 20, 4, 0, 14, 17, 10, 13, 6]",300,0.03,2048
4,8,3656.5371465165595,0.4405709999998635,"[8, 19, 5, 1, 12, 16, 2, 7, 11, 3, 18, 15, 9, 17, 4, 6, 13, 14, 0, 20, 10]",300,0.03,2048
5,16,3680.372351718537,0.8785261999998966,"[8, 19, 5, 1, 12, 16, 2, 7, 11, 17, 14, 10, 18, 3, 4, 15, 9, 6, 20, 0, 13]",300,0.03,2048
6,32,3750.8424015475925,1.7528283999999985,"[18, 3, 8, 19, 5, 1, 12, 16, 2, 7, 13, 14, 10, 11, 15, 9, 17, 4, 6, 20, 0]",300,0.03,2048
7,64,3781.289043828885,3.366745599999831,"[18, 3, 8, 1, 17, 19, 12, 9, 5, 16, 2, 7, 13, 14, 10, 4, 15, 11, 6, 20, 0]",300,0.03,2048
8,128,3894.92599072524,6.810855099999799,"[18, 3, 20, 19, 17, 1, 15, 9, 5, 16, 2, 7, 13, 14, 12, 11, 10, 4, 6, 8, 0]",300,0.03,2048
9,256,3924.789703243529,13.921460699999898,"[18, 0, 20, 1, 5, 19, 15, 9, 17, 16, 2, 7, 13, 14, 12, 11, 3, 4, 6, 8, 10]",300,0.03,2048
10,512,3931.4887472629816,28.377753900000016,"[18, 0, 20, 1, 5, 9, 15, 19, 13, 7, 2, 16, 17, 14, 12, 11, 6, 4, 3, 8, 10]",300,0.03,2048
11,1024,3931.4887472629816,34.080579099999795,"[18, 0, 20, 1, 5, 9, 15, 19, 13, 7, 2, 16, 17, 14, 12, 11, 6, 4, 3, 8, 10]",300,0.03,2048
12,2048,3931.4887472629816,34.080579099999795,"[18, 0, 20, 1, 5, 9, 15, 19, 13, 7, 2, 16, 17, 14, 12, 11, 6, 4, 3, 8, 10]",300,0.03,2048
