,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,2170.402957280756,0.0001364000000876331,"[2, 10, 8, 5, 1, 12, 6, 9, 3, 7, 13, 11, 0, 4]",geometric,10,0.99,0.001,9.999986291351284,10,8192
1,1,2273.281004593937,0.0012437000000318221,"[2, 10, 8, 5, 1, 12, 6, 9, 0, 7, 13, 11, 3, 4]",geometric,10,0.99,0.001,9.999875004754184,10,8192
2,2,2273.281004593937,0.02326990000005935,"[2, 10, 8, 5, 1, 12, 6, 9, 0, 7, 13, 11, 3, 4]",geometric,10,0.99,0.001,9.997661570352513,10,8192
3,4,2268.76239937489,0.0434879000000592,"[2, 10, 8, 5, 1, 12, 6, 4, 0, 7, 13, 11, 3, 9]",geometric,10,0.99,0.001,9.995630274997406,10,8192
4,8,2268.76239937489,0.06469409999999698,"[2, 10, 8, 5, 1, 12, 6, 4, 0, 7, 13, 11, 3, 9]",geometric,10,0.99,0.001,9.993500138998057,10,8192
5,16,2324.4757826986133,0.08819630000004963,"[2, 10, 8, 12, 7, 5, 6, 1, 0, 4, 13, 11, 3, 9]",geometric,10,0.99,0.001,9.991139903025525,10,8192
6,32,2426.265840556479,0.11144680000006701,"[8, 0, 2, 12, 7, 5, 3, 1, 6, 9, 13, 11, 10, 4]",geometric,10,0.99,0.001,9.988805492831686,10,8192
7,64,2478.866041754929,0.13938450000000557,"[8, 12, 2, 5, 7, 0, 13, 1, 6, 9, 3, 11, 10, 4]",geometric,10,0.99,0.001,9.98600119710034,10,8192
8,128,2474.1961715650727,0.1739425000000665,"[8, 0, 2, 12, 7, 5, 13, 1, 6, 4, 3, 11, 10, 9]",geometric,10,0.99,0.001,9.982533466333521,10,8192
9,256,2620.027252712237,0.21591690000002473,"[8, 12, 1, 5, 7, 4, 13, 9, 6, 2, 3, 11, 10, 0]",geometric,10,0.99,0.001,9.978323154674113,10,8192
10,512,2641.4194502041883,0.28130300000009356,"[1, 12, 8, 5, 7, 4, 10, 11, 6, 2, 3, 9, 13, 0]",geometric,10,0.99,0.001,9.971768031103661,10,8192
11,1024,2641.43947776609,0.35812990000010814,"[8, 12, 1, 5, 7, 4, 10, 11, 6, 2, 3, 9, 13, 0]",geometric,10,0.99,0.001,9.964071440341886,10,8192
12,2048,2641.43947776609,0.35812990000010814,"[8, 12, 1, 5, 7, 4, 10, 11, 6, 2, 3, 9, 13, 0]",geometric,10,0.99,0.001,9.964071440341886,10,8192
13,4096,2641.43947776609,0.35812990000010814,"[8, 12, 1, 5, 7, 4, 10, 11, 6, 2, 3, 9, 13, 0]",geometric,10,0.99,0.001,9.964071440341886,10,8192
14,8192,2641.43947776609,0.35812990000010814,"[8, 12, 1, 5, 7, 4, 10, 11, 6, 2, 3, 9, 13, 0]",geometric,10,0.99,0.001,9.964071440341886,10,8192
