,Iteration,Fitness,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,1824.7136682710156,0.014633200000048419,"[2, 12, 9, 8, 1, 5, 15, 6, 10, 3, 7, 16, 11, 0, 13, 14, 4]",False,300,0.2,2048
1,1,2782.79587778298,0.4840917000000218,"[15, 9, 3, 8, 12, 13, 7, 16, 0, 4, 5, 1, 10, 2, 11, 6, 14]",False,300,0.2,2048
2,2,2782.79587778298,0.9515622999999778,"[15, 9, 3, 8, 12, 13, 7, 16, 0, 4, 5, 1, 10, 2, 11, 6, 14]",False,300,0.2,2048
3,4,2945.1480549197177,1.9309051000000181,"[5, 2, 13, 14, 3, 8, 0, 11, 12, 4, 15, 16, 10, 9, 7, 6, 1]",False,300,0.2,2048
4,8,2978.4258527861775,3.8433655000000044,"[15, 11, 13, 8, 0, 9, 7, 16, 3, 4, 12, 1, 10, 2, 5, 6, 14]",False,300,0.2,2048
5,16,2978.4258527861775,7.5386338000000706,"[15, 11, 13, 8, 0, 9, 7, 16, 3, 4, 12, 1, 10, 2, 5, 6, 14]",False,300,0.2,2048
6,32,2978.4258527861775,14.675763299999971,"[15, 11, 13, 8, 0, 9, 7, 16, 3, 4, 12, 1, 10, 2, 5, 6, 14]",False,300,0.2,2048
7,64,2978.4258527861775,29.210407000000032,"[15, 11, 13, 8, 0, 9, 7, 16, 3, 4, 12, 1, 10, 2, 5, 6, 14]",False,300,0.2,2048
8,128,2978.4258527861775,57.915693900000065,"[15, 11, 13, 8, 0, 9, 7, 16, 3, 4, 12, 1, 10, 2, 5, 6, 14]",False,300,0.2,2048
9,256,2978.4258527861775,92.25127340000006,"[15, 11, 13, 8, 0, 9, 7, 16, 3, 4, 12, 1, 10, 2, 5, 6, 14]",False,300,0.2,2048
10,512,2978.4258527861775,92.25127340000006,"[15, 11, 13, 8, 0, 9, 7, 16, 3, 4, 12, 1, 10, 2, 5, 6, 14]",False,300,0.2,2048
11,1024,2978.4258527861775,92.25127340000006,"[15, 11, 13, 8, 0, 9, 7, 16, 3, 4, 12, 1, 10, 2, 5, 6, 14]",False,300,0.2,2048
12,2048,2978.4258527861775,92.25127340000006,"[15, 11, 13, 8, 0, 9, 7, 16, 3, 4, 12, 1, 10, 2, 5, 6, 14]",False,300,0.2,2048
