,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,4490.680427555874,0.0001495000005888869,"[10, 25, 12, 11, 26, 15, 1, 3, 18, 21, 9, 24, 5, 28, 2, 22, 14, 29, 27, 8, 17, 0, 6, 23, 19, 7, 20, 16, 13, 4]",25,2048,0
1,1,4490.680427555874,0.006542900000567897,"[10, 25, 12, 11, 26, 15, 1, 3, 18, 21, 9, 24, 5, 28, 2, 22, 14, 29, 27, 8, 17, 0, 6, 23, 19, 7, 20, 16, 13, 4]",25,2048,0
2,2,4490.680427555874,0.0214218000000983,"[10, 25, 12, 11, 26, 15, 1, 3, 18, 21, 9, 24, 5, 28, 2, 22, 14, 29, 27, 8, 17, 0, 6, 23, 19, 7, 20, 16, 13, 4]",25,2048,0
3,4,4780.1639562740265,0.031149000000368687,"[10, 25, 12, 11, 26, 15, 1, 3, 18, 21, 9, 24, 19, 28, 2, 22, 14, 29, 27, 8, 17, 0, 6, 23, 5, 7, 20, 16, 13, 4]",25,2048,0
4,8,4817.654192760575,0.04061520000050223,"[10, 25, 12, 11, 26, 15, 1, 3, 18, 21, 9, 24, 19, 28, 2, 22, 14, 29, 6, 8, 17, 0, 27, 4, 5, 7, 20, 16, 13, 23]",25,2048,0
5,16,4948.748287130773,0.0518502000004446,"[10, 25, 12, 11, 26, 15, 1, 3, 18, 21, 9, 24, 7, 28, 2, 22, 14, 29, 6, 4, 17, 0, 27, 8, 5, 19, 20, 16, 13, 23]",25,2048,0
6,32,4970.900455326332,0.06300860000010289,"[10, 25, 12, 11, 26, 15, 1, 3, 18, 21, 23, 24, 7, 28, 2, 22, 4, 14, 6, 29, 17, 0, 27, 8, 5, 19, 20, 16, 13, 9]",25,2048,0
7,64,5106.644135474222,0.07730369999990216,"[10, 2, 17, 11, 0, 15, 1, 3, 18, 21, 23, 24, 4, 28, 25, 22, 7, 14, 6, 29, 12, 26, 27, 8, 5, 19, 20, 16, 13, 9]",25,2048,0
8,128,5202.008993072213,0.09597269999994751,"[10, 2, 17, 11, 13, 27, 1, 3, 18, 21, 23, 28, 4, 24, 25, 22, 7, 8, 6, 29, 12, 26, 15, 14, 5, 19, 20, 16, 0, 9]",25,2048,0
9,256,5364.4875805860875,0.12520190000032017,"[13, 9, 10, 11, 17, 27, 1, 24, 23, 0, 18, 12, 4, 3, 26, 22, 8, 20, 6, 29, 28, 25, 15, 14, 5, 19, 7, 16, 21, 2]",25,2048,0
10,512,5404.7443724929335,0.18162949999987177,"[10, 9, 13, 11, 17, 27, 26, 3, 8, 0, 18, 12, 4, 28, 25, 24, 23, 20, 6, 29, 22, 1, 15, 14, 5, 2, 7, 16, 21, 19]",25,2048,0
11,1024,5442.952262091526,0.277851599999849,"[21, 11, 17, 16, 20, 27, 26, 3, 4, 0, 18, 12, 8, 24, 25, 5, 2, 7, 6, 1, 15, 29, 22, 14, 28, 23, 13, 19, 10, 9]",25,2048,0
12,2048,5442.952262091526,0.3258899000002202,"[21, 11, 17, 16, 20, 27, 26, 3, 4, 0, 18, 12, 8, 24, 25, 5, 2, 7, 6, 1, 15, 29, 22, 14, 28, 23, 13, 19, 10, 9]",25,2048,0
13,0,3688.173334216599,0.34639490000063233,"[23, 18, 26, 22, 21, 9, 29, 11, 2, 3, 28, 4, 16, 6, 13, 14, 0, 25, 1, 17, 20, 15, 7, 10, 19, 8, 24, 5, 27, 12]",25,2048,1
14,1,3890.697944809794,0.34760710000045947,"[23, 18, 26, 22, 21, 9, 29, 11, 2, 3, 17, 4, 16, 6, 13, 14, 0, 25, 1, 28, 20, 15, 7, 10, 19, 8, 24, 5, 27, 12]",25,2048,1
15,2,3890.697944809794,0.3684921000003669,"[23, 18, 26, 22, 21, 9, 29, 11, 2, 3, 17, 4, 16, 6, 13, 14, 0, 25, 1, 28, 20, 15, 7, 10, 19, 8, 24, 5, 27, 12]",25,2048,1
16,4,3954.1334385553,0.3890698000004704,"[23, 18, 26, 22, 21, 9, 29, 11, 2, 3, 5, 4, 16, 6, 13, 14, 0, 25, 1, 28, 20, 15, 7, 10, 19, 8, 24, 17, 27, 12]",25,2048,1
17,8,3985.9826016239817,0.4462061000003814,"[23, 25, 26, 22, 21, 9, 29, 11, 2, 3, 5, 4, 16, 7, 13, 14, 0, 18, 8, 28, 20, 15, 6, 10, 19, 1, 24, 17, 27, 12]",25,2048,1
