,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,2437.8575586495344,0.00013909999984207388,"[2, 10, 14, 12, 15, 9, 1, 8, 5, 0, 6, 17, 3, 7, 18, 11, 16, 13, 4]",25,2048,0
1,1,2448.4501911098,0.0012202999998862651,"[2, 10, 14, 12, 15, 9, 1, 8, 5, 0, 6, 17, 11, 7, 18, 3, 16, 13, 4]",25,2048,0
2,2,2602.7247551968117,0.013787699999966208,"[2, 10, 14, 12, 15, 9, 1, 8, 6, 0, 5, 17, 11, 7, 18, 3, 16, 13, 4]",25,2048,0
3,4,2844.876964247645,0.023086599999942337,"[2, 10, 14, 12, 1, 9, 15, 8, 6, 0, 5, 17, 11, 7, 18, 3, 16, 13, 4]",25,2048,0
4,8,2844.876964247645,0.03322749999983898,"[2, 10, 14, 12, 1, 9, 15, 8, 6, 0, 5, 17, 11, 7, 18, 3, 16, 13, 4]",25,2048,0
5,16,3002.805300035358,0.043495799999845985,"[2, 10, 14, 12, 1, 9, 15, 8, 3, 0, 5, 17, 11, 7, 18, 6, 16, 13, 4]",25,2048,0
6,32,3090.7380017428545,0.05533549999995557,"[11, 10, 9, 12, 14, 1, 15, 8, 3, 0, 5, 17, 2, 7, 18, 6, 4, 13, 16]",25,2048,0
7,64,3219.3024258771206,0.0686028999998598,"[11, 10, 5, 14, 12, 1, 15, 8, 3, 13, 18, 17, 2, 7, 9, 0, 4, 6, 16]",25,2048,0
8,128,3340.1123534268036,0.08518879999996898,"[4, 3, 16, 14, 12, 1, 6, 8, 15, 7, 18, 0, 2, 13, 9, 10, 11, 17, 5]",25,2048,0
9,256,3402.132112217538,0.11458470000002308,"[4, 3, 16, 12, 7, 1, 6, 11, 15, 14, 2, 0, 18, 13, 9, 10, 8, 17, 5]",25,2048,0
10,512,3448.8157016610226,0.16537939999989248,"[4, 12, 14, 3, 7, 8, 10, 11, 15, 16, 2, 13, 18, 0, 1, 6, 9, 17, 5]",25,2048,0
11,1024,3448.8157016610226,0.20252659999982825,"[4, 12, 14, 3, 7, 8, 10, 11, 15, 16, 2, 13, 18, 0, 1, 6, 9, 17, 5]",25,2048,0
12,2048,3448.8157016610226,0.20252659999982825,"[4, 12, 14, 3, 7, 8, 10, 11, 15, 16, 2, 13, 18, 0, 1, 6, 9, 17, 5]",25,2048,0
13,0,2534.128036173758,0.222371800000019,"[15, 1, 5, 0, 4, 2, 13, 9, 8, 11, 12, 6, 7, 17, 14, 18, 16, 10, 3]",25,2048,1
14,1,2534.128036173758,0.22352349999982835,"[15, 1, 5, 0, 4, 2, 13, 9, 8, 11, 12, 6, 7, 17, 14, 18, 16, 10, 3]",25,2048,1
15,2,2534.128036173758,0.2417849999999362,"[15, 1, 5, 0, 4, 2, 13, 9, 8, 11, 12, 6, 7, 17, 14, 18, 16, 10, 3]",25,2048,1
16,4,2569.3508144058533,0.25930159999984426,"[15, 1, 5, 0, 4, 2, 17, 9, 8, 11, 12, 6, 7, 13, 14, 18, 16, 10, 3]",25,2048,1
17,8,2619.0269300914424,0.2766660999998294,"[15, 1, 13, 0, 4, 2, 17, 9, 8, 11, 12, 6, 7, 5, 14, 18, 16, 10, 3]",25,2048,1
18,16,2979.4043754368136,0.2942497999999887,"[15, 1, 13, 10, 4, 2, 17, 9, 3, 11, 12, 6, 7, 5, 14, 18, 16, 0, 8]",25,2048,1
19,32,3119.6587779271445,0.31216380000000754,"[15, 1, 14, 10, 4, 2, 17, 9, 12, 7, 3, 6, 11, 5, 13, 18, 16, 0, 8]",25,2048,1
20,64,3229.311472614067,0.3332126000000244,"[15, 9, 14, 10, 7, 2, 0, 8, 12, 4, 3, 13, 11, 5, 17, 18, 16, 6, 1]",25,2048,1
21,128,3256.5780300925967,0.35744260000001304,"[15, 9, 7, 5, 14, 2, 0, 1, 12, 4, 3, 13, 11, 10, 17, 18, 16, 6, 8]",25,2048,1
22,256,3415.4678862335886,0.3942789999998695,"[0, 18, 17, 5, 7, 2, 13, 1, 12, 4, 3, 14, 16, 15, 11, 10, 9, 6, 8]",25,2048,1
23,512,3415.4678862335886,0.4419900000000325,"[0, 18, 17, 5, 7, 2, 13, 1, 12, 4, 3, 14, 16, 15, 11, 10, 9, 6, 8]",25,2048,1
24,1024,3415.4678862335886,0.4419900000000325,"[0, 18, 17, 5, 7, 2, 13, 1, 12, 4, 3, 14, 16, 15, 11, 10, 9, 6, 8]",25,2048,1
