,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,3206.1967311383332,0.02971879999995508,"[9, 11, 24, 21, 12, 10, 15, 1, 23, 5, 2, 22, 14, 25, 3, 18, 8, 17, 0, 6, 19, 7, 20, 16, 13, 4]",300,0.03,2048
1,1,4139.428413105408,0.13343429999986256,"[20, 14, 10, 11, 13, 21, 4, 6, 8, 23, 2, 3, 0, 24, 19, 7, 9, 16, 15, 17, 1, 12, 25, 5, 22, 18]",300,0.03,2048
2,2,4172.857306911502,0.21191339999995762,"[4, 7, 2, 0, 20, 18, 10, 24, 23, 14, 17, 15, 1, 22, 8, 6, 16, 12, 9, 3, 25, 13, 5, 21, 19, 11]",300,0.03,2048
3,4,4356.6381722429505,0.36158609999984037,"[22, 11, 23, 5, 1, 10, 0, 4, 3, 9, 24, 19, 16, 12, 21, 20, 17, 25, 13, 14, 7, 6, 2, 8, 15, 18]",300,0.03,2048
4,8,4457.656812986481,0.5981984999998531,"[18, 22, 25, 16, 13, 14, 6, 2, 20, 15, 9, 24, 8, 3, 1, 17, 7, 21, 11, 10, 19, 5, 23, 12, 4, 0]",300,0.03,2048
5,16,4580.042671852951,1.1134099999999307,"[22, 11, 23, 5, 1, 10, 16, 15, 18, 20, 14, 13, 21, 4, 6, 2, 0, 25, 19, 12, 9, 17, 3, 7, 24, 8]",300,0.03,2048
6,32,4721.080137077786,2.06485019999991,"[3, 11, 15, 18, 5, 19, 12, 1, 22, 4, 10, 14, 6, 2, 0, 25, 23, 16, 20, 24, 13, 9, 17, 7, 21, 8]",300,0.03,2048
7,64,4780.835973603475,3.8536723000001984,"[3, 11, 15, 18, 5, 19, 12, 1, 22, 4, 10, 14, 6, 2, 0, 25, 7, 23, 21, 20, 16, 13, 17, 8, 24, 9]",300,0.03,2048
8,128,4846.880738423056,8.024653500000113,"[3, 18, 15, 2, 7, 5, 19, 12, 1, 22, 4, 6, 11, 10, 14, 0, 16, 23, 21, 20, 25, 13, 17, 8, 24, 9]",300,0.03,2048
9,256,4886.611257368991,15.687104900000122,"[12, 18, 15, 2, 7, 24, 8, 3, 1, 22, 4, 6, 11, 10, 25, 0, 16, 23, 5, 20, 14, 13, 17, 19, 21, 9]",300,0.03,2048
10,512,4891.77111728757,30.772899999999936,"[3, 18, 6, 14, 7, 24, 8, 12, 4, 22, 1, 15, 11, 10, 25, 0, 16, 23, 5, 20, 2, 13, 17, 19, 21, 9]",300,0.03,2048
11,1024,4891.77111728757,34.194643599999836,"[3, 18, 6, 14, 7, 24, 8, 12, 4, 22, 1, 15, 11, 10, 25, 0, 16, 23, 5, 20, 2, 13, 17, 19, 21, 9]",300,0.03,2048
12,2048,4891.77111728757,34.194643599999836,"[3, 18, 6, 14, 7, 24, 8, 12, 4, 22, 1, 15, 11, 10, 25, 0, 16, 23, 5, 20, 2, 13, 17, 19, 21, 9]",300,0.03,2048
