,Iteration,Time,Fitness,Population Size,Mutation Rate,max_iters
0,0,0.02971879999995508,4139.428413105408,300,0.03,2048
1,1,0.13343429999986256,4172.857306911502,300,0.03,2048
2,2,0.21191339999995762,4256.417638590581,300,0.03,2048
3,3,0.30204170000024533,4356.6381722429505,300,0.03,2048
4,4,0.36158609999984037,4356.6381722429505,300,0.03,2048
5,5,0.42560210000010557,4445.954337967954,300,0.03,2048
6,6,0.4835256000001209,4445.954337967954,300,0.03,2048
7,7,0.5418503999999302,4457.656812986481,300,0.03,2048
8,8,0.5981984999998531,4467.797208011867,300,0.03,2048
9,9,0.6685237000001507,4503.587341724687,300,0.03,2048
10,10,0.7239030000000639,4520.299554293501,300,0.03,2048
11,11,0.7815961000001153,4520.299554293501,300,0.03,2048
12,12,0.8538896000000022,4520.299554293501,300,0.03,2048
13,13,0.9154109000000972,4520.599678788211,300,0.03,2048
14,14,0.9889628000000812,4580.042671852951,300,0.03,2048
15,15,1.0593709999998282,4580.042671852951,300,0.03,2048
16,16,1.1134099999999307,4581.174960872959,300,0.03,2048
17,17,1.184074199999941,4581.174960872959,300,0.03,2048
18,18,1.2362161000000924,4581.174960872959,300,0.03,2048
19,19,1.2893113000000085,4652.261576308439,300,0.03,2048
20,20,1.347460399999818,4652.261576308439,300,0.03,2048
21,21,1.403659399999924,4657.626451528057,300,0.03,2048
22,22,1.4614771000001383,4657.626451528057,300,0.03,2048
23,23,1.5149473000001308,4657.626451528057,300,0.03,2048
24,24,1.5752427000002172,4657.626451528057,300,0.03,2048
25,25,1.64205660000016,4657.626451528057,300,0.03,2048
26,26,1.7080787999998392,4684.353343080086,300,0.03,2048
27,27,1.777445600000192,4684.353343080086,300,0.03,2048
28,28,1.8367119999998067,4684.353343080086,300,0.03,2048
29,29,1.8928439000001163,4684.353343080086,300,0.03,2048
30,30,1.9564328000001296,4721.080137077786,300,0.03,2048
31,31,2.010977599999933,4721.080137077786,300,0.03,2048
32,32,2.06485019999991,4721.080137077786,300,0.03,2048
33,33,2.1305997999998,4721.080137077786,300,0.03,2048
34,34,2.185096700000031,4721.080137077786,300,0.03,2048
35,35,2.2373372000001837,4721.080137077786,300,0.03,2048
36,36,2.289599199999884,4725.855296413587,300,0.03,2048
37,37,2.341516800000136,4725.855296413587,300,0.03,2048
38,38,2.395197199999984,4725.855296413587,300,0.03,2048
39,39,2.4501233999999386,4729.498683597276,300,0.03,2048
40,40,2.506946699999844,4729.498683597276,300,0.03,2048
41,41,2.5640002000000095,4742.47540586834,300,0.03,2048
42,42,2.6194156999999905,4742.47540586834,300,0.03,2048
43,43,2.674203800000214,4744.129515371706,300,0.03,2048
44,44,2.730952100000195,4747.513734242251,300,0.03,2048
45,45,2.7872763000000305,4747.513734242251,300,0.03,2048
46,46,2.847385900000063,4747.513734242251,300,0.03,2048
47,47,2.9042687000001024,4760.126020991194,300,0.03,2048
48,48,2.963147299999946,4760.126020991194,300,0.03,2048
49,49,3.019201399999929,4760.126020991194,300,0.03,2048
50,50,3.0766939999998613,4760.126020991194,300,0.03,2048
51,51,3.1354879000000437,4760.126020991194,300,0.03,2048
52,52,3.1927095999999437,4760.126020991194,300,0.03,2048
53,53,3.2486932000001616,4760.126020991194,300,0.03,2048
54,54,3.306868199999826,4760.126020991194,300,0.03,2048
55,55,3.3616409000001113,4760.126020991194,300,0.03,2048
56,56,3.41733639999984,4766.1966321352875,300,0.03,2048
57,57,3.4715328000002046,4766.1966321352875,300,0.03,2048
58,58,3.5271026000000347,4766.1966321352875,300,0.03,2048
59,59,3.5841199000001325,4771.027305015187,300,0.03,2048
60,60,3.6382603000001836,4771.027305015187,300,0.03,2048
61,61,3.6926800000001094,4771.027305015187,300,0.03,2048
62,62,3.7475838000000294,4780.835973603475,300,0.03,2048
63,63,3.8011532999998963,4780.835973603475,300,0.03,2048
64,64,3.8536723000001984,4795.819005827842,300,0.03,2048
65,65,3.916951600000175,4795.819005827842,300,0.03,2048
66,66,3.9849992999997994,4795.819005827842,300,0.03,2048
67,67,4.036482599999999,4795.819005827842,300,0.03,2048
68,68,4.090122999999949,4798.0984676907465,300,0.03,2048
69,69,4.146405800000139,4798.0984676907465,300,0.03,2048
70,70,4.214367399999901,4798.0984676907465,300,0.03,2048
71,71,4.2710904999999,4798.0984676907465,300,0.03,2048
72,72,4.3269264999998995,4809.248102249626,300,0.03,2048
73,73,4.393112400000064,4809.248102249626,300,0.03,2048
74,74,4.449903499999891,4809.248102249626,300,0.03,2048
75,75,4.505286999999953,4809.248102249626,300,0.03,2048
76,76,4.562732700000197,4809.248102249626,300,0.03,2048
77,77,4.627934399999958,4809.248102249626,300,0.03,2048
78,78,4.765797699999894,4809.248102249626,300,0.03,2048
79,79,4.8283213999998225,4809.248102249626,300,0.03,2048
80,80,4.906853800000135,4811.527564112529,300,0.03,2048
81,81,4.963167899999917,4811.527564112529,300,0.03,2048
82,82,5.031722300000183,4811.527564112529,300,0.03,2048
83,83,5.214981799999805,4823.039358493481,300,0.03,2048
84,84,5.2983352000001105,4823.039358493481,300,0.03,2048
85,85,5.362624400000186,4823.039358493481,300,0.03,2048
