,Iteration,Time,Fitness,Temperature,max_iters
0,0,0.00034330000016780104,50.0,1,8192
1,1,0.001933600000484148,50.0,1,8192
2,2,0.013351300000067567,52.0,1,8192
3,3,0.023519700000179,52.0,1,8192
4,4,0.0240444999999454,52.0,1,8192
5,5,0.034588000000439934,54.0,1,8192
6,6,0.035407699999268516,55.0,1,8192
7,7,0.036226000000169734,55.0,1,8192
8,8,0.03667659999882744,55.0,1,8192
9,9,0.04913499999929627,55.0,1,8192
10,10,0.05039559999931953,55.0,1,8192
11,11,0.051668899999640416,55.0,1,8192
12,12,0.05237289999968198,55.0,1,8192
13,13,0.05292310000004363,55.0,1,8192
14,14,0.05405839999912132,55.0,1,8192
15,15,0.05524080000031972,55.0,1,8192
16,16,0.056077499999446445,55.0,1,8192
17,17,0.06716260000030161,55.0,1,8192
18,18,0.06746209999982966,55.0,1,8192
19,19,0.06776329999956943,55.0,1,8192
20,20,0.06804999999985739,55.0,1,8192
21,21,0.06858379999903264,57.0,1,8192
22,22,0.06939380000039819,59.0,1,8192
23,23,0.07020550000015646,61.0,1,8192
24,24,0.07085679999909189,61.0,1,8192
25,25,0.07115650000014284,61.0,1,8192
26,26,0.0716800999998668,61.0,1,8192
27,27,0.0719690999994782,61.0,1,8192
28,28,0.07247590000042692,61.0,1,8192
29,29,0.07299789999888162,61.0,1,8192
30,30,0.07350969999970403,61.0,1,8192
31,31,0.07381899999927555,61.0,1,8192
32,32,0.07409949999964738,63.0,1,8192
33,33,0.08489809999991849,63.0,1,8192
34,34,0.08575439999913215,63.0,1,8192
35,35,0.08643780000056722,63.0,1,8192
36,36,0.08729949999906239,63.0,1,8192
37,37,0.08789810000052967,63.0,1,8192
38,38,0.08818179999980202,63.0,1,8192
39,39,0.08846110000013141,63.0,1,8192
40,40,0.0892571999993379,63.0,1,8192
41,41,0.09007219999875815,63.0,1,8192
42,42,0.09049609999965469,65.0,1,8192
43,43,0.09130139999979292,65.0,1,8192
44,44,0.09212139999908686,65.0,1,8192
45,45,0.0925809999989724,65.0,1,8192
46,46,0.09338459999889892,65.0,1,8192
47,47,0.09394659999998112,65.0,1,8192
48,48,0.09445129999949131,65.0,1,8192
49,49,0.09523529999933089,65.0,1,8192
50,50,0.09607030000006489,65.0,1,8192
51,51,0.09650329999931273,65.0,1,8192
52,52,0.09705450000001292,65.0,1,8192
53,53,0.09733819999928528,63.0,1,8192
54,54,0.09804839999924297,63.0,1,8192
55,55,0.09886379999989003,63.0,1,8192
56,56,0.09929069999998319,65.0,1,8192
57,57,0.10008939999897848,65.0,1,8192
58,58,0.10051899999962188,67.0,1,8192
59,59,0.10137889999896288,69.0,1,8192
60,60,0.10219959999994899,69.0,1,8192
61,61,0.10285549999935029,71.0,1,8192
62,62,0.10337099999924249,71.0,1,8192
63,63,0.10411609999937355,71.0,1,8192
64,64,0.10456499999963853,71.0,1,8192
65,65,0.12106549999953131,71.0,1,8192
66,66,0.12137339999935648,71.0,1,8192
67,67,0.12166979999892646,71.0,1,8192
68,68,0.12195859999883396,71.0,1,8192
69,69,0.12246699999923294,71.0,1,8192
70,70,0.1230095999999321,73.0,1,8192
71,71,0.12352089999876625,73.0,1,8192
72,72,0.1240445000003092,73.0,1,8192
73,73,0.12432710000030056,73.0,1,8192
74,74,0.1248539999996865,73.0,1,8192
75,75,0.1251412999990862,73.0,1,8192
76,76,0.1254224999993312,73.0,1,8192
77,77,0.1257218999999168,73.0,1,8192
78,78,0.1260017999993579,73.0,1,8192
79,79,0.12628210000002582,73.0,1,8192
80,80,0.126965299999938,73.0,1,8192
81,81,0.12769920000027923,73.0,1,8192
82,82,0.12799139999879117,73.0,1,8192
83,83,0.1285011999989365,73.0,1,8192
84,84,0.12879590000011376,73.0,1,8192
85,85,0.12930810000034398,73.0,1,8192
86,86,0.1296253999989858,73.0,1,8192
87,87,0.13013479999972333,75.0,1,8192
88,88,0.13072680000004766,75.0,1,8192
89,89,0.13102950000029523,75.0,1,8192
90,90,0.1313122999999905,75.0,1,8192
91,91,0.13160229999994044,75.0,1,8192
92,92,0.1321100999994087,75.0,1,8192
93,93,0.13263659999938682,75.0,1,8192
94,94,0.13292729999920994,75.0,1,8192
95,95,0.13321340000038617,75.0,1,8192
96,96,0.13349399999970046,75.0,1,8192
97,97,0.13378779999948165,75.0,1,8192
98,98,0.13407009999900765,75.0,1,8192
99,99,0.1345832999995764,75.0,1,8192
100,100,0.13509139999951003,75.0,1,8192
101,101,0.13537319999886677,75.0,1,8192
102,102,0.1356672999991133,75.0,1,8192
103,103,0.13595150000037393,75.0,1,8192
104,104,0.13645349999933387,75.0,1,8192
105,105,0.1368614000002708,75.0,1,8192
106,106,0.1376177000001917,75.0,1,8192
107,107,0.13791180000043823,75.0,1,8192
108,108,0.13819059999877936,75.0,1,8192
109,109,0.13896219999878667,77.0,1,8192
110,110,0.14028089999919757,77.0,1,8192
111,111,0.14161539999986417,77.0,1,8192
112,112,0.14233059999969555,77.0,1,8192
113,113,0.14364279999972496,77.0,1,8192
114,114,0.14494679999916116,77.0,1,8192
115,115,0.1462706000002072,77.0,1,8192
116,116,0.14700989999982994,77.0,1,8192
117,117,0.14773020000029646,77.0,1,8192
118,118,0.14903620000040974,77.0,1,8192
119,119,0.1501537999993161,77.0,1,8192
120,120,0.15060999999877822,77.0,1,8192
121,121,0.15090389999932086,77.0,1,8192
122,122,0.1511955999994825,77.0,1,8192
123,123,0.15148090000002412,77.0,1,8192
124,124,0.15177959999891755,77.0,1,8192
125,125,0.15206559999933233,77.0,1,8192
126,126,0.152592000000368,77.0,1,8192
127,127,0.15310499999941385,77.0,1,8192
128,128,0.15340069999911066,77.0,1,8192
129,129,0.16517430000021704,77.0,1,8192
130,130,0.16549029999987397,77.0,1,8192
131,131,0.16579449999881035,77.0,1,8192
132,132,0.16608710000036808,77.0,1,8192
133,133,0.1663752000004024,77.0,1,8192
134,134,0.1666666000000987,77.0,1,8192
135,135,0.16719879999982368,77.0,1,8192
136,136,0.16749679999884393,77.0,1,8192
137,137,0.16779719999976805,77.0,1,8192
138,138,0.16830859999936365,77.0,1,8192
139,139,0.16863569999986794,77.0,1,8192
140,140,0.16893059999893012,77.0,1,8192
141,141,0.1692179000001488,77.0,1,8192
142,142,0.1697595999994519,77.0,1,8192
143,143,0.17006450000008044,77.0,1,8192
144,144,0.17036100000041188,77.0,1,8192
145,145,0.17088650000005146,77.0,1,8192
146,146,0.17141029999947932,77.0,1,8192
147,147,0.17197510000005423,77.0,1,8192
148,148,0.1725019000004977,77.0,1,8192
149,149,0.1728120999996463,77.0,1,8192
150,150,0.17332679999890388,77.0,1,8192
151,151,0.1738523999993049,77.0,1,8192
152,152,0.17413759999908507,77.0,1,8192
153,153,0.17441859999962617,77.0,1,8192
154,154,0.17493949999879987,77.0,1,8192
155,155,0.17521899999883317,77.0,1,8192
156,156,0.17550069999924744,77.0,1,8192
157,157,0.17579939999995986,77.0,1,8192
158,158,0.17608239999935904,77.0,1,8192
159,159,0.17661609999959182,77.0,1,8192
160,160,0.17690550000043004,77.0,1,8192
161,161,0.17741120000027877,77.0,1,8192
162,162,0.17793150000034075,77.0,1,8192
163,163,0.17844059999879391,77.0,1,8192
164,164,0.1787294000005204,77.0,1,8192
165,165,0.17901100000017323,77.0,1,8192
166,166,0.17929170000024897,77.0,1,8192
167,167,0.17957620000015595,77.0,1,8192
168,168,0.18008290000034322,77.0,1,8192
169,169,0.18036519999986922,77.0,1,8192
170,170,0.1809254999989207,77.0,1,8192
171,171,0.18122020000009798,77.0,1,8192
172,172,0.18150880000030156,77.0,1,8192
173,173,0.18214769999940472,77.0,1,8192
174,174,0.1824557999989338,77.0,1,8192
175,175,0.18275549999998475,77.0,1,8192
176,176,0.1832721999999194,77.0,1,8192
177,177,0.18356560000029276,77.0,1,8192
178,178,0.183850600000369,78.0,1,8192
179,179,0.18436490000021877,80.0,1,8192
180,180,0.18489969999973255,80.0,1,8192
181,181,0.18519709999964107,80.0,1,8192
182,182,0.18612930000017514,80.0,1,8192
183,183,0.18668109999998705,80.0,1,8192
184,184,0.18729789999997593,80.0,1,8192
185,185,0.1886644999995042,80.0,1,8192
186,186,0.18952949999948032,80.0,1,8192
187,187,0.1912264000002324,80.0,1,8192
188,188,0.1918759999989561,80.0,1,8192
189,189,0.19247179999911168,80.0,1,8192
190,190,0.19384770000033313,80.0,1,8192
191,191,0.19491720000041823,80.0,1,8192
192,192,0.19565089999923657,80.0,1,8192
193,193,0.19634980000046198,80.0,1,8192
194,194,0.19732739999926707,80.0,1,8192
195,195,0.1979360999994242,80.0,1,8192
196,196,0.19864090000010037,80.0,1,8192
197,197,0.19937649999883433,80.0,1,8192
198,198,0.20049230000040552,80.0,1,8192
199,199,0.20121590000053402,80.0,1,8192
200,200,0.20208280000042578,80.0,1,8192
201,201,0.20293359999959648,80.0,1,8192
202,202,0.203737199999523,80.0,1,8192
203,203,0.20461470000009285,80.0,1,8192
204,204,0.2055452000004152,80.0,1,8192
205,205,0.20621790000041074,80.0,1,8192
206,206,0.20766349999939848,80.0,1,8192
207,207,0.20841459999974177,80.0,1,8192
208,208,0.20968290000018897,80.0,1,8192
209,209,0.21055449999948905,80.0,1,8192
210,210,0.21197980000033567,80.0,1,8192
211,211,0.21267400000033376,80.0,1,8192
212,212,0.21354190000056406,80.0,1,8192
213,213,0.21427760000005946,80.0,1,8192
214,214,0.21505009999964386,80.0,1,8192
215,215,0.21621430000050168,80.0,1,8192
216,216,0.217681399999492,80.0,1,8192
217,217,0.21824430000015127,80.0,1,8192
218,218,0.2188028000000486,80.0,1,8192
219,219,0.21978839999974298,80.0,1,8192
220,220,0.2203520999992179,80.0,1,8192
221,221,0.2210481999991316,82.0,1,8192
222,222,0.2226424999989831,82.0,1,8192
223,223,0.2235633999989659,82.0,1,8192
224,224,0.22441219999927853,82.0,1,8192
225,225,0.22549029999936465,82.0,1,8192
226,226,0.22696129999894765,82.0,1,8192
227,227,0.22773269999925105,82.0,1,8192
228,228,0.22873900000013236,82.0,1,8192
229,229,0.22929540000041015,82.0,1,8192
230,230,0.22988690000056522,82.0,1,8192
231,231,0.23116850000042177,82.0,1,8192
232,232,0.23198319999937667,82.0,1,8192
233,233,0.23286199999893142,82.0,1,8192
234,234,0.23359419999906095,82.0,1,8192
235,235,0.23445100000026287,82.0,1,8192
236,236,0.23535289999927045,82.0,1,8192
237,237,0.23619179999877815,82.0,1,8192
238,238,0.23695079999924928,82.0,1,8192
239,239,0.23771469999883266,84.0,1,8192
240,240,0.23906279999937396,84.0,1,8192
241,241,0.23983190000035393,84.0,1,8192
242,242,0.24062359999879845,84.0,1,8192
243,243,0.2418139000001247,84.0,1,8192
244,244,0.24246579999999085,84.0,1,8192
245,245,0.24298049999924842,84.0,1,8192
246,246,0.24428009999974165,84.0,1,8192
247,247,0.24549089999891294,84.0,1,8192
248,248,0.24588009999934002,84.0,1,8192
249,249,0.2466082999999344,84.0,1,8192
250,250,0.2478326999989804,84.0,1,8192
251,251,0.24871499999972002,84.0,1,8192
252,252,0.2492595000003348,84.0,1,8192
253,253,0.2497927999993408,84.0,1,8192
254,254,0.2506431000001612,84.0,1,8192
255,255,0.25111739999920246,84.0,1,8192
256,256,0.25161239999943064,84.0,1,8192
257,257,0.2687759000000369,84.0,1,8192
258,258,0.2693810000000667,84.0,1,8192
259,259,0.27042880000044534,84.0,1,8192
260,260,0.27099599999928614,84.0,1,8192
261,261,0.27139249999891035,84.0,1,8192
262,262,0.27198589999898104,84.0,1,8192
263,263,0.2725312999991729,84.0,1,8192
264,264,0.27301230000011856,84.0,1,8192
265,265,0.2735453999994206,84.0,1,8192
266,266,0.2740797999995266,84.0,1,8192
267,267,0.27497459999904095,86.0,1,8192
268,268,0.2760104999997566,86.0,1,8192
269,269,0.27662919999966107,86.0,1,8192
270,270,0.277270700000372,86.0,1,8192
271,271,0.27774829999907524,86.0,1,8192
272,272,0.2787269999989803,86.0,1,8192
273,273,0.27921950000018114,86.0,1,8192
274,274,0.2798337999993237,86.0,1,8192
275,275,0.2802795999996306,86.0,1,8192
276,276,0.2808891999993648,86.0,1,8192
277,277,0.28176239999993413,86.0,1,8192
278,278,0.28228219999982684,86.0,1,8192
279,279,0.2828451999994286,86.0,1,8192
280,280,0.28338889999940875,86.0,1,8192
281,281,0.2838324000003922,86.0,1,8192
282,282,0.2842894999994314,86.0,1,8192
283,283,0.28471449999960896,86.0,1,8192
284,284,0.28575590000036755,86.0,1,8192
285,285,0.2863627999995515,86.0,1,8192
286,286,0.2873997999995481,86.0,1,8192
287,287,0.28796239999974205,86.0,1,8192
288,288,0.2886583999988943,86.0,1,8192
289,289,0.2894352000002982,86.0,1,8192
290,290,0.2899839999990945,86.0,1,8192
291,291,0.29057839999950374,86.0,1,8192
292,292,0.2913016999991669,86.0,1,8192
293,293,0.29197389999899315,86.0,1,8192
294,294,0.29319939999913913,86.0,1,8192
295,295,0.293677800000296,86.0,1,8192
296,296,0.29419699999925797,86.0,1,8192
297,297,0.2954236999994464,86.0,1,8192
298,298,0.2965303999990283,86.0,1,8192
299,299,0.29706289999921864,86.0,1,8192
300,300,0.29759679999915534,86.0,1,8192
301,301,0.29865520000021206,86.0,1,8192
302,302,0.29972730000008596,86.0,1,8192
303,303,0.3006502999996883,86.0,1,8192
304,304,0.30127209999955085,86.0,1,8192
305,305,0.30171399999926507,86.0,1,8192
306,306,0.30263019999983953,86.0,1,8192
307,307,0.30369919999975536,86.0,1,8192
308,308,0.30406779999975697,86.0,1,8192
309,309,0.304490700000315,86.0,1,8192
310,310,0.3050712000003841,86.0,1,8192
311,311,0.30580840000038734,86.0,1,8192
312,312,0.3064379999996163,86.0,1,8192
313,313,0.3076932999993005,86.0,1,8192
314,314,0.3083848999995098,86.0,1,8192
315,315,0.30913779999900726,86.0,1,8192
316,316,0.30982310000035795,86.0,1,8192
317,317,0.3108183000003919,86.0,1,8192
318,318,0.31181289999949513,86.0,1,8192
319,319,0.3123729999988427,86.0,1,8192
320,320,0.31293379999988247,86.0,1,8192
321,321,0.3134939999999915,86.0,1,8192
322,322,0.31382959999973536,86.0,1,8192
323,323,0.31435570000030566,86.0,1,8192
324,324,0.314676199999667,86.0,1,8192
325,325,0.3149684999989404,86.0,1,8192
326,326,0.3154629999989993,86.0,1,8192
327,327,0.31579559999954654,86.0,1,8192
328,328,0.3160979000003863,86.0,1,8192
329,329,0.31639050000012503,86.0,1,8192
330,330,0.3166929999988497,86.0,1,8192
331,331,0.3169808999991801,88.0,1,8192
332,332,0.31792789999963134,88.0,1,8192
333,333,0.31841979999990144,88.0,1,8192
334,334,0.3187655999990966,88.0,1,8192
335,335,0.3190651999993861,88.0,1,8192
336,336,0.319638599999962,88.0,1,8192
337,337,0.3199540999994497,88.0,1,8192
338,338,0.32025549999889336,88.0,1,8192
339,339,0.32056220000049507,88.0,1,8192
340,340,0.3208599999998114,88.0,1,8192
341,341,0.32115220000014233,88.0,1,8192
