,Iteration,Time,Fitness,Restarts,max_iters,current_restart
0,0,0.0001482000002397399,3206.1967311383332,25,2048,0
1,1,0.0011653999999907683,3544.5533790208365,25,2048,0
2,2,0.015341100000114238,3597.164893576521,25,2048,0
3,3,0.02508780000016486,3597.164893576521,25,2048,0
4,4,0.025199400000019523,3597.164893576521,25,2048,0
5,5,0.0339974000003167,3643.803843951245,25,2048,0
6,6,0.03416270000025179,3643.803843951245,25,2048,0
7,7,0.03426500000023225,3918.666157541595,25,2048,0
8,8,0.034410700000080396,3920.4784537040373,25,2048,0
9,9,0.04544340000029479,3920.4784537040373,25,2048,0
10,10,0.045554900000297494,3920.4784537040373,25,2048,0
11,11,0.04565739999998186,3960.8114760875906,25,2048,0
12,12,0.04581510000025446,3960.8114760875906,25,2048,0
13,13,0.045913800000107585,3960.8114760875906,25,2048,0
14,14,0.046010000000023865,3960.8114760875906,25,2048,0
15,15,0.046104900000045745,3960.8114760875906,25,2048,0
16,16,0.04619830000001457,4042.52091403789,25,2048,0
17,17,0.05489380000017263,4055.147250306053,25,2048,0
18,18,0.05506050000030882,4055.147250306053,25,2048,0
19,19,0.05516550000038478,4055.147250306053,25,2048,0
20,20,0.055267600000206585,4055.147250306053,25,2048,0
21,21,0.05536720000009154,4055.147250306053,25,2048,0
22,22,0.05546470000035697,4055.147250306053,25,2048,0
23,23,0.05556109999997716,4055.147250306053,25,2048,0
24,24,0.05565740000020014,4055.147250306053,25,2048,0
25,25,0.055752900000243244,4055.147250306053,25,2048,0
26,26,0.05585740000014994,4055.147250306053,25,2048,0
27,27,0.055953100000351697,4055.147250306053,25,2048,0
28,28,0.056048200000077486,4055.147250306053,25,2048,0
29,29,0.056142800000088755,4055.147250306053,25,2048,0
30,30,0.05623730000024807,4055.147250306053,25,2048,0
31,31,0.056331800000407384,4084.4809047280055,25,2048,0
32,32,0.05647380000027624,4084.4809047280055,25,2048,0
33,33,0.06761750000032407,4084.4809047280055,25,2048,0
34,34,0.06773280000015802,4271.601220592285,25,2048,0
35,35,0.06790070000033666,4271.601220592285,25,2048,0
36,36,0.06800480000038078,4470.138120573154,25,2048,0
37,37,0.06815180000012333,4470.138120573154,25,2048,0
38,38,0.06824950000009267,4470.138120573154,25,2048,0
39,39,0.06834570000000895,4478.495819150854,25,2048,0
40,40,0.068488900000375,4538.3033026298335,25,2048,0
41,41,0.06863170000042373,4538.3033026298335,25,2048,0
42,42,0.06872599999996964,4538.3033026298335,25,2048,0
43,43,0.06887830000005124,4538.3033026298335,25,2048,0
44,44,0.06897300000036921,4538.3033026298335,25,2048,0
45,45,0.0690655000003062,4538.3033026298335,25,2048,0
46,46,0.06915840000010576,4538.3033026298335,25,2048,0
47,47,0.06925160000037067,4538.3033026298335,25,2048,0
48,48,0.06934480000018084,4538.3033026298335,25,2048,0
49,49,0.06943660000024465,4538.3033026298335,25,2048,0
50,50,0.06952850000016042,4544.669106441252,25,2048,0
51,51,0.0696671000000606,4544.669106441252,25,2048,0
52,52,0.0697599000000082,4544.6727764798525,25,2048,0
53,53,0.06990750000022672,4544.6727764798525,25,2048,0
54,54,0.07000160000006872,4544.6727764798525,25,2048,0
55,55,0.07009570000036547,4544.6727764798525,25,2048,0
56,56,0.07018890000017564,4544.6727764798525,25,2048,0
57,57,0.07028160000027128,4544.6727764798525,25,2048,0
58,58,0.07037410000020827,4551.282861634049,25,2048,0
59,59,0.07051480000018273,4551.282861634049,25,2048,0
60,60,0.0706081000002996,4551.282861634049,25,2048,0
61,61,0.07070060000023659,4551.282861634049,25,2048,0
62,62,0.07083140000031563,4551.282861634049,25,2048,0
63,63,0.07094030000007479,4551.282861634049,25,2048,0
64,64,0.07103390000020227,4551.282861634049,25,2048,0
65,65,0.08294580000028873,4551.282861634049,25,2048,0
66,66,0.08306560000028185,4551.282861634049,25,2048,0
67,67,0.08317550000037954,4551.282861634049,25,2048,0
68,68,0.08328060000030746,4551.282861634049,25,2048,0
69,69,0.08338309999999183,4551.282861634049,25,2048,0
70,70,0.08348470000009911,4551.282861634049,25,2048,0
71,71,0.08358480000015334,4551.282861634049,25,2048,0
72,72,0.08368370000016512,4551.282861634049,25,2048,0
73,73,0.08380980000038107,4551.282861634049,25,2048,0
74,74,0.08391690000007657,4551.282861634049,25,2048,0
75,75,0.08401760000015202,4551.282861634049,25,2048,0
76,76,0.08411640000031184,4551.282861634049,25,2048,0
77,77,0.08421420000013313,4551.282861634049,25,2048,0
78,78,0.08431170000039856,4555.838299645232,25,2048,0
79,79,0.08445910000000367,4555.838299645232,25,2048,0
80,80,0.08455770000000484,4555.838299645232,25,2048,0
81,81,0.08465590000014345,4555.838299645232,25,2048,0
82,82,0.08475640000006024,4555.838299645232,25,2048,0
83,83,0.08487640000021202,4555.838299645232,25,2048,0
84,84,0.08497370000031879,4581.511146646515,25,2048,0
85,85,0.08511840000028315,4590.526618251847,25,2048,0
86,86,0.08526520000032178,4590.526618251847,25,2048,0
87,87,0.08536440000034418,4590.526618251847,25,2048,0
88,88,0.08546280000018669,4590.526618251847,25,2048,0
89,89,0.08556320000025153,4590.526618251847,25,2048,0
90,90,0.08566170000040074,4590.526618251847,25,2048,0
91,91,0.08576979999998002,4590.526618251847,25,2048,0
92,92,0.08587070000021413,4590.526618251847,25,2048,0
93,93,0.08596810000017285,4590.526618251847,25,2048,0
94,94,0.0860661000001528,4590.526618251847,25,2048,0
95,95,0.08616370000027018,4590.526618251847,25,2048,0
96,96,0.08626160000039818,4605.463543967981,25,2048,0
