,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,3206.1967311383332,0.0001482000002397399,"[9, 11, 24, 21, 12, 10, 15, 1, 23, 5, 2, 22, 14, 25, 3, 18, 8, 17, 0, 6, 19, 7, 20, 16, 13, 4]",25,2048,0
1,1,3206.1967311383332,0.0011653999999907683,"[9, 11, 24, 21, 12, 10, 15, 1, 23, 5, 2, 22, 14, 25, 3, 18, 8, 17, 0, 6, 19, 7, 20, 16, 13, 4]",25,2048,0
2,2,3544.5533790208365,0.015341100000114238,"[9, 11, 24, 21, 4, 10, 15, 1, 23, 5, 2, 22, 14, 25, 3, 18, 8, 17, 0, 6, 19, 7, 20, 16, 13, 12]",25,2048,0
3,4,3597.164893576521,0.025199400000019523,"[9, 11, 3, 21, 4, 10, 15, 1, 23, 5, 2, 22, 14, 25, 24, 18, 8, 17, 0, 6, 19, 7, 20, 16, 13, 12]",25,2048,0
4,8,3918.666157541595,0.034410700000080396,"[9, 11, 3, 21, 4, 10, 15, 1, 25, 7, 2, 22, 14, 23, 24, 18, 8, 17, 0, 6, 19, 5, 20, 16, 13, 12]",25,2048,0
5,16,3960.8114760875906,0.04619830000001457,"[9, 11, 10, 21, 4, 3, 15, 1, 8, 7, 2, 22, 14, 23, 24, 18, 25, 17, 0, 6, 19, 5, 20, 16, 13, 12]",25,2048,0
6,32,4084.4809047280055,0.05647380000027624,"[9, 2, 10, 21, 4, 3, 18, 1, 8, 7, 11, 22, 14, 23, 24, 15, 25, 17, 0, 19, 6, 5, 20, 16, 13, 12]",25,2048,0
7,64,4551.282861634049,0.07103390000020227,"[10, 17, 9, 21, 4, 3, 25, 7, 8, 12, 11, 22, 2, 23, 14, 15, 18, 24, 0, 19, 6, 5, 20, 16, 13, 1]",25,2048,0
8,128,4605.463543967981,0.08967960000018138,"[10, 17, 9, 21, 4, 23, 5, 7, 18, 12, 11, 22, 2, 3, 14, 15, 19, 24, 0, 8, 6, 25, 20, 16, 13, 1]",25,2048,0
9,256,4709.8500351478615,0.11687750000010055,"[7, 17, 9, 21, 4, 20, 5, 23, 14, 12, 8, 22, 16, 13, 25, 3, 19, 24, 0, 11, 6, 18, 15, 2, 10, 1]",25,2048,0
