,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,2836.3766940062305,0.00013930000022810418,"[9, 11, 22, 19, 12, 10, 15, 1, 21, 5, 2, 18, 14, 23, 3, 17, 8, 0, 6, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.999985999891933,10,8192
1,1,2836.3766940062305,0.0011331999999129039,"[9, 11, 22, 19, 12, 10, 15, 1, 21, 5, 2, 18, 14, 23, 3, 17, 8, 0, 6, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.999886110242667,10,8192
2,2,2837.552432485636,0.015134600000237697,"[9, 11, 22, 19, 3, 10, 15, 1, 21, 5, 2, 18, 14, 23, 12, 17, 8, 0, 6, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.99847903754796,10,8192
3,4,2834.626212506034,0.02731390000008105,"[9, 11, 12, 19, 3, 10, 15, 1, 21, 5, 2, 18, 14, 23, 22, 17, 8, 0, 6, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.997255238070146,10,8192
4,8,3067.896746983044,0.041034100000160834,"[9, 8, 12, 4, 16, 10, 15, 1, 21, 5, 2, 18, 14, 23, 22, 17, 11, 0, 6, 7, 20, 3, 19, 13]",geometric,10,0.99,0.001,9.995876785414183,10,8192
5,16,3584.395239384933,0.056306599999970786,"[9, 15, 0, 1, 16, 10, 14, 21, 4, 5, 2, 18, 3, 23, 22, 17, 11, 12, 6, 7, 20, 8, 19, 13]",geometric,10,0.99,0.001,9.994342598505728,10,8192
6,32,3770.345089850055,0.07090330000028189,"[9, 15, 0, 1, 16, 12, 14, 10, 4, 5, 18, 17, 6, 23, 22, 2, 11, 21, 3, 8, 20, 7, 19, 13]",geometric,10,0.99,0.001,9.992876518623659,10,8192
7,64,3812.977408437822,0.08550109999987399,"[9, 15, 20, 8, 16, 12, 14, 22, 4, 10, 18, 17, 6, 19, 5, 0, 11, 23, 3, 1, 2, 7, 21, 13]",geometric,10,0.99,0.001,9.991410543343617,10,8192
8,128,4015.9391188106733,0.10309409999990748,"[9, 10, 16, 17, 19, 3, 14, 21, 4, 15, 18, 8, 6, 1, 5, 0, 11, 7, 12, 23, 2, 20, 22, 13]",geometric,10,0.99,0.001,9.98964406268172,10,8192
9,256,4237.545852627458,0.1303158999999141,"[9, 5, 16, 15, 19, 3, 11, 21, 18, 2, 0, 1, 6, 8, 10, 4, 17, 7, 12, 23, 22, 13, 14, 20]",geometric,10,0.99,0.001,9.986911387449876,10,8192
10,512,4322.66352236312,0.1795614000002388,"[9, 21, 4, 12, 19, 6, 11, 5, 16, 2, 13, 14, 0, 8, 10, 23, 17, 7, 15, 18, 22, 20, 1, 3]",geometric,10,0.99,0.001,9.981969750296578,10,8192
11,1024,4323.099567674795,0.243826700000227,"[9, 21, 23, 12, 19, 6, 11, 5, 16, 2, 13, 14, 0, 8, 10, 18, 17, 7, 15, 4, 22, 20, 1, 3]",geometric,10,0.99,0.001,9.975524598975035,10,8192
12,2048,4323.099567674795,0.243826700000227,"[9, 21, 23, 12, 19, 6, 11, 5, 16, 2, 13, 14, 0, 8, 10, 18, 17, 7, 15, 4, 22, 20, 1, 3]",geometric,10,0.99,0.001,9.975524598975035,10,8192
13,4096,4323.099567674795,0.243826700000227,"[9, 21, 23, 12, 19, 6, 11, 5, 16, 2, 13, 14, 0, 8, 10, 18, 17, 7, 15, 4, 22, 20, 1, 3]",geometric,10,0.99,0.001,9.975524598975035,10,8192
14,8192,4323.099567674795,0.243826700000227,"[9, 21, 23, 12, 19, 6, 11, 5, 16, 2, 13, 14, 0, 8, 10, 18, 17, 7, 15, 4, 22, 20, 1, 3]",geometric,10,0.99,0.001,9.975524598975035,10,8192
