,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,2836.3766940062305,0.0001366999999845575,"[9, 11, 22, 19, 12, 10, 15, 1, 21, 5, 2, 18, 14, 23, 3, 17, 8, 0, 6, 7, 20, 16, 13, 4]",25,2048,0
1,1,2836.3766940062305,0.0010303999997631763,"[9, 11, 22, 19, 12, 10, 15, 1, 21, 5, 2, 18, 14, 23, 3, 17, 8, 0, 6, 7, 20, 16, 13, 4]",25,2048,0
2,2,2836.3766940062305,0.06351929999982531,"[9, 11, 22, 19, 12, 10, 15, 1, 21, 5, 2, 18, 14, 23, 3, 17, 8, 0, 6, 7, 20, 16, 13, 4]",25,2048,0
3,4,2836.3766940062305,0.07266729999992094,"[9, 11, 22, 19, 12, 10, 15, 1, 21, 5, 2, 18, 14, 23, 3, 17, 8, 0, 6, 7, 20, 16, 13, 4]",25,2048,0
4,8,3026.6343518676003,0.08350749999999607,"[9, 8, 22, 19, 16, 10, 15, 1, 21, 5, 2, 18, 14, 23, 3, 17, 11, 0, 6, 7, 20, 12, 13, 4]",25,2048,0
5,16,3336.372301572932,0.09456839999984368,"[2, 20, 22, 1, 16, 10, 15, 19, 21, 5, 9, 18, 14, 23, 3, 17, 11, 0, 12, 7, 8, 6, 13, 4]",25,2048,0
6,32,3354.251044760898,0.1064738000000034,"[2, 20, 22, 1, 16, 10, 15, 19, 21, 5, 9, 18, 14, 23, 3, 12, 11, 0, 17, 7, 8, 6, 13, 4]",25,2048,0
7,64,3827.017352718405,0.11928790000001754,"[6, 20, 3, 8, 16, 9, 10, 19, 21, 18, 15, 5, 14, 23, 22, 2, 11, 0, 17, 13, 1, 7, 12, 4]",25,2048,0
8,128,4169.730684503701,0.13805950000005396,"[6, 8, 3, 14, 10, 11, 5, 19, 21, 18, 15, 23, 20, 0, 2, 22, 9, 16, 17, 13, 1, 7, 12, 4]",25,2048,0
9,256,4292.249145204313,0.16369609999992463,"[6, 9, 3, 1, 12, 23, 5, 19, 21, 18, 15, 20, 11, 10, 8, 0, 2, 7, 17, 13, 14, 16, 22, 4]",25,2048,0
10,512,4370.954042632824,0.20850879999989047,"[10, 9, 3, 11, 21, 23, 12, 4, 22, 18, 15, 20, 1, 6, 8, 0, 14, 13, 2, 7, 17, 16, 5, 19]",25,2048,0
11,1024,4384.511028778323,0.25582589999976335,"[10, 9, 6, 11, 21, 23, 12, 18, 15, 4, 22, 20, 1, 3, 8, 0, 14, 13, 2, 7, 17, 16, 5, 19]",25,2048,0
12,2048,4384.511028778323,0.25582589999976335,"[10, 9, 6, 11, 21, 23, 12, 18, 15, 4, 22, 20, 1, 3, 8, 0, 14, 13, 2, 7, 17, 16, 5, 19]",25,2048,0
13,0,2759.080639738704,0.2722153999998227,"[23, 13, 6, 0, 3, 21, 14, 2, 11, 16, 22, 19, 17, 15, 9, 20, 1, 12, 7, 10, 5, 8, 4, 18]",25,2048,1
14,1,2934.412066948115,0.27328129999978046,"[23, 13, 15, 0, 3, 21, 14, 2, 11, 16, 22, 19, 17, 6, 9, 20, 1, 12, 7, 10, 5, 8, 4, 18]",25,2048,1
15,2,2934.412066948115,0.2893902999999227,"[23, 13, 15, 0, 3, 21, 14, 2, 11, 16, 22, 19, 17, 6, 9, 20, 1, 12, 7, 10, 5, 8, 4, 18]",25,2048,1
16,4,3332.1414196794994,0.3063294999997197,"[23, 13, 15, 0, 16, 21, 14, 2, 11, 3, 22, 19, 18, 6, 9, 20, 1, 12, 7, 10, 5, 8, 4, 17]",25,2048,1
17,8,3441.0192420816006,0.32380620000003546,"[9, 13, 15, 0, 16, 21, 14, 2, 7, 3, 22, 19, 18, 10, 23, 20, 1, 12, 11, 6, 5, 8, 4, 17]",25,2048,1
18,16,3625.4747040134434,0.3428055999997923,"[9, 18, 15, 0, 16, 21, 23, 2, 7, 4, 22, 19, 13, 10, 14, 20, 1, 12, 11, 6, 5, 8, 3, 17]",25,2048,1
19,32,3812.187373896838,0.36209139999982654,"[8, 18, 15, 0, 14, 21, 16, 2, 17, 4, 22, 19, 13, 10, 23, 20, 1, 12, 11, 6, 5, 9, 3, 7]",25,2048,1
20,64,3888.708138848754,0.3840052000000469,"[2, 0, 15, 18, 14, 21, 16, 8, 17, 4, 22, 19, 13, 10, 23, 3, 1, 12, 11, 6, 5, 9, 20, 7]",25,2048,1
21,128,4034.0339053013763,0.41221449999966353,"[2, 16, 15, 18, 14, 21, 8, 0, 17, 4, 22, 19, 13, 12, 23, 6, 1, 20, 11, 3, 5, 9, 10, 7]",25,2048,1
22,256,4168.910816145928,0.4513111999999637,"[2, 7, 15, 16, 14, 13, 8, 3, 17, 4, 22, 19, 20, 12, 23, 10, 9, 6, 1, 0, 5, 11, 21, 18]",25,2048,1
23,512,4312.44669542683,0.5169997999996667,"[21, 23, 15, 16, 2, 0, 8, 3, 14, 7, 22, 20, 19, 5, 11, 10, 9, 6, 1, 13, 17, 4, 12, 18]",25,2048,1
24,1024,4328.17570200675,0.6421823000000586,"[12, 4, 15, 16, 2, 0, 1, 3, 14, 7, 22, 20, 9, 5, 19, 10, 11, 6, 8, 13, 17, 18, 21, 23]",25,2048,1
25,2048,4328.17570200675,0.6791345999999976,"[12, 4, 15, 16, 2, 0, 1, 3, 14, 7, 22, 20, 9, 5, 19, 10, 11, 6, 8, 13, 17, 18, 21, 23]",25,2048,1
26,0,3011.0571786441315,0.7053194999998595,"[12, 9, 19, 21, 15, 23, 18, 17, 20, 6, 2, 0, 11, 1, 5, 16, 14, 4, 8, 7, 3, 10, 13, 22]",25,2048,2
27,1,3121.4769211176563,0.7065815000000839,"[12, 9, 19, 21, 15, 23, 18, 17, 20, 6, 2, 0, 11, 13, 5, 16, 14, 4, 8, 7, 3, 10, 1, 22]",25,2048,2
28,2,3223.7893291839873,0.7355353999996623,"[12, 9, 19, 21, 15, 22, 18, 17, 20, 6, 2, 0, 11, 13, 5, 16, 14, 4, 8, 7, 3, 10, 1, 23]",25,2048,2
29,4,3223.7893291839873,0.7626995000000534,"[12, 9, 19, 21, 15, 22, 18, 17, 20, 6, 2, 0, 11, 13, 5, 16, 14, 4, 8, 7, 3, 10, 1, 23]",25,2048,2
30,8,3551.435858289801,0.7889393000000382,"[12, 9, 19, 21, 13, 22, 18, 17, 20, 6, 2, 0, 11, 15, 5, 16, 14, 4, 8, 7, 3, 10, 1, 23]",25,2048,2
31,16,3861.1752966415315,0.816867099999854,"[12, 9, 19, 21, 13, 22, 18, 17, 20, 16, 2, 0, 11, 15, 1, 6, 14, 4, 3, 7, 10, 8, 5, 23]",25,2048,2
32,32,3874.888083801203,0.8465327999997498,"[12, 9, 19, 21, 13, 22, 18, 17, 20, 16, 2, 0, 11, 5, 1, 6, 14, 4, 3, 7, 10, 8, 15, 23]",25,2048,2
33,64,3880.235797947734,0.8805277999999817,"[12, 9, 19, 5, 13, 22, 4, 17, 20, 16, 2, 0, 11, 21, 1, 6, 14, 18, 3, 7, 10, 8, 15, 23]",25,2048,2
34,128,3987.320375295356,0.9232324999998127,"[9, 12, 18, 5, 13, 22, 4, 17, 20, 16, 2, 0, 8, 21, 1, 6, 7, 19, 3, 14, 10, 11, 15, 23]",25,2048,2
35,256,4147.13078773015,0.9821205999996891,"[13, 5, 4, 12, 7, 22, 18, 20, 17, 16, 2, 3, 19, 15, 9, 0, 1, 23, 10, 8, 6, 11, 21, 14]",25,2048,2
36,512,4237.639852369087,1.1067935999999463,"[23, 12, 4, 22, 7, 21, 19, 20, 17, 13, 14, 5, 18, 15, 9, 3, 8, 16, 10, 11, 6, 1, 0, 2]",25,2048,2
37,1024,4320.5870537840965,1.3320663999998033,"[16, 22, 4, 15, 18, 12, 19, 20, 2, 13, 14, 10, 23, 21, 9, 3, 8, 7, 5, 11, 6, 1, 0, 17]",25,2048,2
38,2048,4320.5870537840965,1.3320663999998033,"[16, 22, 4, 15, 18, 12, 19, 20, 2, 13, 14, 10, 23, 21, 9, 3, 8, 7, 5, 11, 6, 1, 0, 17]",25,2048,2
39,0,2578.597861656777,1.368838500000038,"[0, 15, 12, 5, 9, 8, 3, 17, 22, 2, 10, 7, 1, 11, 4, 23, 16, 18, 21, 6, 13, 14, 20, 19]",25,2048,3
40,1,2650.98242002901,1.3710975999997572,"[0, 15, 12, 5, 9, 8, 3, 17, 22, 2, 10, 7, 1, 11, 4, 23, 16, 18, 21, 14, 13, 6, 20, 19]",25,2048,3
41,2,2650.98242002901,1.4058755999999448,"[0, 15, 12, 5, 9, 8, 3, 17, 22, 2, 10, 7, 1, 11, 4, 23, 16, 18, 21, 14, 13, 6, 20, 19]",25,2048,3
42,4,2868.7551145838497,1.4417226999999002,"[0, 15, 6, 5, 9, 8, 3, 17, 22, 2, 10, 7, 1, 11, 4, 23, 16, 18, 21, 14, 13, 12, 20, 19]",25,2048,3
43,8,3193.3758846692726,1.4784679999997934,"[9, 15, 6, 5, 0, 8, 3, 17, 22, 2, 10, 7, 1, 12, 4, 23, 16, 18, 20, 14, 13, 11, 21, 19]",25,2048,3
44,16,3349.1294304704625,1.5170550999996522,"[9, 15, 3, 5, 16, 8, 6, 17, 22, 2, 10, 7, 1, 12, 4, 11, 13, 18, 20, 14, 0, 23, 21, 19]",25,2048,3
45,32,3474.621459855638,1.5584045999999034,"[9, 15, 3, 16, 22, 8, 20, 17, 5, 2, 10, 1, 7, 12, 4, 11, 13, 18, 6, 14, 0, 23, 21, 19]",25,2048,3
46,64,3872.9417898260135,1.60693480000009,"[23, 17, 3, 16, 12, 11, 20, 8, 5, 13, 10, 1, 7, 22, 4, 2, 15, 18, 6, 14, 0, 9, 21, 19]",25,2048,3
47,128,4074.025639576952,1.6751627999997254,"[13, 17, 3, 19, 15, 16, 20, 8, 12, 23, 10, 1, 7, 22, 18, 2, 5, 4, 6, 14, 0, 9, 21, 11]",25,2048,3
48,256,4157.729854681413,1.7559267999999975,"[13, 14, 3, 19, 15, 16, 2, 20, 12, 23, 10, 1, 7, 22, 18, 17, 5, 4, 21, 9, 6, 11, 0, 8]",25,2048,3
49,512,4276.89719305572,1.8725162999999156,"[13, 14, 6, 19, 15, 7, 2, 16, 22, 23, 5, 9, 20, 12, 18, 17, 0, 1, 10, 4, 21, 11, 3, 8]",25,2048,3
