,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,2681.9393902824845,0.00013800000010633084,"[12, 15, 9, 14, 11, 2, 17, 18, 10, 21, 3, 19, 8, 1, 20, 5, 0, 6, 7, 16, 13, 4]",25,2048,0
1,1,2681.9393902824845,0.0011438000001362525,"[12, 15, 9, 14, 11, 2, 17, 18, 10, 21, 3, 19, 8, 1, 20, 5, 0, 6, 7, 16, 13, 4]",25,2048,0
2,2,2861.2799262478247,0.06522590000008677,"[12, 15, 9, 14, 11, 2, 17, 18, 10, 21, 3, 19, 8, 1, 20, 5, 7, 6, 0, 16, 13, 4]",25,2048,0
3,4,3086.912681522457,0.07434160000002521,"[12, 15, 9, 14, 11, 21, 17, 18, 10, 2, 3, 19, 8, 1, 20, 5, 7, 6, 0, 16, 13, 4]",25,2048,0
4,8,3295.937998764773,0.08473030000004655,"[12, 15, 9, 0, 11, 21, 17, 18, 10, 2, 3, 19, 7, 1, 20, 5, 16, 6, 14, 8, 13, 4]",25,2048,0
5,16,3610.4117643376676,0.09557319999998981,"[3, 15, 19, 0, 11, 21, 17, 18, 10, 2, 12, 9, 7, 1, 20, 5, 16, 6, 14, 8, 13, 4]",25,2048,0
6,32,3626.500197490329,0.10621780000019498,"[3, 13, 19, 0, 11, 21, 17, 18, 10, 2, 12, 9, 7, 1, 20, 5, 4, 6, 14, 8, 15, 16]",25,2048,0
7,64,3676.014577793866,0.11973060000013902,"[12, 13, 19, 0, 1, 21, 17, 18, 10, 2, 3, 9, 7, 16, 20, 5, 4, 6, 14, 8, 15, 11]",25,2048,0
8,128,3838.482766641253,0.13786560000016834,"[7, 5, 19, 21, 1, 0, 14, 20, 10, 2, 3, 9, 12, 16, 18, 13, 4, 6, 17, 8, 15, 11]",25,2048,0
9,256,3933.682403093858,0.16418580000004113,"[7, 6, 1, 15, 19, 0, 14, 20, 17, 2, 3, 18, 10, 9, 16, 21, 8, 12, 13, 4, 5, 11]",25,2048,0
