,Iteration,Fitness,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,3736.606873890741,0.018118699999831733,"[26, 22, 23, 10, 11, 1, 15, 12, 24, 9, 18, 5, 2, 21, 14, 3, 27, 25, 8, 17, 0, 6, 19, 7, 20, 16, 13, 4]",False,300,0.2,2048
1,1,4211.695010253381,0.8268177999998443,"[12, 20, 14, 23, 15, 9, 13, 8, 2, 16, 7, 21, 19, 10, 17, 22, 4, 3, 25, 6, 11, 0, 18, 24, 1, 27, 26, 5]",False,300,0.2,2048
2,2,4297.799600900351,1.7017965999998523,"[21, 18, 14, 20, 15, 9, 13, 22, 2, 12, 7, 6, 19, 11, 26, 10, 4, 3, 25, 16, 17, 0, 8, 24, 1, 27, 23, 5]",False,300,0.2,2048
3,4,4487.206662435955,3.3548085000002175,"[19, 5, 2, 6, 25, 17, 14, 23, 13, 26, 3, 8, 20, 22, 11, 16, 27, 0, 4, 21, 9, 24, 1, 15, 7, 12, 18, 10]",False,300,0.2,2048
4,8,4532.086748551664,6.664127000000008,"[19, 15, 2, 6, 8, 17, 16, 23, 13, 25, 3, 26, 20, 22, 11, 14, 27, 0, 4, 21, 9, 24, 1, 5, 7, 12, 18, 10]",False,300,0.2,2048
5,16,4532.086748551664,12.968380499999967,"[19, 15, 2, 6, 8, 17, 16, 23, 13, 25, 3, 26, 20, 22, 11, 14, 27, 0, 4, 21, 9, 24, 1, 5, 7, 12, 18, 10]",False,300,0.2,2048
6,32,4532.086748551664,26.657580600000074,"[19, 15, 2, 6, 8, 17, 16, 23, 13, 25, 3, 26, 20, 22, 11, 14, 27, 0, 4, 21, 9, 24, 1, 5, 7, 12, 18, 10]",False,300,0.2,2048
7,64,4532.086748551664,53.96318049999991,"[19, 15, 2, 6, 8, 17, 16, 23, 13, 25, 3, 26, 20, 22, 11, 14, 27, 0, 4, 21, 9, 24, 1, 5, 7, 12, 18, 10]",False,300,0.2,2048
8,128,4532.086748551664,110.07431420000012,"[19, 15, 2, 6, 8, 17, 16, 23, 13, 25, 3, 26, 20, 22, 11, 14, 27, 0, 4, 21, 9, 24, 1, 5, 7, 12, 18, 10]",False,300,0.2,2048
9,256,4532.086748551664,174.04522459999998,"[19, 15, 2, 6, 8, 17, 16, 23, 13, 25, 3, 26, 20, 22, 11, 14, 27, 0, 4, 21, 9, 24, 1, 5, 7, 12, 18, 10]",False,300,0.2,2048
10,512,4532.086748551664,174.04522459999998,"[19, 15, 2, 6, 8, 17, 16, 23, 13, 25, 3, 26, 20, 22, 11, 14, 27, 0, 4, 21, 9, 24, 1, 5, 7, 12, 18, 10]",False,300,0.2,2048
11,1024,4532.086748551664,174.04522459999998,"[19, 15, 2, 6, 8, 17, 16, 23, 13, 25, 3, 26, 20, 22, 11, 14, 27, 0, 4, 21, 9, 24, 1, 5, 7, 12, 18, 10]",False,300,0.2,2048
12,2048,4532.086748551664,174.04522459999998,"[19, 15, 2, 6, 8, 17, 16, 23, 13, 25, 3, 26, 20, 22, 11, 14, 27, 0, 4, 21, 9, 24, 1, 5, 7, 12, 18, 10]",False,300,0.2,2048
