,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,2772.691826042499,0.00020809999978155247,"[9, 11, 23, 21, 12, 10, 15, 1, 22, 5, 2, 18, 14, 24, 3, 17, 8, 0, 6, 19, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.999979085272981,10,8192
1,1,2804.224109212258,0.0013227999997980078,"[9, 11, 23, 21, 12, 10, 15, 1, 2, 5, 22, 18, 14, 24, 3, 17, 8, 0, 6, 19, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.999867055041076,10,8192
2,2,2804.224109212258,0.02113629999985278,"[9, 11, 23, 21, 12, 10, 15, 1, 2, 5, 22, 18, 14, 24, 3, 17, 8, 0, 6, 19, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.997875956473003,10,8192
3,4,3092.885526688969,0.03358990000015183,"[9, 11, 3, 21, 12, 10, 15, 1, 2, 5, 22, 18, 19, 24, 23, 17, 8, 0, 6, 14, 7, 20, 16, 13, 4]",geometric,10,0.99,0.001,9.996624672007297,10,8192
4,8,3199.3322290334795,0.04552220000005036,"[9, 11, 3, 16, 12, 10, 15, 1, 2, 5, 22, 18, 19, 24, 23, 17, 8, 0, 6, 14, 7, 20, 21, 13, 4]",geometric,10,0.99,0.001,9.99542591244505,10,8192
5,16,3701.756881686645,0.05780820000018139,"[22, 16, 3, 11, 12, 10, 7, 1, 2, 5, 9, 18, 19, 24, 23, 17, 8, 0, 6, 14, 15, 20, 21, 13, 4]",geometric,10,0.99,0.001,9.994191769179812,10,8192
6,32,3791.037831609388,0.07609800000000178,"[22, 16, 3, 14, 12, 10, 7, 1, 20, 5, 9, 18, 19, 15, 23, 17, 4, 0, 6, 11, 24, 2, 21, 13, 8]",geometric,10,0.99,0.001,9.99235481935192,10,8192
7,64,4019.2559596872056,0.09179349999976694,"[15, 16, 22, 19, 12, 24, 7, 1, 20, 5, 9, 6, 23, 3, 11, 17, 4, 0, 18, 14, 10, 2, 21, 13, 8]",geometric,10,0.99,0.001,9.990778699193275,10,8192
8,128,4121.298101382349,0.10961459999998624,"[18, 1, 22, 19, 16, 3, 7, 12, 20, 17, 9, 10, 23, 6, 11, 5, 4, 0, 15, 14, 24, 2, 21, 8, 13]",geometric,10,0.99,0.001,9.988989430640556,10,8192
9,256,4380.83334187127,0.14128089999985605,"[2, 0, 8, 22, 11, 15, 7, 17, 16, 3, 9, 5, 14, 6, 23, 10, 4, 13, 12, 1, 20, 18, 21, 19, 24]",geometric,10,0.99,0.001,9.98581087115457,10,8192
10,512,4451.077831716334,0.2009874000000309,"[19, 0, 8, 13, 1, 15, 16, 17, 7, 22, 11, 3, 14, 6, 23, 5, 4, 10, 9, 12, 20, 2, 24, 18, 21]",geometric,10,0.99,0.001,9.979820479362171,10,8192
11,1024,4454.953858272855,0.2883304000001772,"[18, 0, 8, 13, 9, 22, 16, 17, 7, 15, 11, 3, 14, 6, 23, 5, 4, 10, 1, 12, 20, 2, 24, 19, 21]",geometric,10,0.99,0.001,9.971063772632146,10,8192
12,2048,4454.953858272855,0.2883304000001772,"[18, 0, 8, 13, 9, 22, 16, 17, 7, 15, 11, 3, 14, 6, 23, 5, 4, 10, 1, 12, 20, 2, 24, 19, 21]",geometric,10,0.99,0.001,9.971063772632146,10,8192
13,4096,4454.953858272855,0.2883304000001772,"[18, 0, 8, 13, 9, 22, 16, 17, 7, 15, 11, 3, 14, 6, 23, 5, 4, 10, 1, 12, 20, 2, 24, 19, 21]",geometric,10,0.99,0.001,9.971063772632146,10,8192
14,8192,4454.953858272855,0.2883304000001772,"[18, 0, 8, 13, 9, 22, 16, 17, 7, 15, 11, 3, 14, 6, 23, 5, 4, 10, 1, 12, 20, 2, 24, 19, 21]",geometric,10,0.99,0.001,9.971063772632146,10,8192
