,Iteration,Time,Fitness,Restarts,max_iters,current_restart
0,0,0.00015669999999090578,1633.0153712778551,25,2048,0
1,1,0.0017383999999935895,1633.0153712778551,25,2048,0
2,2,0.021507399999990184,1633.0153712778551,25,2048,0
3,3,0.04281890000001454,1691.3834335570357,25,2048,0
4,4,0.04299480000000244,1691.3834335570357,25,2048,0
5,5,0.0625400000000127,1691.3834335570357,25,2048,0
6,6,0.06266310000000885,1691.3834335570357,25,2048,0
7,7,0.06277860000000146,1691.3834335570357,25,2048,0
8,8,0.06287349999999492,1691.3834335570357,25,2048,0
9,9,0.08532890000000748,1691.3834335570357,25,2048,0
10,10,0.08548780000000988,1691.3834335570357,25,2048,0
11,11,0.08559089999999969,1691.3834335570357,25,2048,0
12,12,0.08570270000001301,1691.3834335570357,25,2048,0
13,13,0.08579120000001694,1691.3834335570357,25,2048,0
14,14,0.08600280000001703,1691.3834335570357,25,2048,0
15,15,0.08609820000000923,1691.3834335570357,25,2048,0
16,16,0.08618970000000559,1691.3834335570357,25,2048,0
17,17,0.10772109999999202,1691.3834335570357,25,2048,0
18,18,0.10784390000000599,1691.3834335570357,25,2048,0
19,19,0.10796129999999948,1691.3834335570357,25,2048,0
20,20,0.10807299999999032,1691.3834335570357,25,2048,0
21,21,0.10820250000000442,1708.0504364669089,25,2048,0
22,22,0.10834710000000314,1708.0504364669089,25,2048,0
23,23,0.10846290000000636,1733.6906718371326,25,2048,0
24,24,0.10863850000001207,1733.6906718371326,25,2048,0
25,25,0.10873280000001273,1733.6906718371326,25,2048,0
26,26,0.10882610000001591,1733.6906718371326,25,2048,0
27,27,0.10891829999999914,1814.0592273588168,25,2048,0
28,28,0.1090456999999958,1954.5513405564118,25,2048,0
29,29,0.10923009999999067,1954.5513405564118,25,2048,0
30,30,0.1093236000000104,1954.5513405564118,25,2048,0
31,31,0.1094150000000127,1971.2257289788988,25,2048,0
32,32,0.10954160000000002,1971.2257289788988,25,2048,0
33,33,0.13197550000001002,1971.2257289788988,25,2048,0
34,34,0.13210209999999734,1971.2257289788988,25,2048,0
35,35,0.13223160000001144,1971.2257289788988,25,2048,0
36,36,0.13233249999998975,1971.2257289788988,25,2048,0
37,37,0.13242569999999887,1971.2257289788988,25,2048,0
38,38,0.132538100000005,1971.2257289788988,25,2048,0
39,39,0.13262940000001322,1971.2257289788988,25,2048,0
40,40,0.13272030000001678,1971.2257289788988,25,2048,0
41,41,0.1328076000000067,1971.2257289788988,25,2048,0
42,42,0.1329123000000152,1971.2257289788988,25,2048,0
43,43,0.13300190000001066,1971.2257289788988,25,2048,0
44,44,0.13309580000000665,1971.2257289788988,25,2048,0
45,45,0.1331957000000159,1971.2257289788988,25,2048,0
46,46,0.13329120000000216,1971.2257289788988,25,2048,0
47,47,0.13338840000000118,1971.2257289788988,25,2048,0
48,48,0.13348340000001713,1971.2257289788988,25,2048,0
49,49,0.1335775999999953,1971.2257289788988,25,2048,0
50,50,0.13367089999999848,1971.2257289788988,25,2048,0
51,51,0.13376400000001354,1971.2257289788988,25,2048,0
52,52,0.13389570000001072,1971.2257289788988,25,2048,0
53,53,0.1339988999999946,1971.2257289788988,25,2048,0
54,54,0.1341338999999948,1971.2257289788988,25,2048,0
55,55,0.1343277999999941,1971.2257289788988,25,2048,0
56,56,0.134436600000015,1971.2257289788988,25,2048,0
57,57,0.13453350000000341,1971.2257289788988,25,2048,0
58,58,0.13462939999999435,1971.2257289788988,25,2048,0
59,59,0.13472640000000524,1971.2257289788988,25,2048,0
60,60,0.13482110000001057,1971.2257289788988,25,2048,0
61,61,0.13491630000001464,1971.2257289788988,25,2048,0
62,62,0.1350108999999975,1971.2257289788988,25,2048,0
63,63,0.13510920000001647,1971.2257289788988,25,2048,0
64,64,0.1351961000000017,1971.2257289788988,25,2048,0
65,65,0.15708040000001233,1971.2257289788988,25,2048,0
66,66,0.15722010000001774,1971.2257289788988,25,2048,0
67,67,0.15732819999999492,2011.7069015799432,25,2048,0
68,68,0.15747749999999883,2011.7069015799432,25,2048,0
