,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0,1633.0153712778551,0.00015669999999090578,"[2, 8, 6, 5, 1, 9, 3, 7, 10, 0, 4]",25,2048,0
1,1,1633.0153712778551,0.0017383999999935895,"[2, 8, 6, 5, 1, 9, 3, 7, 10, 0, 4]",25,2048,0
2,2,1633.0153712778551,0.021507399999990184,"[2, 8, 6, 5, 1, 9, 3, 7, 10, 0, 4]",25,2048,0
3,4,1691.3834335570357,0.04299480000000244,"[2, 8, 6, 5, 1, 9, 3, 7, 4, 0, 10]",25,2048,0
4,8,1691.3834335570357,0.06287349999999492,"[2, 8, 6, 5, 1, 9, 3, 7, 4, 0, 10]",25,2048,0
5,16,1691.3834335570357,0.08618970000000559,"[2, 8, 6, 5, 1, 9, 3, 7, 4, 0, 10]",25,2048,0
6,32,1971.2257289788988,0.10954160000000002,"[3, 2, 6, 7, 10, 9, 5, 8, 4, 0, 1]",25,2048,0
7,64,1971.2257289788988,0.1351961000000017,"[3, 2, 6, 7, 10, 9, 5, 8, 4, 0, 1]",25,2048,0
8,128,2092.1830925571835,0.16437270000000126,"[3, 2, 5, 9, 6, 8, 10, 7, 4, 0, 1]",25,2048,0
9,256,2092.1830925571835,0.20235790000000975,"[3, 2, 5, 9, 6, 8, 10, 7, 4, 0, 1]",25,2048,0
10,512,2092.1830925571835,0.23362339999999904,"[3, 2, 5, 9, 6, 8, 10, 7, 4, 0, 1]",25,2048,0
11,1024,2092.1830925571835,0.23362339999999904,"[3, 2, 5, 9, 6, 8, 10, 7, 4, 0, 1]",25,2048,0
12,2048,2092.1830925571835,0.23362339999999904,"[3, 2, 5, 9, 6, 8, 10, 7, 4, 0, 1]",25,2048,0
13,0,1658.2556159501817,0.26074919999999224,"[6, 0, 2, 10, 5, 8, 4, 7, 3, 1, 9]",25,2048,1
14,1,1658.2556159501817,0.2641407000000129,"[6, 0, 2, 10, 5, 8, 4, 7, 3, 1, 9]",25,2048,1
15,2,1658.2556159501817,0.29294459999999845,"[6, 0, 2, 10, 5, 8, 4, 7, 3, 1, 9]",25,2048,1
16,4,1669.1387959950623,0.3203087999999923,"[6, 0, 9, 10, 5, 8, 4, 7, 3, 1, 2]",25,2048,1
17,8,1714.6314997730353,0.34653339999999844,"[6, 9, 0, 10, 5, 8, 4, 7, 3, 1, 2]",25,2048,1
18,16,1714.6314997730353,0.3750545000000045,"[6, 9, 0, 10, 5, 8, 4, 7, 3, 1, 2]",25,2048,1
19,32,1892.6056005999292,0.4022020000000168,"[6, 9, 0, 10, 2, 5, 7, 4, 3, 1, 8]",25,2048,1
20,64,1904.1305700057694,0.4322923000000003,"[6, 9, 0, 10, 2, 5, 8, 4, 3, 1, 7]",25,2048,1
21,128,1924.6988786228555,0.46951960000001236,"[6, 2, 0, 10, 9, 5, 8, 4, 3, 1, 7]",25,2048,1
22,256,1924.6988786228555,0.5158495000000016,"[6, 2, 0, 10, 9, 5, 8, 4, 3, 1, 7]",25,2048,1
23,512,1924.6988786228555,0.5484440000000177,"[6, 2, 0, 10, 9, 5, 8, 4, 3, 1, 7]",25,2048,1
24,1024,1924.6988786228555,0.5484440000000177,"[6, 2, 0, 10, 9, 5, 8, 4, 3, 1, 7]",25,2048,1
25,2048,1924.6988786228555,0.5484440000000177,"[6, 2, 0, 10, 9, 5, 8, 4, 3, 1, 7]",25,2048,1
26,0,1452.7467579070933,0.5792596999999944,"[3, 9, 2, 1, 8, 6, 0, 7, 5, 10, 4]",25,2048,2
27,1,1521.762139519092,0.5816198999999926,"[3, 4, 2, 1, 8, 6, 0, 7, 5, 10, 9]",25,2048,2
28,2,1521.762139519092,0.608751600000005,"[3, 4, 2, 1, 8, 6, 0, 7, 5, 10, 9]",25,2048,2
29,4,1521.762139519092,0.6390337999999929,"[3, 4, 2, 1, 8, 6, 0, 7, 5, 10, 9]",25,2048,2
30,8,1603.7493475465926,0.6668286999999964,"[3, 4, 2, 1, 8, 6, 0, 10, 5, 7, 9]",25,2048,2
31,16,1800.4929482318753,0.6985593999999935,"[3, 4, 7, 1, 8, 6, 2, 10, 5, 0, 9]",25,2048,2
32,32,1927.9871152687344,0.7304092999999909,"[3, 1, 0, 4, 8, 6, 2, 5, 10, 7, 9]",25,2048,2
33,64,2022.0041032422089,0.7628607999999986,"[3, 1, 0, 4, 7, 10, 2, 6, 8, 5, 9]",25,2048,2
34,128,2080.6710255318903,0.8037041000000045,"[3, 1, 0, 4, 7, 10, 8, 6, 2, 5, 9]",25,2048,2
35,256,2092.1830925571835,0.8508376999999996,"[3, 1, 0, 4, 7, 10, 8, 6, 9, 5, 2]",25,2048,2
36,512,2092.1830925571835,0.898817600000001,"[3, 1, 0, 4, 7, 10, 8, 6, 9, 5, 2]",25,2048,2
37,1024,2092.1830925571835,0.898817600000001,"[3, 1, 0, 4, 7, 10, 8, 6, 9, 5, 2]",25,2048,2
38,2048,2092.1830925571835,0.898817600000001,"[3, 1, 0, 4, 7, 10, 8, 6, 9, 5, 2]",25,2048,2
39,0,1370.5296633417781,0.9319617000000164,"[9, 8, 0, 1, 10, 7, 5, 6, 3, 2, 4]",25,2048,3
40,1,1660.7259962655808,0.9364639000000068,"[5, 8, 0, 1, 10, 7, 9, 6, 3, 2, 4]",25,2048,3
41,2,1660.7259962655808,0.9714150000000075,"[5, 8, 0, 1, 10, 7, 9, 6, 3, 2, 4]",25,2048,3
42,4,1660.7259962655808,1.0068222000000162,"[5, 8, 0, 1, 10, 7, 9, 6, 3, 2, 4]",25,2048,3
43,8,1864.9182342738845,1.0548008000000095,"[5, 9, 0, 1, 10, 7, 8, 6, 2, 3, 4]",25,2048,3
44,16,1899.552638311207,1.100543000000016,"[5, 4, 0, 1, 10, 7, 9, 6, 2, 3, 8]",25,2048,3
45,32,1973.5247023965228,1.146783499999998,"[5, 4, 0, 9, 10, 7, 1, 6, 8, 3, 2]",25,2048,3
46,64,1991.4560590216736,1.1904135000000053,"[3, 4, 0, 2, 10, 7, 1, 6, 8, 5, 9]",25,2048,3
47,128,2019.539295900897,1.2499617999999941,"[3, 4, 0, 2, 10, 7, 1, 5, 8, 6, 9]",25,2048,3
48,256,2020.6125110332991,1.3143177000000037,"[3, 1, 0, 2, 10, 7, 4, 5, 8, 6, 9]",25,2048,3
49,512,2020.6125110332991,1.363878800000009,"[3, 1, 0, 2, 10, 7, 4, 5, 8, 6, 9]",25,2048,3
50,1024,2020.6125110332991,1.363878800000009,"[3, 1, 0, 2, 10, 7, 4, 5, 8, 6, 9]",25,2048,3
51,2048,2020.6125110332991,1.363878800000009,"[3, 1, 0, 2, 10, 7, 4, 5, 8, 6, 9]",25,2048,3
52,0,1543.6355180010464,1.4008717000000104,"[0, 10, 3, 5, 2, 1, 8, 4, 6, 7, 9]",25,2048,4
53,1,1543.6355180010464,1.4030132999999978,"[0, 10, 3, 5, 2, 1, 8, 4, 6, 7, 9]",25,2048,4
54,2,1549.7506535690031,1.4395977000000073,"[0, 10, 3, 5, 1, 2, 8, 4, 6, 7, 9]",25,2048,4
55,4,1549.7506535690031,1.4766634000000067,"[0, 10, 3, 5, 1, 2, 8, 4, 6, 7, 9]",25,2048,4
56,8,1720.6073792575567,1.5144989000000066,"[0, 9, 3, 5, 1, 6, 8, 4, 2, 7, 10]",25,2048,4
57,16,1868.9999858792467,1.5530170000000112,"[0, 9, 3, 1, 5, 8, 6, 4, 2, 7, 10]",25,2048,4
58,32,1930.5586089082663,1.5925704999999937,"[0, 1, 3, 4, 5, 8, 6, 9, 2, 7, 10]",25,2048,4
59,64,2020.612511033299,1.6375270000000057,"[0, 1, 3, 9, 6, 8, 5, 4, 7, 10, 2]",25,2048,4
60,128,2020.612511033299,1.6923783999999955,"[0, 1, 3, 9, 6, 8, 5, 4, 7, 10, 2]",25,2048,4
61,256,2020.612511033299,1.7584434999999985,"[0, 1, 3, 9, 6, 8, 5, 4, 7, 10, 2]",25,2048,4
62,512,2020.612511033299,1.802734500000014,"[0, 1, 3, 9, 6, 8, 5, 4, 7, 10, 2]",25,2048,4
63,1024,2020.612511033299,1.802734500000014,"[0, 1, 3, 9, 6, 8, 5, 4, 7, 10, 2]",25,2048,4
64,2048,2020.612511033299,1.802734500000014,"[0, 1, 3, 9, 6, 8, 5, 4, 7, 10, 2]",25,2048,4
65,0,1359.7188434018751,1.8417512999999985,"[2, 10, 4, 0, 3, 9, 8, 7, 5, 6, 1]",25,2048,5
66,1,1359.7188434018751,1.844028900000012,"[2, 10, 4, 0, 3, 9, 8, 7, 5, 6, 1]",25,2048,5
67,2,1400.4209520350928,1.8832198000000062,"[2, 10, 4, 0, 1, 9, 8, 7, 5, 6, 3]",25,2048,5
68,4,1790.6595732894625,1.9238062999999954,"[2, 8, 6, 0, 1, 9, 10, 7, 5, 4, 3]",25,2048,5
